sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION Z (azimuth °);ORIENTATION X (pitch °);ORIENTATION Y (roll °);PROXIMITY (m);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Altitude-google ( m);LOCATION Speed ( m/s);LOCATION Accuracy ( m);LOCATION ORIENTATION (°);Satellites in range;Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
-0.0096;-0.182;9.8641;-0.016;-0.1641;9.8052;-0.0133;0.0076;0.2073;0.0;0.0;0.0;8.0;-13.31;7.75;-17.12;59.38;0.97;0.1;5.0;18.62;;;;NaN;;;;0 / 0;64;2022-11-16 22:12:42:900
-0.0096;-0.182;9.8641;-0.016;-0.1641;9.8052;-0.0133;0.0076;0.2073;0.0;0.0;0.0;8.0;-13.12;7.75;-17.5;59.38;0.97;0.1;5.0;18.62;;;;NaN;;;;0 / 0;74;2022-11-16 22:12:42:910
-0.0096;-0.182;9.8641;-0.016;-0.1641;9.8052;-0.0133;0.0076;0.2073;0.0;0.0;0.0;8.0;-13.12;7.75;-17.5;59.38;0.97;0.1;5.0;18.62;;;;NaN;;;;0 / 0;84;2022-11-16 22:12:42:920
-0.0096;-0.182;9.8641;-0.016;-0.1641;9.8052;-0.0133;0.0076;0.2073;0.0;0.0;0.0;8.0;-13.12;7.75;-17.5;59.38;0.97;0.1;5.0;18.62;;;;NaN;;;;0 / 0;94;2022-11-16 22:12:42:930
-0.0096;-0.182;9.8641;-0.016;-0.1641;9.8052;-0.0133;0.0076;0.2073;0.0;0.0;0.0;8.0;-13.12;7.75;-17.5;59.38;0.97;0.1;5.0;18.62;;;;NaN;;;;0 / 0;104;2022-11-16 22:12:42:940
0.0;-0.2011;9.8258;-0.016;-0.1641;9.8052;0.0051;0.0386;0.1877;0.0;0.0;0.0;8.0;-13.12;7.75;-17.5;59.38;0.97;0.1;5.0;18.62;;;;NaN;;;;0 / 0;114;2022-11-16 22:12:42:950
0.0;-0.2011;9.8258;-0.016;-0.1641;9.8052;0.0051;0.0386;0.1877;0.0;0.0;0.0;8.0;-13.12;7.75;-17.5;59.38;0.97;0.1;5.0;18.62;;;;NaN;;;;0 / 0;124;2022-11-16 22:12:42:960
0.0;-0.2011;9.8258;-0.0149;-0.1683;9.8051;0.0051;0.0386;0.1877;0.0;0.0;0.0;8.0;-15.12;7.88;-20.75;63.06;0.98;0.09;5.0;18.62;;;;NaN;;;;0 / 0;134;2022-11-16 22:12:42:970
0.0;-0.2011;9.8258;-0.0149;-0.1683;9.8051;0.0051;0.0386;0.1877;0.0;0.0;0.0;8.0;-15.12;7.88;-20.75;63.06;0.98;0.09;5.0;18.62;;;;NaN;;;;0 / 0;144;2022-11-16 22:12:42:980
0.0;-0.2011;9.8258;-0.0149;-0.1683;9.8051;0.0051;0.0386;0.1877;0.0;0.0;0.0;8.0;-15.12;7.88;-20.75;63.06;0.98;0.09;5.0;18.62;;;;NaN;;;;0 / 0;154;2022-11-16 22:12:42:990
0.0;-0.2011;9.8258;-0.0149;-0.1683;9.8051;0.0051;0.0386;0.1877;0.0;0.0;0.0;8.0;-15.12;7.88;-20.75;63.06;0.98;0.09;5.0;18.62;;;;NaN;;;;0 / 0;164;2022-11-16 22:12:43:000
0.0;-0.2011;9.8258;-0.0149;-0.1683;9.8051;0.0145;-1.0E-4;0.1681;0.0;0.0;0.0;8.0;-15.12;7.88;-20.75;63.06;0.98;0.09;5.0;18.62;;;;NaN;;;;0 / 0;176;2022-11-16 22:12:43:012
0.0;-0.2298;9.7588;-0.0149;-0.1683;9.8051;0.0145;-1.0E-4;0.1681;0.0024;0.0;-0.1747;8.0;-15.12;7.88;-20.75;63.06;0.98;0.09;5.0;18.62;;;;NaN;;;;0 / 0;184;2022-11-16 22:12:43:020
0.0;-0.2298;9.7588;-0.0126;-0.165;9.8052;0.0145;-1.0E-4;0.1681;0.0024;0.0;-0.1747;8.0;-15.12;7.88;-20.75;63.06;0.98;0.09;5.0;18.62;;;;NaN;;;;0 / 0;194;2022-11-16 22:12:43:030
0.0;-0.2298;9.7588;-0.0126;-0.165;9.8052;0.0145;-1.0E-4;0.1681;0.0024;0.0;-0.1747;8.0;-15.12;7.88;-20.75;63.06;0.98;0.09;5.0;18.62;;;;NaN;;;;0 / 0;204;2022-11-16 22:12:43:040
0.0;-0.2298;9.7588;-0.0126;-0.165;9.8052;0.0145;-1.0E-4;0.1681;0.0024;0.0;-0.1747;8.0;-14.12;7.88;-19.94;63.06;0.98;0.09;5.0;18.62;;;;NaN;;;;0 / 0;214;2022-11-16 22:12:43:050
0.0;-0.2298;9.7588;-0.0126;-0.165;9.8052;0.0145;-1.0E-4;0.1681;0.0024;0.0;-0.1747;8.0;-14.12;7.88;-19.94;63.06;0.98;0.09;5.0;18.62;;;;NaN;;;;0 / 0;224;2022-11-16 22:12:43:060
0.0;-0.2298;9.7588;-0.0126;-0.165;9.8052;-0.0054;0.0014;0.2368;0.0024;0.0;-0.1747;8.0;-14.12;7.88;-19.94;63.06;0.98;0.09;5.0;18.62;;;;NaN;;;;0 / 0;234;2022-11-16 22:12:43:070
-0.0479;-0.1245;9.7971;-0.0126;-0.165;9.8052;-0.0054;0.0014;0.2368;0.0024;0.0;-0.1747;8.0;-14.12;7.88;-19.94;63.06;0.98;0.09;5.0;18.62;;;;NaN;;;;0 / 0;245;2022-11-16 22:12:43:081
-0.0479;-0.1245;9.7971;-0.016;-0.1647;9.8052;-0.0054;0.0014;0.2368;0.0024;0.0;-0.1747;8.0;-14.12;7.88;-19.94;63.06;0.98;0.09;5.0;18.62;;;;NaN;;;;0 / 0;255;2022-11-16 22:12:43:091
-0.0479;-0.1245;9.7971;-0.016;-0.1647;9.8052;-0.0054;0.0014;0.2368;0.0024;0.0;-0.1747;8.0;-14.12;7.88;-19.94;63.06;0.98;0.09;5.0;18.62;;;;NaN;;;;0 / 0;265;2022-11-16 22:12:43:101
-0.0479;-0.1245;9.7971;-0.016;-0.1647;9.8052;-0.0054;0.0014;0.2368;0.0024;0.0;-0.1747;8.0;-15.69;8.31;-19.94;64.45;0.96;0.09;5.0;18.62;;;;NaN;;;;0 / 0;274;2022-11-16 22:12:43:110
-0.0479;-0.1245;9.7971;-0.016;-0.1647;9.8052;-0.0054;0.0014;0.2368;0.0024;0.0;-0.1747;8.0;-15.69;8.31;-19.94;64.45;0.96;0.09;5.0;18.141;;;;NaN;;;;0 / 0;284;2022-11-16 22:12:43:120
-0.0479;-0.1245;9.7971;-0.016;-0.1647;9.8052;0.0028;0.0043;0.2563;0.0024;0.0;-0.1747;8.0;-15.69;8.31;-19.94;64.45;0.96;0.09;5.0;18.141;;;;NaN;;;;0 / 0;294;2022-11-16 22:12:43:130
-0.0479;-0.1245;9.7971;-0.0145;-0.1609;9.8053;0.0028;0.0043;0.2563;0.0024;0.0;-0.1747;8.0;-15.69;8.31;-19.94;64.45;0.96;0.09;5.0;18.141;;;;NaN;;;;0 / 0;305;2022-11-16 22:12:43:141
-0.067;-0.1532;9.7971;-0.0145;-0.1609;9.8053;0.0028;0.0043;0.2563;0.0;0.0;-0.2468;8.0;-15.69;8.31;-19.94;64.45;0.96;0.09;5.0;18.141;;;;NaN;;;;0 / 0;315;2022-11-16 22:12:43:151
-0.067;-0.1532;9.7971;-0.0145;-0.1609;9.8053;0.0028;0.0043;0.2563;0.0;0.0;-0.2468;8.0;-15.69;8.31;-19.94;64.45;0.96;0.09;5.0;18.141;;;;NaN;;;;0 / 0;324;2022-11-16 22:12:43:160
-0.067;-0.1532;9.7971;-0.0145;-0.1609;9.8053;0.0028;0.0043;0.2563;0.0;0.0;-0.2468;8.0;-15.69;8.31;-19.94;64.45;0.96;0.09;5.0;18.141;;;;NaN;;;;0 / 0;334;2022-11-16 22:12:43:170
-0.067;-0.1532;9.7971;-0.0145;-0.1609;9.8053;0.0028;0.0043;0.2563;0.0;0.0;-0.2468;8.0;-15.69;8.31;-19.94;64.45;0.96;0.09;5.0;18.141;;;;NaN;;;;0 / 0;345;2022-11-16 22:12:43:181
-0.067;-0.1532;9.7971;-0.0145;-0.1609;9.8053;-0.0016;-0.0141;0.2269;0.0;0.0;-0.2468;8.0;-14.94;8.5;-19.25;64.45;0.96;0.09;5.0;18.141;;;;NaN;;;;0 / 0;354;2022-11-16 22:12:43:190
-0.067;-0.1532;9.7971;-0.0145;-0.1609;9.8053;-0.0016;-0.0141;0.2269;0.0;0.0;-0.2468;8.0;-14.94;8.5;-19.25;64.45;0.96;0.09;5.0;18.141;;;;NaN;;;;0 / 0;364;2022-11-16 22:12:43:200
-0.0575;-0.1341;9.7971;-0.0183;-0.1596;9.8053;-0.0016;-0.0141;0.2269;0.0;0.0;-0.2468;8.0;-14.94;8.5;-19.25;64.45;0.96;0.09;5.0;18.141;;;;NaN;;;;0 / 0;374;2022-11-16 22:12:43:210
-0.0575;-0.1341;9.7971;-0.0183;-0.1596;9.8053;-0.0016;-0.0141;0.2269;0.0;0.0;-0.2468;8.0;-14.94;8.5;-19.25;64.45;0.96;0.09;5.0;18.141;;;;NaN;;;;0 / 0;384;2022-11-16 22:12:43:220
-0.0575;-0.1341;9.7971;-0.0183;-0.1596;9.8053;-0.0016;-0.0141;0.2269;0.0;0.0;-0.2468;8.0;-14.94;8.5;-19.25;64.45;0.96;0.09;5.0;18.141;;;;NaN;;;;0 / 0;394;2022-11-16 22:12:43:230
-0.0575;-0.1341;9.7971;-0.0183;-0.1596;9.8053;-0.0016;-0.0141;0.2269;0.0;0.0;-0.2468;8.0;-14.94;8.5;-19.25;64.45;0.96;0.09;5.0;18.141;;;;NaN;;;;0 / 0;405;2022-11-16 22:12:43:241
-0.0575;-0.1341;9.7971;-0.0183;-0.1596;9.8053;-0.0016;-0.0141;0.2269;0.0;0.0;-0.2468;8.0;-14.56;7.94;-19.06;62.91;0.93;0.11;5.0;18.141;;;;NaN;;;;0 / 0;414;2022-11-16 22:12:43:250
-0.0575;-0.1341;9.7971;-0.0183;-0.1596;9.8053;-0.0016;-0.0141;0.2269;0.0;0.0;-0.2468;8.0;-14.56;7.94;-19.06;62.91;0.93;0.11;5.0;18.141;;;;NaN;;;;0 / 0;424;2022-11-16 22:12:43:260
-0.0575;-0.1341;9.7971;-0.0126;-0.1565;9.8053;0.042;0.0584;0.2562;0.0;0.0;-0.2468;8.0;-14.56;7.94;-19.06;62.91;0.93;0.11;5.0;18.141;;;;NaN;;;;0 / 0;435;2022-11-16 22:12:43:271
0.0;-0.1149;9.7971;-0.0126;-0.1565;9.8053;0.042;0.0584;0.2562;0.0;0.0;0.0;8.0;-14.56;7.94;-19.06;62.91;0.93;0.11;5.0;18.141;;;;NaN;;;;0 / 0;444;2022-11-16 22:12:43:280
0.0;-0.1149;9.7971;-0.0126;-0.1565;9.8053;0.042;0.0584;0.2562;0.0;0.0;0.0;8.0;-14.56;7.94;-19.06;62.91;0.93;0.11;5.0;18.141;;;;NaN;;;;0 / 0;454;2022-11-16 22:12:43:290
0.0;-0.1149;9.7971;-0.0126;-0.1565;9.8053;0.042;0.0584;0.2562;0.0;0.0;0.0;8.0;-14.56;7.94;-19.06;62.91;0.93;0.11;5.0;18.141;;;;NaN;;;;0 / 0;464;2022-11-16 22:12:43:300
0.0;-0.1149;9.7971;-0.0126;-0.1565;9.8053;0.042;0.0584;0.2562;0.0;0.0;0.0;8.0;-14.56;7.94;-19.06;62.91;0.93;0.11;5.0;18.141;;;;NaN;;;;0 / 0;474;2022-11-16 22:12:43:310
0.0;-0.1149;9.7971;-0.0126;-0.1565;9.8053;0.042;0.0584;0.2562;0.0;0.0;0.0;8.0;-14.56;7.94;-19.06;62.91;0.93;0.11;5.0;18.141;;;;NaN;;;;0 / 0;484;2022-11-16 22:12:43:320
0.0;-0.1149;9.7971;-0.0107;-0.1622;9.8053;0.042;0.0584;0.2562;0.0;0.0;0.0;8.0;-14.25;8.06;-19.0;62.91;0.93;0.11;5.0;18.141;;;;NaN;;;;0 / 0;494;2022-11-16 22:12:43:330
0.0;-0.1245;9.8067;-0.0107;-0.1622;9.8053;0.0091;0.0313;0.2366;0.0;0.0;0.0;8.0;-14.25;8.06;-19.0;62.91;0.93;0.11;5.0;18.141;;;;NaN;;;;0 / 0;505;2022-11-16 22:12:43:341
0.0;-0.1245;9.8067;-0.0107;-0.1622;9.8053;0.0091;0.0313;0.2366;0.0;0.0;0.0;8.0;-14.25;8.06;-19.0;62.91;0.93;0.11;5.0;18.141;;;;NaN;;;;0 / 0;514;2022-11-16 22:12:43:350
0.0;-0.1245;9.8067;-0.0107;-0.1622;9.8053;0.0091;0.0313;0.2366;0.0;0.0;0.0;8.0;-14.25;8.06;-19.0;62.91;0.93;0.11;5.0;18.141;;;;NaN;;;;0 / 0;525;2022-11-16 22:12:43:361
0.0;-0.1245;9.8067;-0.0107;-0.1622;9.8053;0.0091;0.0313;0.2366;0.0;0.0;0.0;8.0;-14.25;8.06;-19.0;62.91;0.93;0.11;5.0;18.141;;;;NaN;;;;0 / 0;534;2022-11-16 22:12:43:370
0.0;-0.1245;9.8067;-0.0072;-0.1595;9.8053;0.0091;0.0313;0.2366;0.0;0.0;0.0;8.0;-14.25;8.06;-19.0;62.91;0.93;0.11;5.0;18.141;;;;NaN;;;;0 / 0;544;2022-11-16 22:12:43:380
0.0;-0.1245;9.8067;-0.0072;-0.1595;9.8053;0.0091;0.0313;0.2366;0.0;0.0;0.0;8.0;-13.19;8.06;-17.5;59.31;0.93;0.04;5.0;18.141;;;;NaN;;;;0 / 0;554;2022-11-16 22:12:43:390
0.0;-0.1245;9.8067;-0.0072;-0.1595;9.8053;0.0091;0.0313;0.2366;0.0;0.0;0.0;8.0;-13.19;8.06;-17.5;59.31;0.93;0.04;5.0;18.141;;;;NaN;;;;0 / 0;564;2022-11-16 22:12:43:400
0.0;-0.182;9.845;-0.0072;-0.1595;9.8053;0.0072;0.0324;0.2464;0.0012;-0.011;0.2211;8.0;-13.19;8.06;-17.5;59.31;0.93;0.04;5.0;18.141;;;;NaN;;;;0 / 0;574;2022-11-16 22:12:43:410
0.0;-0.182;9.845;-0.0072;-0.1595;9.8053;0.0072;0.0324;0.2464;0.0012;-0.011;0.2211;8.0;-13.19;8.06;-17.5;59.31;0.93;0.04;5.0;18.141;;;;NaN;;;;0 / 0;585;2022-11-16 22:12:43:421
0.0;-0.182;9.845;-0.0072;-0.1595;9.8053;0.0072;0.0324;0.2464;0.0012;-0.011;0.2211;8.0;-13.19;8.06;-17.5;59.31;0.93;0.04;5.0;18.141;;;;NaN;;;;0 / 0;594;2022-11-16 22:12:43:430
0.0;-0.182;9.845;-0.0072;-0.1595;9.8053;0.0072;0.0324;0.2464;0.0012;-0.011;0.2211;8.0;-13.19;8.06;-17.5;59.31;0.93;0.04;5.0;20.65;;;;NaN;;;;0 / 0;604;2022-11-16 22:12:43:440
0.0;-0.182;9.845;-0.0088;-0.1598;9.8053;0.0072;0.0324;0.2464;0.0012;-0.011;0.2211;6.0;-13.19;8.06;-17.5;59.31;0.93;0.04;5.0;20.65;;;;NaN;;;;0 / 0;614;2022-11-16 22:12:43:450
0.0;-0.182;9.845;-0.0088;-0.1598;9.8053;0.0072;0.0324;0.2464;0.0012;-0.011;0.2211;6.0;-13.19;8.06;-17.5;59.31;0.93;0.04;5.0;20.65;;;;NaN;;;;0 / 0;624;2022-11-16 22:12:43:460
-0.0287;-0.1628;9.7971;-0.0088;-0.1598;9.8053;-0.01;-0.0087;0.2464;0.0012;-0.011;0.2211;6.0;-13.12;8.31;-17.31;59.31;0.93;0.04;5.0;20.65;;;;NaN;;;;0 / 0;634;2022-11-16 22:12:43:470
-0.0287;-0.1628;9.7971;-0.0088;-0.1598;9.8053;-0.01;-0.0087;0.2464;0.0012;-0.011;0.2211;6.0;-13.12;8.31;-17.31;59.31;0.93;0.04;5.0;20.65;;;;NaN;;;;0 / 0;644;2022-11-16 22:12:43:480
-0.0287;-0.1628;9.7971;-0.0088;-0.1598;9.8053;-0.01;-0.0087;0.2464;0.0012;-0.011;0.2211;6.0;-13.12;8.31;-17.31;59.31;0.93;0.04;5.0;20.65;;;;NaN;;;;0 / 0;654;2022-11-16 22:12:43:490
-0.0287;-0.1628;9.7971;-0.0088;-0.1598;9.8053;-0.01;-0.0087;0.2464;0.0012;-0.011;0.2211;6.0;-13.12;8.31;-17.31;59.31;0.93;0.04;5.0;20.65;;;;NaN;;;;0 / 0;664;2022-11-16 22:12:43:500
-0.0287;-0.1628;9.7971;-0.0084;-0.1544;9.8054;-0.01;-0.0087;0.2464;0.0012;-0.011;0.2211;6.0;-13.12;8.31;-17.31;59.31;0.93;0.04;5.0;20.65;;;;NaN;;;;0 / 0;675;2022-11-16 22:12:43:511
-0.0287;-0.1628;9.7971;-0.0084;-0.1544;9.8054;-0.01;-0.0087;0.2464;0.0012;-0.011;0.2211;6.0;-13.12;8.31;-17.31;59.31;0.93;0.04;5.0;20.65;;;;NaN;;;;0 / 0;684;2022-11-16 22:12:43:520
-0.0287;-0.1628;9.7971;-0.0084;-0.1544;9.8054;-0.0296;-0.0028;0.2659;0.0012;-0.011;0.2211;6.0;-13.19;8.63;-17.31;56.14;0.9;0.05;5.0;20.65;;;;NaN;;;;0 / 0;694;2022-11-16 22:12:43:530
-0.0192;-0.1724;9.8258;-0.0084;-0.1544;9.8054;-0.0296;-0.0028;0.2659;0.0;-0.0061;0.2358;6.0;-13.19;8.63;-17.31;56.14;0.9;0.05;5.0;20.65;;;;NaN;;;;0 / 0;704;2022-11-16 22:12:43:540
-0.0192;-0.1724;9.8258;-0.0084;-0.1544;9.8054;-0.0296;-0.0028;0.2659;0.0;-0.0061;0.2358;6.0;-13.19;8.63;-17.31;56.14;0.9;0.05;5.0;20.65;;;;NaN;;;;0 / 0;714;2022-11-16 22:12:43:550
-0.0192;-0.1724;9.8258;-0.0141;-0.154;9.8054;-0.0296;-0.0028;0.2659;0.0;-0.0061;0.2358;6.0;-13.19;8.63;-17.31;56.14;0.9;0.05;5.0;20.65;;;;NaN;;;;0 / 0;725;2022-11-16 22:12:43:561
-0.0192;-0.1724;9.8258;-0.0141;-0.154;9.8054;-0.0296;-0.0028;0.2659;0.0;-0.0061;0.2358;8.0;-13.19;8.63;-17.31;56.14;0.9;0.05;5.0;20.65;;;;NaN;;;;0 / 0;734;2022-11-16 22:12:43:570
-0.0192;-0.1724;9.8258;-0.0141;-0.154;9.8054;-0.0296;-0.0028;0.2659;0.0;-0.0061;0.2358;8.0;-13.19;8.63;-17.31;56.14;0.9;0.05;5.0;20.65;;;;NaN;;;;0 / 0;744;2022-11-16 22:12:43:580
-0.0192;-0.1724;9.8258;-0.0141;-0.154;9.8054;-0.0296;-0.0028;0.2659;0.0;-0.0061;0.2358;8.0;-13.19;8.63;-17.31;56.14;0.9;0.05;5.0;20.65;;;;NaN;;;;0 / 0;754;2022-11-16 22:12:43:590
-0.0383;-0.182;9.8545;-0.0141;-0.154;9.8054;-0.0296;-0.0028;0.2659;0.0;-0.0061;0.2358;8.0;-13.19;8.63;-17.31;56.14;0.9;0.05;5.0;20.65;;;;NaN;;;;0 / 0;764;2022-11-16 22:12:43:600
-0.0383;-0.182;9.8545;-0.0141;-0.154;9.8054;-0.0254;-0.0284;0.2856;0.0;-0.0061;0.2358;8.0;-12.87;8.13;-17.5;56.14;0.9;0.05;5.0;20.65;;;;NaN;;;;0 / 0;775;2022-11-16 22:12:43:611
-0.0383;-0.182;9.8545;-0.0141;-0.154;9.8054;-0.0254;-0.0284;0.2856;0.0;-0.0061;0.2358;8.0;-12.87;8.13;-17.5;56.14;0.9;0.05;5.0;20.65;;;;NaN;;;;0 / 0;784;2022-11-16 22:12:43:620
-0.0383;-0.182;9.8545;-0.0145;-0.1605;9.8053;-0.0254;-0.0284;0.2856;0.0;-0.0061;0.2358;8.0;-12.87;8.13;-17.5;56.14;0.9;0.05;5.0;20.65;;;;NaN;;;;0 / 0;794;2022-11-16 22:12:43:630
-0.0383;-0.182;9.8545;-0.0145;-0.1605;9.8053;-0.0254;-0.0284;0.2856;0.0;-0.0061;0.2358;8.0;-12.87;8.13;-17.5;56.14;0.9;0.05;5.0;20.65;;;;NaN;;;;0 / 0;804;2022-11-16 22:12:43:640
-0.0383;-0.182;9.8545;-0.0145;-0.1605;9.8053;-0.0254;-0.0284;0.2856;0.0;-0.0061;0.2358;8.0;-12.87;8.13;-17.5;56.14;0.9;0.05;5.0;20.65;;;;NaN;;;;0 / 0;814;2022-11-16 22:12:43:650
-0.0383;-0.182;9.8545;-0.0145;-0.1605;9.8053;-0.0254;-0.0284;0.2856;0.0;-0.0061;0.2358;8.0;-12.87;8.13;-17.5;56.14;0.9;0.05;5.0;20.65;;;;NaN;;;;0 / 0;824;2022-11-16 22:12:43:660
-0.0192;-0.1149;9.8545;-0.0145;-0.1605;9.8053;-0.0085;-0.0358;0.2759;0.0049;0.0049;0.1747;8.0;-12.94;8.31;-16.81;59.34;0.94;0.08;5.0;20.65;;;;NaN;;;;0 / 0;834;2022-11-16 22:12:43:670
-0.0192;-0.1149;9.8545;-0.0122;-0.159;9.8053;-0.0085;-0.0358;0.2759;0.0049;0.0049;0.1747;8.0;-12.94;8.31;-16.81;59.34;0.94;0.08;5.0;20.65;;;;NaN;;;;0 / 0;845;2022-11-16 22:12:43:681
-0.0192;-0.1149;9.8545;-0.0122;-0.159;9.8053;-0.0085;-0.0358;0.2759;0.0049;0.0049;0.1747;8.0;-12.94;8.31;-16.81;59.34;0.94;0.08;5.0;20.65;;;;NaN;;;;0 / 0;854;2022-11-16 22:12:43:690
-0.0192;-0.1149;9.8545;-0.0122;-0.159;9.8053;-0.0085;-0.0358;0.2759;0.0049;0.0049;0.1747;8.0;-12.94;8.31;-16.81;59.34;0.94;0.08;5.0;20.65;;;;NaN;;;;0 / 0;864;2022-11-16 22:12:43:700
-0.0192;-0.1149;9.8545;-0.0122;-0.159;9.8053;-0.0085;-0.0358;0.2759;0.0049;0.0049;0.1747;8.0;-12.94;8.31;-16.81;59.34;0.94;0.08;5.0;20.65;;;;NaN;;;;0 / 0;874;2022-11-16 22:12:43:710
-0.0192;-0.1149;9.8545;-0.0122;-0.159;9.8053;-0.0085;-0.0358;0.2759;0.0049;0.0049;0.1747;8.0;-12.94;8.31;-16.81;59.34;0.94;0.08;5.0;20.65;;;;NaN;;;;0 / 0;884;2022-11-16 22:12:43:720
-0.0575;-0.1628;9.8067;-0.0122;-0.159;9.8053;-0.051;-0.0154;0.2759;0.0049;0.0049;0.1747;8.0;-12.94;8.31;-16.81;59.34;0.94;0.08;5.0;20.65;;;;NaN;;;;0 / 0;894;2022-11-16 22:12:43:730
-0.0575;-0.1628;9.8067;-0.0122;-0.159;9.8053;-0.051;-0.0154;0.2759;0.0049;0.0049;0.1747;8.0;-12.94;8.31;-16.81;59.34;0.94;0.08;5.0;20.65;;;;NaN;;;;0 / 0;905;2022-11-16 22:12:43:741
-0.0575;-0.1628;9.8067;-0.0187;-0.1641;9.8052;-0.051;-0.0154;0.2759;0.0049;0.0049;0.1747;8.0;-13.5;8.5;-16.75;59.34;0.94;0.08;5.0;20.65;;;;NaN;;;;0 / 0;914;2022-11-16 22:12:43:750
-0.0575;-0.1628;9.8067;-0.0187;-0.1641;9.8052;-0.051;-0.0154;0.2759;0.0049;0.0049;0.1747;8.0;-13.5;8.5;-16.75;59.34;0.94;0.08;5.0;17.823;;;;NaN;;;;0 / 0;925;2022-11-16 22:12:43:761
-0.0575;-0.1628;9.8067;-0.0187;-0.1641;9.8052;-0.051;-0.0154;0.2759;0.0049;0.0049;0.1747;8.0;-13.5;8.5;-16.75;59.34;0.94;0.08;5.0;17.823;;;;NaN;;;;0 / 0;934;2022-11-16 22:12:43:770
-0.0575;-0.1628;9.8067;-0.0187;-0.1641;9.8052;-0.051;-0.0154;0.2759;0.0049;0.0049;0.1747;8.0;-13.5;8.5;-16.75;59.34;0.94;0.08;5.0;17.823;;;;NaN;;;;0 / 0;944;2022-11-16 22:12:43:780
-0.0575;-0.1628;9.8067;-0.0187;-0.1641;9.8052;0.0304;0.0607;0.1778;0.0049;0.0049;0.1747;8.0;-13.5;8.5;-16.75;59.34;0.94;0.08;5.0;17.823;;;;NaN;;;;0 / 0;954;2022-11-16 22:12:43:790
0.0;-0.1628;9.845;-0.0187;-0.1641;9.8052;0.0304;0.0607;0.1778;0.0;0.0;0.0;8.0;-13.5;8.5;-16.75;59.34;0.94;0.08;5.0;17.823;;;;NaN;;;;0 / 0;964;2022-11-16 22:12:43:800
0.0;-0.1628;9.845;-0.0183;-0.155;9.8054;0.0304;0.0607;0.1778;0.0;0.0;0.0;8.0;-13.5;8.5;-16.75;59.34;0.94;0.08;5.0;17.823;;;;NaN;;;;0 / 0;974;2022-11-16 22:12:43:810
0.0;-0.1628;9.845;-0.0183;-0.155;9.8054;0.0304;0.0607;0.1778;0.0;0.0;0.0;8.0;-13.37;8.06;-16.62;59.32;0.91;0.11;5.0;17.823;;;;NaN;;;;0 / 0;984;2022-11-16 22:12:43:820
0.0;-0.1628;9.845;-0.0183;-0.155;9.8054;0.0304;0.0607;0.1778;0.0;0.0;0.0;8.0;-13.37;8.06;-16.62;59.32;0.91;0.11;5.0;17.823;;;;NaN;;;;0 / 0;994;2022-11-16 22:12:43:830
0.0;-0.1628;9.845;-0.0183;-0.155;9.8054;0.0304;0.0607;0.1778;0.0;0.0;0.0;8.0;-13.37;8.06;-16.62;59.32;0.91;0.11;5.0;17.823;;;;NaN;;;;0 / 0;1004;2022-11-16 22:12:43:840
0.0;-0.1628;9.845;-0.0183;-0.155;9.8054;-0.0178;-0.0196;0.2366;0.0;0.0;0.0;8.0;-13.37;8.06;-16.62;59.32;0.91;0.11;5.0;17.823;;;;NaN;;;;0 / 0;1015;2022-11-16 22:12:43:851
-0.0192;-0.1532;9.845;-0.0183;-0.155;9.8054;-0.0178;-0.0196;0.2366;0.0;0.0;0.0;8.0;-13.37;8.06;-16.62;59.32;0.91;0.11;5.0;17.823;;;;NaN;;;;0 / 0;1025;2022-11-16 22:12:43:861
-0.0192;-0.1532;9.845;-0.0221;-0.1561;9.8053;-0.0178;-0.0196;0.2366;0.0;0.0;0.0;8.0;-13.37;8.06;-16.62;59.32;0.91;0.11;5.0;17.823;;;;NaN;;;;0 / 0;1034;2022-11-16 22:12:43:870
-0.0192;-0.1532;9.845;-0.0221;-0.1561;9.8053;-0.0178;-0.0196;0.2366;0.0;0.0;0.0;8.0;-13.37;8.06;-16.62;59.32;0.91;0.11;5.0;17.823;;;;NaN;;;;0 / 0;1044;2022-11-16 22:12:43:880
-0.0192;-0.1532;9.845;-0.0221;-0.1561;9.8053;-0.0178;-0.0196;0.2366;0.0;0.0;0.0;8.0;-13.5;8.25;-17.12;59.32;0.91;0.11;5.0;17.823;;;;NaN;;;;0 / 0;1054;2022-11-16 22:12:43:890
-0.0192;-0.1532;9.845;-0.0221;-0.1561;9.8053;-0.0178;-0.0196;0.2366;0.0;0.0;0.0;8.0;-13.5;8.25;-17.12;59.32;0.91;0.11;5.0;17.823;;;;NaN;;;;0 / 0;1064;2022-11-16 22:12:43:900
