sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (°/s);GYROSCOPE Y (°/s);GYROSCOPE Z (°/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION Z (azimuth °);ORIENTATION X (pitch °);ORIENTATION Y (roll °);PROXIMITY (m);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Altitude-google ( m);LOCATION Speed ( m/s);LOCATION Accuracy ( m);LOCATION ORIENTATION (°);Satellites in range;Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
0.0807;0.0171;9.7525;-0.16;-0.0193;9.8053;0.2286;0.0193;-0.0575;0.12;0.25;0.15;41.1;-19.56;3.94;-27.44;79.08;0.12;0.93;5.0;32.633;;;;NaN;;;;0 / 0;33;2022-11-17 13:44:58:209
0.0807;0.0171;9.7525;-0.16;-0.0193;9.8053;0.2286;0.0193;-0.0575;0.12;0.25;0.15;41.1;-19.56;3.94;-27.44;79.08;0.12;0.93;5.0;32.633;;;;NaN;;;;0 / 0;43;2022-11-17 13:44:58:219
0.0807;0.0171;9.7525;-0.1624;-0.0169;9.8052;0.2408;0.0169;-0.0672;0.12;0.25;0.15;41.1;-19.56;3.94;-27.44;79.08;0.12;0.93;5.0;32.633;;;;NaN;;;;0 / 0;52;2022-11-17 13:44:58:228
0.0807;0.0171;9.7525;-0.1624;-0.0169;9.8052;0.2408;0.0169;-0.0672;0.12;0.25;0.15;41.1;-19.56;3.94;-27.44;79.08;0.12;0.93;5.0;32.633;;;;NaN;;;;0 / 0;62;2022-11-17 13:44:58:238
0.0807;0.0171;9.7525;-0.1624;-0.0169;9.8052;0.2408;0.0169;-0.0672;0.12;0.25;0.15;41.1;-19.25;3.75;-27.31;78.51;0.1;0.95;5.0;32.633;;;;NaN;;;;0 / 0;72;2022-11-17 13:44:58:248
0.0754;0.019;9.7481;-0.1624;-0.0169;9.8052;0.2408;0.0169;-0.0672;0.09;0.22;0.15;41.1;-19.25;3.75;-27.31;78.51;0.1;0.95;5.0;32.633;;;;NaN;;;;0 / 0;82;2022-11-17 13:44:58:258
0.0754;0.019;9.7481;-0.1624;-0.0169;9.8052;0.2408;0.0169;-0.0672;0.09;0.22;0.15;41.1;-19.25;3.75;-27.31;78.51;0.1;0.95;5.0;32.633;;;;NaN;;;;0 / 0;92;2022-11-17 13:44:58:268
0.0754;0.019;9.7481;-0.1624;-0.0169;9.8052;0.2408;0.0169;-0.0672;0.09;0.22;0.15;41.1;-19.25;3.75;-27.31;78.51;0.1;0.95;5.0;32.633;;;;NaN;;;;0 / 0;103;2022-11-17 13:44:58:279
0.0754;0.019;9.7481;-0.1624;-0.0169;9.8052;0.2408;0.0169;-0.0672;0.09;0.22;0.15;41.1;-19.25;3.75;-27.31;78.51;0.1;0.95;5.0;32.633;;;;NaN;;;;0 / 0;112;2022-11-17 13:44:58:288
0.0754;0.019;9.7481;-0.1624;-0.0169;9.8052;0.2408;0.0169;-0.0672;0.09;0.22;0.15;41.1;-19.25;3.75;-27.31;78.51;0.1;0.95;5.0;32.633;;;;NaN;;;;0 / 0;122;2022-11-17 13:44:58:298
0.0754;0.019;9.7481;-0.1624;-0.0169;9.8052;0.2408;0.0169;-0.0672;0.09;0.22;0.15;41.1;-19.25;3.75;-27.31;78.51;0.1;0.95;5.0;32.633;;;;NaN;;;;0 / 0;132;2022-11-17 13:44:58:308
0.0754;0.019;9.7481;-0.1624;-0.0169;9.8052;0.2408;0.0169;-0.0672;0.09;0.22;0.15;41.1;-19.25;3.75;-27.31;78.51;0.1;0.95;5.0;32.633;;;;NaN;;;;0 / 0;143;2022-11-17 13:44:58:319
0.0754;0.019;9.7481;-0.1636;-0.015;9.8052;0.2225;0.0248;-0.077;0.09;0.22;0.15;41.1;-19.25;3.75;-27.31;78.51;0.1;0.95;5.0;32.633;;;;NaN;;;;0 / 0;152;2022-11-17 13:44:58:328
0.0754;0.019;9.7481;-0.1636;-0.015;9.8052;0.2225;0.0248;-0.077;0.09;0.22;0.15;41.1;-19.25;3.75;-27.31;78.51;0.1;0.95;5.0;32.633;;;;NaN;;;;0 / 0;162;2022-11-17 13:44:58:338
0.0754;0.019;9.7481;-0.1636;-0.015;9.8052;0.2225;0.0248;-0.077;0.09;0.22;0.15;41.1;-19.25;3.75;-27.31;78.51;0.1;0.95;5.0;32.633;;;;NaN;;;;0 / 0;172;2022-11-17 13:44:58:348
0.0754;0.019;9.7481;-0.1636;-0.015;9.8052;0.2225;0.0248;-0.077;0.09;0.22;0.15;51.1;-19.25;3.75;-27.31;78.51;0.1;0.95;5.0;32.633;;;;NaN;;;;0 / 0;183;2022-11-17 13:44:58:359
0.0754;0.019;9.7481;-0.1636;-0.015;9.8052;0.2225;0.0248;-0.077;0.09;0.22;0.15;51.1;-19.19;3.75;-27.12;78.49;0.09;0.96;5.0;32.633;;;;NaN;;;;0 / 0;192;2022-11-17 13:44:58:368
0.0754;0.019;9.7481;-0.1636;-0.015;9.8052;0.2225;0.0248;-0.077;0.09;0.22;0.15;51.1;-19.19;3.75;-27.12;78.49;0.09;0.96;5.0;32.633;;;;NaN;;;;0 / 0;203;2022-11-17 13:44:58:379
0.0861;0.0199;9.7478;-0.1636;-0.015;9.8052;0.2225;0.0248;-0.077;0.06;0.16;0.09;51.1;-19.19;3.75;-27.12;78.49;0.09;0.96;5.0;32.633;;;;NaN;;;;0 / 0;213;2022-11-17 13:44:58:389
0.0861;0.0199;9.7478;-0.1636;-0.015;9.8052;0.2225;0.0248;-0.077;0.06;0.16;0.09;51.1;-19.19;3.75;-27.12;78.49;0.09;0.96;5.0;32.633;;;;NaN;;;;0 / 0;223;2022-11-17 13:44:58:399
0.0861;0.0199;9.7478;-0.1636;-0.015;9.8052;0.2225;0.0248;-0.077;0.06;0.16;0.09;51.1;-19.19;3.75;-27.12;78.49;0.09;0.96;5.0;32.633;;;;NaN;;;;0 / 0;233;2022-11-17 13:44:58:409
0.0861;0.0199;9.7478;-0.1636;-0.015;9.8052;0.2225;0.0248;-0.077;0.06;0.16;0.09;51.1;-19.19;3.75;-27.12;78.49;0.09;0.96;5.0;32.633;;;;NaN;;;;0 / 0;242;2022-11-17 13:44:58:418
0.0861;0.0199;9.7478;-0.1655;-0.0132;9.8052;0.2342;0.0132;-0.0672;0.06;0.16;0.09;51.1;-19.19;3.75;-27.12;78.49;0.09;0.96;5.0;32.633;;;;NaN;;;;0 / 0;252;2022-11-17 13:44:58:428
0.0861;0.0199;9.7478;-0.1655;-0.0132;9.8052;0.2342;0.0132;-0.0672;0.06;0.16;0.09;51.1;-19.19;3.75;-27.12;78.49;0.09;0.96;5.0;32.633;;;;NaN;;;;0 / 0;263;2022-11-17 13:44:58:439
0.0861;0.0199;9.7478;-0.1655;-0.0132;9.8052;0.2342;0.0132;-0.0672;0.06;0.16;0.09;51.1;-19.19;3.75;-27.12;78.49;0.09;0.96;5.0;32.633;;;;NaN;;;;0 / 0;273;2022-11-17 13:44:58:449
0.0861;0.0199;9.7478;-0.1655;-0.0132;9.8052;0.2342;0.0132;-0.0672;0.06;0.16;0.09;51.1;-19.19;3.75;-27.12;78.49;0.09;0.96;5.0;32.633;;;;NaN;;;;0 / 0;282;2022-11-17 13:44:58:458
0.0861;0.0199;9.7478;-0.1655;-0.0132;9.8052;0.2342;0.0132;-0.0672;0.06;0.16;0.09;51.1;-19.19;3.75;-27.12;78.49;0.09;0.96;5.0;32.633;;;;NaN;;;;0 / 0;292;2022-11-17 13:44:58:468
0.0861;0.0199;9.7478;-0.1655;-0.0132;9.8052;0.2342;0.0132;-0.0672;0.06;0.16;0.09;51.1;-19.19;3.75;-27.12;78.49;0.09;0.96;5.0;32.633;;;;NaN;;;;0 / 0;302;2022-11-17 13:44:58:478
0.0861;0.0199;9.7478;-0.1655;-0.0132;9.8052;0.2342;0.0132;-0.0672;0.06;0.16;0.09;51.1;-19.62;4.31;-27.37;79.03;0.08;0.97;5.0;32.633;;;;NaN;;;;0 / 0;313;2022-11-17 13:44:58:489
0.0861;0.0199;9.7478;-0.1655;-0.0132;9.8052;0.2342;0.0132;-0.0672;0.06;0.16;0.09;51.1;-19.62;4.31;-27.37;79.03;0.08;0.97;5.0;32.633;;;;NaN;;;;0 / 0;322;2022-11-17 13:44:58:498
0.0861;0.0199;9.7478;-0.1655;-0.0132;9.8052;0.2342;0.0132;-0.0672;0.06;0.16;0.09;51.1;-19.62;4.31;-27.37;79.03;0.08;0.97;5.0;31.612;;;;NaN;;;;0 / 0;332;2022-11-17 13:44:58:508
0.0624;0.0128;9.7543;-0.1655;-0.0132;9.8052;0.2342;0.0132;-0.0672;0.12;0.22;0.12;51.1;-19.62;4.31;-27.37;79.03;0.08;0.97;5.0;31.612;;;;NaN;;;;0 / 0;342;2022-11-17 13:44:58:518
0.0624;0.0128;9.7543;-0.1676;-0.0114;9.8052;0.2264;0.0114;-0.0672;0.12;0.22;0.12;51.1;-19.62;4.31;-27.37;79.03;0.08;0.97;5.0;31.612;;;;NaN;;;;0 / 0;352;2022-11-17 13:44:58:528
0.0624;0.0128;9.7543;-0.1676;-0.0114;9.8052;0.2264;0.0114;-0.0672;0.12;0.22;0.12;51.1;-19.62;4.31;-27.37;79.03;0.08;0.97;5.0;31.612;;;;NaN;;;;0 / 0;362;2022-11-17 13:44:58:538
0.0624;0.0128;9.7543;-0.1676;-0.0114;9.8052;0.2264;0.0114;-0.0672;0.12;0.22;0.12;51.1;-19.62;4.31;-27.37;79.03;0.08;0.97;5.0;31.612;;;;NaN;;;;0 / 0;372;2022-11-17 13:44:58:548
0.0624;0.0128;9.7543;-0.1676;-0.0114;9.8052;0.2264;0.0114;-0.0672;0.12;0.22;0.12;51.1;-19.62;4.31;-27.37;79.03;0.08;0.97;5.0;31.612;;;;NaN;;;;0 / 0;382;2022-11-17 13:44:58:558
0.0624;0.0128;9.7543;-0.1676;-0.0114;9.8052;0.2264;0.0114;-0.0672;0.12;0.22;0.12;51.1;-19.62;4.31;-27.37;79.03;0.08;0.97;5.0;31.612;;;;NaN;;;;0 / 0;393;2022-11-17 13:44:58:569
0.0624;0.0128;9.7543;-0.1676;-0.0114;9.8052;0.2264;0.0114;-0.0672;0.12;0.22;0.12;51.1;-19.62;4.31;-27.37;79.03;0.08;0.97;5.0;31.612;;;;NaN;;;;0 / 0;402;2022-11-17 13:44:58:578
0.0624;0.0128;9.7543;-0.1676;-0.0114;9.8052;0.2264;0.0114;-0.0672;0.12;0.22;0.12;51.1;-19.62;4.31;-27.37;79.03;0.08;0.97;5.0;31.612;;;;NaN;;;;0 / 0;412;2022-11-17 13:44:58:588
0.0624;0.0128;9.7543;-0.1676;-0.0114;9.8052;0.2264;0.0114;-0.0672;0.12;0.22;0.12;51.1;-19.62;4.31;-27.37;79.03;0.08;0.97;5.0;31.612;;;;NaN;;;;0 / 0;422;2022-11-17 13:44:58:598
0.0624;0.0128;9.7543;-0.1676;-0.0114;9.8052;0.2264;0.0114;-0.0672;0.12;0.22;0.12;51.1;-19.62;4.13;-27.75;79.03;0.07;0.98;5.0;31.612;;;;NaN;;;;0 / 0;432;2022-11-17 13:44:58:608
0.0624;0.0128;9.7543;-0.1676;-0.0114;9.8052;0.2264;0.0114;-0.0672;0.12;0.22;0.12;51.1;-19.62;4.13;-27.75;79.03;0.07;0.98;5.0;31.612;;;;NaN;;;;0 / 0;442;2022-11-17 13:44:58:618
0.0624;0.0128;9.7543;-0.1698;-0.009;9.8051;0.2286;0.009;-0.0671;0.12;0.22;0.12;51.1;-19.62;4.13;-27.75;79.03;0.07;0.98;5.0;31.612;;;;NaN;;;;0 / 0;452;2022-11-17 13:44:58:628
0.0624;0.0128;9.7543;-0.1698;-0.009;9.8051;0.2286;0.009;-0.0671;0.12;0.22;0.12;51.1;-19.62;4.13;-27.75;79.03;0.07;0.98;5.0;31.612;;;;NaN;;;;0 / 0;463;2022-11-17 13:44:58:639
0.0999;0.0134;9.7449;-0.1698;-0.009;9.8051;0.2286;0.009;-0.0671;0.12;0.22;0.12;51.1;-19.62;4.13;-27.75;79.03;0.07;0.98;5.0;31.612;;;;NaN;;;;0 / 0;472;2022-11-17 13:44:58:648
0.0999;0.0134;9.7449;-0.1698;-0.009;9.8051;0.2286;0.009;-0.0671;0.18;0.22;0.09;51.1;-19.62;4.13;-27.75;79.03;0.07;0.98;5.0;31.612;;;;NaN;;;;0 / 0;482;2022-11-17 13:44:58:658
0.0999;0.0134;9.7449;-0.1698;-0.009;9.8051;0.2286;0.009;-0.0671;0.18;0.22;0.09;51.1;-19.62;4.13;-27.75;79.03;0.07;0.98;5.0;31.612;;;;NaN;;;;0 / 0;492;2022-11-17 13:44:58:668
0.0999;0.0134;9.7449;-0.1698;-0.009;9.8051;0.2286;0.009;-0.0671;0.18;0.22;0.09;51.1;-19.62;4.13;-27.75;79.03;0.07;0.98;5.0;31.612;;;;NaN;;;;0 / 0;503;2022-11-17 13:44:58:679
0.0999;0.0134;9.7449;-0.1698;-0.009;9.8051;0.2286;0.009;-0.0671;0.18;0.22;0.09;51.1;-19.62;4.13;-27.75;79.03;0.07;0.98;5.0;31.612;;;;NaN;;;;0 / 0;513;2022-11-17 13:44:58:689
0.0999;0.0134;9.7449;-0.1698;-0.009;9.8051;0.2286;0.009;-0.0671;0.18;0.22;0.09;51.1;-19.62;4.13;-27.75;79.03;0.07;0.98;5.0;31.612;;;;NaN;;;;0 / 0;522;2022-11-17 13:44:58:698
0.0999;0.0134;9.7449;-0.1698;-0.009;9.8051;0.2286;0.009;-0.0671;0.18;0.22;0.09;51.9;-19.62;4.13;-27.75;79.03;0.07;0.98;5.0;31.612;;;;NaN;;;;0 / 0;532;2022-11-17 13:44:58:708
0.0999;0.0134;9.7449;-0.1698;-0.009;9.8051;0.2286;0.009;-0.0671;0.18;0.22;0.09;51.9;-19.62;4.13;-27.75;79.03;0.07;0.98;5.0;31.612;;;;NaN;;;;0 / 0;542;2022-11-17 13:44:58:718
0.0999;0.0134;9.7449;-0.1689;-0.0047;9.8051;0.2376;0.0047;-0.0769;0.18;0.22;0.09;51.9;-19.0;3.94;-27.31;78.46;0.05;0.99;5.0;31.612;;;;NaN;;;;0 / 0;552;2022-11-17 13:44:58:728
0.0999;0.0134;9.7449;-0.1689;-0.0047;9.8051;0.2376;0.0047;-0.0769;0.18;0.22;0.09;51.9;-19.0;3.94;-27.31;78.46;0.05;0.99;5.0;31.612;;;;NaN;;;;0 / 0;562;2022-11-17 13:44:58:738
0.0999;0.0134;9.7449;-0.1689;-0.0047;9.8051;0.2376;0.0047;-0.0769;0.18;0.22;0.09;51.9;-19.0;3.94;-27.31;78.46;0.05;0.99;5.0;31.612;;;;NaN;;;;0 / 0;573;2022-11-17 13:44:58:749
0.0999;0.0134;9.7449;-0.1689;-0.0047;9.8051;0.2376;0.0047;-0.0769;0.18;0.22;0.09;51.9;-19.0;3.94;-27.31;78.46;0.05;0.99;5.0;31.612;;;;NaN;;;;0 / 0;583;2022-11-17 13:44:58:759
0.0999;0.0134;9.7449;-0.1689;-0.0047;9.8051;0.2376;0.0047;-0.0769;0.18;0.22;0.09;51.9;-19.0;3.94;-27.31;78.46;0.05;0.99;5.0;31.612;;;;NaN;;;;0 / 0;592;2022-11-17 13:44:58:768
0.0999;0.0134;9.7449;-0.1689;-0.0047;9.8051;0.2376;0.0047;-0.0769;0.18;0.22;0.09;51.9;-19.0;3.94;-27.31;78.46;0.05;0.99;5.0;31.612;;;;NaN;;;;0 / 0;602;2022-11-17 13:44:58:778
0.0854;0.0106;9.744;-0.1689;-0.0047;9.8051;0.2376;0.0047;-0.0769;-0.25;-0.54;0.12;51.9;-19.0;3.94;-27.31;78.46;0.05;0.99;5.0;31.612;;;;NaN;;;;0 / 0;613;2022-11-17 13:44:58:789
0.0854;0.0106;9.744;-0.1689;-0.0047;9.8051;0.2376;0.0047;-0.0769;-0.25;-0.54;0.12;51.9;-19.0;3.94;-27.31;78.46;0.05;0.99;5.0;31.612;;;;NaN;;;;0 / 0;623;2022-11-17 13:44:58:799
0.0854;0.0106;9.744;-0.1689;-0.0047;9.8051;0.2376;0.0047;-0.0769;-0.25;-0.54;0.12;51.9;-19.0;3.94;-27.31;78.46;0.05;0.99;5.0;31.612;;;;NaN;;;;0 / 0;633;2022-11-17 13:44:58:809
0.0854;0.0106;9.744;-0.1689;-0.0047;9.8051;0.2376;0.0047;-0.0769;-0.25;-0.54;0.12;51.9;-19.0;3.94;-27.31;78.46;0.05;0.99;5.0;31.612;;;;NaN;;;;0 / 0;643;2022-11-17 13:44:58:819
0.0854;0.0106;9.744;-0.1677;-8.0E-4;9.8052;0.2265;8.0E-4;-0.0966;-0.25;-0.54;0.12;51.9;-19.0;3.94;-27.31;78.46;0.05;0.99;5.0;31.611;;;;NaN;;;;0 / 0;652;2022-11-17 13:44:58:828
0.0854;0.0106;9.744;-0.1677;-8.0E-4;9.8052;0.2265;8.0E-4;-0.0966;-0.25;-0.54;0.12;51.9;-19.0;3.94;-27.31;78.46;0.05;0.99;5.0;31.611;;;;NaN;;;;0 / 0;662;2022-11-17 13:44:58:838
0.0854;0.0106;9.744;-0.1677;-8.0E-4;9.8052;0.2265;8.0E-4;-0.0966;-0.25;-0.54;0.12;51.9;-18.87;4.13;-27.19;78.39;0.0;0.98;5.0;31.611;;;;NaN;;;;0 / 0;672;2022-11-17 13:44:58:848
0.0854;0.0106;9.744;-0.1677;-8.0E-4;9.8052;0.2265;8.0E-4;-0.0966;-0.25;-0.54;0.12;51.9;-18.87;4.13;-27.19;78.39;0.0;0.98;5.0;31.611;;;;NaN;;;;0 / 0;682;2022-11-17 13:44:58:858
0.0854;0.0106;9.744;-0.1677;-8.0E-4;9.8052;0.2265;8.0E-4;-0.0966;-0.25;-0.54;0.12;51.9;-18.87;4.13;-27.19;78.39;0.0;0.98;5.0;31.611;;;;NaN;;;;0 / 0;692;2022-11-17 13:44:58:868
0.0854;0.0106;9.744;-0.1677;-8.0E-4;9.8052;0.2265;8.0E-4;-0.0966;-0.25;-0.54;0.12;51.9;-18.87;4.13;-27.19;78.39;0.0;0.98;5.0;31.611;;;;NaN;;;;0 / 0;702;2022-11-17 13:44:58:878
0.0854;0.0106;9.744;-0.1677;-8.0E-4;9.8052;0.2265;8.0E-4;-0.0966;-0.25;-0.54;0.12;51.9;-18.87;4.13;-27.19;78.39;0.0;0.98;5.0;31.611;;;;NaN;;;;0 / 0;712;2022-11-17 13:44:58:888
0.0854;0.0106;9.744;-0.1677;-8.0E-4;9.8052;0.2265;8.0E-4;-0.0966;-0.25;-0.54;0.12;51.9;-18.87;4.13;-27.19;78.39;0.0;0.98;5.0;31.611;;;;NaN;;;;0 / 0;723;2022-11-17 13:44:58:899
0.0854;0.0106;9.744;-0.1677;-8.0E-4;9.8052;0.2265;8.0E-4;-0.0966;-0.25;-0.54;0.12;51.9;-18.87;4.13;-27.19;78.39;0.0;0.98;5.0;31.611;;;;NaN;;;;0 / 0;732;2022-11-17 13:44:58:908
0.0768;0.0292;9.7483;-0.1677;-8.0E-4;9.8052;0.2265;8.0E-4;-0.0966;0.09;0.16;0.12;51.9;-18.87;4.13;-27.19;78.39;0.0;0.98;5.0;31.611;;;;NaN;;;;0 / 0;742;2022-11-17 13:44:58:918
0.0768;0.0292;9.7483;-0.1653;0.0022;9.8052;0.2437;0.0174;-0.0574;0.09;0.16;0.12;51.9;-18.87;4.13;-27.19;78.39;0.0;0.98;5.0;31.611;;;;NaN;;;;0 / 0;752;2022-11-17 13:44:58:928
0.0768;0.0292;9.7483;-0.1653;0.0022;9.8052;0.2437;0.0174;-0.0574;0.09;0.16;0.12;51.9;-18.87;4.13;-27.19;78.39;0.0;0.98;5.0;31.611;;;;NaN;;;;0 / 0;762;2022-11-17 13:44:58:938
0.0768;0.0292;9.7483;-0.1653;0.0022;9.8052;0.2437;0.0174;-0.0574;0.09;0.16;0.12;51.9;-18.87;4.13;-27.19;78.39;0.0;0.98;5.0;31.611;;;;NaN;;;;0 / 0;773;2022-11-17 13:44:58:949
0.0768;0.0292;9.7483;-0.1653;0.0022;9.8052;0.2437;0.0174;-0.0574;0.09;0.16;0.12;51.9;-18.87;4.13;-27.19;78.39;0.0;0.98;5.0;31.611;;;;NaN;;;;0 / 0;783;2022-11-17 13:44:58:959
0.0768;0.0292;9.7483;-0.1653;0.0022;9.8052;0.2437;0.0174;-0.0574;0.09;0.16;0.12;51.9;-19.56;4.0;-27.44;78.92;-0.01;0.97;5.0;31.611;;;;NaN;;;;0 / 0;792;2022-11-17 13:44:58:968
0.0768;0.0292;9.7483;-0.1653;0.0022;9.8052;0.2437;0.0174;-0.0574;0.09;0.16;0.12;51.9;-19.56;4.0;-27.44;78.92;-0.01;0.97;5.0;31.611;;;;NaN;;;;0 / 0;802;2022-11-17 13:44:58:978
0.0768;0.0292;9.7483;-0.1653;0.0022;9.8052;0.2437;0.0174;-0.0574;0.09;0.16;0.12;51.9;-19.56;4.0;-27.44;78.92;-0.01;0.97;5.0;31.611;;;;NaN;;;;0 / 0;812;2022-11-17 13:44:58:988
0.0768;0.0292;9.7483;-0.1653;0.0022;9.8052;0.2437;0.0174;-0.0574;0.09;0.16;0.12;51.9;-19.56;4.0;-27.44;78.92;-0.01;0.97;5.0;31.611;;;;NaN;;;;0 / 0;823;2022-11-17 13:44:58:999
0.0768;0.0292;9.7483;-0.1653;0.0022;9.8052;0.2437;0.0174;-0.0574;0.09;0.16;0.12;51.9;-19.56;4.0;-27.44;78.92;-0.01;0.97;5.0;31.611;;;;NaN;;;;0 / 0;833;2022-11-17 13:44:59:009
0.0768;0.0292;9.7483;-0.1653;0.0022;9.8052;0.2437;0.0174;-0.0574;0.09;0.16;0.12;51.9;-19.56;4.0;-27.44;78.92;-0.01;0.97;5.0;31.611;;;;NaN;;;;0 / 0;842;2022-11-17 13:44:59:018
0.0768;0.0292;9.7483;-0.1653;0.0049;9.8052;0.2339;-0.0049;-0.077;0.09;0.16;0.12;51.9;-19.56;4.0;-27.44;78.92;-0.01;0.97;5.0;31.611;;;;NaN;;;;0 / 0;852;2022-11-17 13:44:59:028
0.0768;0.0292;9.7483;-0.1653;0.0049;9.8052;0.2339;-0.0049;-0.077;0.09;0.16;0.12;51.9;-19.56;4.0;-27.44;78.92;-0.01;0.97;5.0;31.611;;;;NaN;;;;0 / 0;862;2022-11-17 13:44:59:038
0.0804;0.0092;9.744;-0.1653;0.0049;9.8052;0.2339;-0.0049;-0.077;0.06;0.19;0.09;51.9;-19.56;4.0;-27.44;78.92;-0.01;0.97;5.0;31.611;;;;NaN;;;;0 / 0;873;2022-11-17 13:44:59:049
0.0804;0.0092;9.744;-0.1653;0.0049;9.8052;0.2339;-0.0049;-0.077;0.06;0.19;0.09;52.7;-19.56;4.0;-27.44;78.92;-0.01;0.97;5.0;31.611;;;;NaN;;;;0 / 0;883;2022-11-17 13:44:59:059
0.0804;0.0092;9.744;-0.1653;0.0049;9.8052;0.2339;-0.0049;-0.077;0.06;0.19;0.09;52.7;-19.56;4.0;-27.44;78.92;-0.01;0.97;5.0;31.611;;;;NaN;;;;0 / 0;892;2022-11-17 13:44:59:068
0.0804;0.0092;9.744;-0.1653;0.0049;9.8052;0.2339;-0.0049;-0.077;0.06;0.19;0.09;52.7;-19.56;4.0;-27.44;78.92;-0.01;0.97;5.0;31.611;;;;NaN;;;;0 / 0;902;2022-11-17 13:44:59:078
0.0804;0.0092;9.744;-0.1653;0.0049;9.8052;0.2339;-0.0049;-0.077;0.06;0.19;0.09;52.7;-19.25;4.13;-27.31;78.34;-0.03;0.97;5.0;31.611;;;;NaN;;;;0 / 0;912;2022-11-17 13:44:59:088
0.0804;0.0092;9.744;-0.1653;0.0049;9.8052;0.2339;-0.0049;-0.077;0.06;0.19;0.09;52.7;-19.25;4.13;-27.31;78.34;-0.03;0.97;5.0;31.611;;;;NaN;;;;0 / 0;923;2022-11-17 13:44:59:099
0.0804;0.0092;9.744;-0.1653;0.0049;9.8052;0.2339;-0.0049;-0.077;0.06;0.19;0.09;52.7;-19.25;4.13;-27.31;78.34;-0.03;0.97;5.0;31.611;;;;NaN;;;;0 / 0;932;2022-11-17 13:44:59:108
0.0804;0.0092;9.744;-0.1653;0.0049;9.8052;0.2339;-0.0049;-0.077;0.06;0.19;0.09;52.7;-19.25;4.13;-27.31;78.34;-0.03;0.97;5.0;31.611;;;;NaN;;;;0 / 0;943;2022-11-17 13:44:59:119
0.0804;0.0092;9.744;-0.1635;0.0068;9.8052;0.2321;0.003;-0.077;0.06;0.19;0.09;52.7;-19.25;4.13;-27.31;78.34;-0.03;0.97;5.0;31.611;;;;NaN;;;;0 / 0;952;2022-11-17 13:44:59:128
0.0804;0.0092;9.744;-0.1635;0.0068;9.8052;0.2321;0.003;-0.077;0.06;0.19;0.09;52.7;-19.25;4.13;-27.31;78.34;-0.03;0.97;5.0;31.611;;;;NaN;;;;0 / 0;963;2022-11-17 13:44:59:139
0.0804;0.0092;9.744;-0.1635;0.0068;9.8052;0.2321;0.003;-0.077;0.06;0.19;0.09;52.7;-19.25;4.13;-27.31;78.34;-0.03;0.97;5.0;32.982;;;;NaN;;;;0 / 0;973;2022-11-17 13:44:59:149
0.0804;0.0092;9.744;-0.1635;0.0068;9.8052;0.2321;0.003;-0.077;0.06;0.19;0.09;52.7;-19.25;4.13;-27.31;78.34;-0.03;0.97;5.0;32.982;;;;NaN;;;;0 / 0;983;2022-11-17 13:44:59:159
0.0804;0.0092;9.744;-0.1635;0.0068;9.8052;0.2321;0.003;-0.077;0.06;0.19;0.09;52.7;-19.25;4.13;-27.31;78.34;-0.03;0.97;5.0;32.982;;;;NaN;;;;0 / 0;992;2022-11-17 13:44:59:168
0.092;0.0179;9.7393;-0.1635;0.0068;9.8052;0.2321;0.003;-0.077;0.12;0.22;0.15;52.7;-19.25;4.13;-27.31;78.34;-0.03;0.97;5.0;32.982;;;;NaN;;;;0 / 0;1002;2022-11-17 13:44:59:178
0.092;0.0179;9.7393;-0.1635;0.0068;9.8052;0.2321;0.003;-0.077;0.12;0.22;0.15;52.7;-19.25;4.13;-27.31;78.34;-0.03;0.97;5.0;32.982;;;;NaN;;;;0 / 0;1012;2022-11-17 13:44:59:188
0.092;0.0179;9.7393;-0.1635;0.0068;9.8052;0.2321;0.003;-0.077;0.12;0.22;0.15;52.7;-19.25;4.13;-27.31;78.34;-0.03;0.97;5.0;32.982;;;;NaN;;;;0 / 0;1023;2022-11-17 13:44:59:199
0.092;0.0179;9.7393;-0.1635;0.0068;9.8052;0.2321;0.003;-0.077;0.12;0.22;0.15;52.7;-19.56;4.38;-27.31;78.88;-0.04;0.96;5.0;32.982;;;;NaN;;;;0 / 0;1032;2022-11-17 13:44:59:208
0.092;0.0179;9.7393;-0.1635;0.0068;9.8052;0.2321;0.003;-0.077;0.12;0.22;0.15;52.7;-19.56;4.38;-27.31;78.88;-0.04;0.96;5.0;32.982;;;;NaN;;;;0 / 0;1043;2022-11-17 13:44:59:219
0.092;0.0179;9.7393;-0.1627;0.0091;9.8052;0.2216;-0.0091;-0.0672;0.12;0.22;0.15;52.7;-19.56;4.38;-27.31;78.88;-0.04;0.96;5.0;32.982;;;;NaN;;;;0 / 0;1054;2022-11-17 13:44:59:230
