sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (°/s);GYROSCOPE Y (°/s);GYROSCOPE Z (°/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION Z (azimuth °);ORIENTATION X (pitch °);ORIENTATION Y (roll °);PROXIMITY (m);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Altitude-google ( m);LOCATION Speed ( m/s);LOCATION Accuracy ( m);LOCATION ORIENTATION (°);Satellites in range;Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
-0.3661;0.6706;9.4337;-0.293;0.6563;9.7802;-0.1579;-0.0827;-0.0235;-0.19;-4.68;1.14;237.5;21.75;-1.0;-25.81;272.29;-3.98;1.67;5.0;40.495;;;;NaN;;;;0 / 0;121;2022-11-17 14:19:05:031
-0.3661;0.6706;9.4337;-0.2593;0.6097;9.7842;-0.1579;-0.0827;-0.0235;-0.19;-4.68;1.14;237.5;21.75;-1.0;-25.81;272.29;-3.98;1.67;5.0;40.495;;;;NaN;;;;0 / 0;131;2022-11-17 14:19:05:041
-0.3661;0.6706;9.4337;-0.2593;0.6097;9.7842;-0.1579;-0.0827;-0.0235;-0.19;-4.68;1.14;237.5;21.75;-1.0;-25.81;272.29;-3.98;1.67;5.0;40.495;;;;NaN;;;;0 / 0;141;2022-11-17 14:19:05:051
-0.3416;0.6541;9.6973;-0.2593;0.6097;9.7842;-0.0767;0.0426;-0.0956;-0.01;-0.5;0.41;237.5;22.13;-1.62;-25.5;268.91;-3.56;1.52;5.0;40.495;;;;NaN;;;;0 / 0;159;2022-11-17 14:19:05:069
-0.3416;0.6541;9.6973;-0.2593;0.6097;9.7842;-0.0767;0.0426;-0.0956;-0.01;-0.5;0.41;237.5;22.13;-1.62;-25.5;268.91;-3.56;1.52;5.0;40.495;;;;NaN;;;;0 / 0;162;2022-11-17 14:19:05:072
-0.3416;0.6541;9.6973;-0.2593;0.6097;9.7842;-0.0767;0.0426;-0.0956;-0.01;-0.5;0.41;237.5;22.13;-1.62;-25.5;268.91;-3.56;1.52;5.0;40.495;;;;NaN;;;;0 / 0;172;2022-11-17 14:19:05:082
-0.3416;0.6541;9.6973;-0.2593;0.6097;9.7842;-0.0767;0.0426;-0.0956;-0.01;-0.5;0.41;237.5;22.13;-1.62;-25.5;268.91;-3.56;1.52;5.0;40.495;;;;NaN;;;;0 / 0;182;2022-11-17 14:19:05:092
-0.3416;0.6541;9.6973;-0.2593;0.6097;9.7842;-0.0767;0.0426;-0.0956;-0.01;-0.5;0.41;237.5;22.13;-1.62;-25.5;268.91;-3.56;1.52;5.0;40.495;;;;NaN;;;;0 / 0;192;2022-11-17 14:19:05:102
-0.3416;0.6541;9.6973;-0.2593;0.6097;9.7842;-0.0767;0.0426;-0.0956;-0.01;-0.5;0.41;237.5;22.13;-1.62;-25.5;268.91;-3.56;1.52;5.0;40.495;;;;NaN;;;;0 / 0;201;2022-11-17 14:19:05:111
-0.3416;0.6541;9.6973;-0.2593;0.6097;9.7842;-0.0767;0.0426;-0.0956;-0.01;-0.5;0.41;236.1;22.13;-1.62;-25.5;268.91;-3.56;1.52;5.0;40.495;;;;NaN;;;;0 / 0;217;2022-11-17 14:19:05:127
-0.3416;0.6541;9.6973;-0.2593;0.6097;9.7842;-0.0767;0.0426;-0.0956;-0.01;-0.5;0.41;236.1;22.13;-1.62;-25.5;268.91;-3.56;1.52;5.0;40.495;;;;NaN;;;;0 / 0;222;2022-11-17 14:19:05:132
-0.3416;0.6541;9.6973;-0.2337;0.5841;9.7864;-0.0767;0.0426;-0.0956;-0.01;-0.5;0.41;236.1;22.13;-1.62;-25.5;268.91;-3.56;1.52;5.0;40.495;;;;NaN;;;;0 / 0;231;2022-11-17 14:19:05:141
-0.3416;0.6541;9.6973;-0.2337;0.5841;9.7864;-0.0767;0.0426;-0.0956;-0.01;-0.5;0.41;236.1;22.13;-1.62;-25.5;268.91;-3.56;1.52;5.0;40.495;;;;NaN;;;;0 / 0;242;2022-11-17 14:19:05:152
-0.3416;0.6541;9.6973;-0.2337;0.5841;9.7864;-0.0767;0.0426;-0.0956;-0.01;-0.5;0.41;236.1;22.13;-1.62;-25.5;268.91;-3.56;1.52;5.0;40.495;;;;NaN;;;;0 / 0;252;2022-11-17 14:19:05:162
-0.3416;0.6541;9.6973;-0.2337;0.5841;9.7864;-0.0767;0.0426;-0.0956;-0.01;-0.5;0.41;236.1;22.13;-1.62;-25.5;268.91;-3.56;1.52;5.0;40.495;;;;NaN;;;;0 / 0;261;2022-11-17 14:19:05:171
-0.3416;0.6541;9.6973;-0.2337;0.5841;9.7864;-0.1498;-0.135;-0.1172;-0.01;-0.5;0.41;236.1;21.56;-1.31;-25.81;268.91;-3.56;1.52;5.0;40.495;;;;NaN;;;;0 / 0;272;2022-11-17 14:19:05:182
-0.4003;0.4435;9.5052;-0.2337;0.5841;9.7864;-0.1498;-0.135;-0.1172;0.57;-1.72;0.13;236.1;21.56;-1.31;-25.81;268.91;-3.56;1.52;5.0;40.495;;;;NaN;;;;0 / 0;282;2022-11-17 14:19:05:192
-0.4003;0.4435;9.5052;-0.2337;0.5841;9.7864;-0.1498;-0.135;-0.1172;0.57;-1.72;0.13;236.1;21.56;-1.31;-25.81;268.91;-3.56;1.52;5.0;40.495;;;;NaN;;;;0 / 0;292;2022-11-17 14:19:05:202
-0.4003;0.4435;9.5052;-0.2337;0.5841;9.7864;-0.1498;-0.135;-0.1172;0.57;-1.72;0.13;236.1;21.56;-1.31;-25.81;268.91;-3.56;1.52;5.0;40.495;;;;NaN;;;;0 / 0;301;2022-11-17 14:19:05:211
-0.4003;0.4435;9.5052;-0.2337;0.5841;9.7864;-0.1498;-0.135;-0.1172;0.57;-1.72;0.13;236.1;21.56;-1.31;-25.81;268.91;-3.56;1.52;5.0;40.495;;;;NaN;;;;0 / 0;311;2022-11-17 14:19:05:221
-0.4003;0.4435;9.5052;-0.2337;0.5841;9.7864;-0.1498;-0.135;-0.1172;0.57;-1.72;0.13;236.1;21.56;-1.31;-25.81;268.91;-3.56;1.52;5.0;40.495;;;;NaN;;;;0 / 0;321;2022-11-17 14:19:05:231
-0.4003;0.4435;9.5052;-0.2091;0.5648;9.7881;-0.1498;-0.135;-0.1172;0.57;-1.72;0.13;236.1;21.56;-1.31;-25.81;268.91;-3.56;1.52;5.0;40.495;;;;NaN;;;;0 / 0;333;2022-11-17 14:19:05:243
-0.4003;0.4435;9.5052;-0.2091;0.5648;9.7881;-0.1498;-0.135;-0.1172;0.57;-1.72;0.13;236.1;21.56;-1.31;-25.81;268.91;-3.56;1.52;5.0;40.495;;;;NaN;;;;0 / 0;342;2022-11-17 14:19:05:252
-0.4003;0.4435;9.5052;-0.2091;0.5648;9.7881;-0.1498;-0.135;-0.1172;0.57;-1.72;0.13;236.1;21.56;-1.31;-25.81;268.91;-3.56;1.52;5.0;40.495;;;;NaN;;;;0 / 0;351;2022-11-17 14:19:05:261
-0.4003;0.4435;9.5052;-0.2091;0.5648;9.7881;-0.1498;-0.135;-0.1172;0.57;-1.72;0.13;236.1;21.56;-1.31;-25.81;268.91;-3.56;1.52;5.0;40.495;;;;NaN;;;;0 / 0;362;2022-11-17 14:19:05:272
-0.4003;0.4435;9.5052;-0.2091;0.5648;9.7881;-0.1133;-0.0394;-0.0125;0.57;-1.72;0.13;236.1;21.56;-1.31;-25.81;268.91;-3.56;1.52;5.0;40.495;;;;NaN;;;;0 / 0;371;2022-11-17 14:19:05:281
-0.4003;0.4435;9.5052;-0.2091;0.5648;9.7881;-0.1133;-0.0394;-0.0125;0.57;-1.72;0.13;236.1;21.56;-1.31;-25.81;268.91;-3.56;1.52;5.0;40.914;;;;NaN;;;;0 / 0;381;2022-11-17 14:19:05:291
-0.4003;0.4435;9.5052;-0.2091;0.5648;9.7881;-0.1133;-0.0394;-0.0125;0.57;-1.72;0.13;236.1;21.19;-1.75;-25.81;268.67;-3.3;1.22;5.0;40.914;;;;NaN;;;;0 / 0;391;2022-11-17 14:19:05:301
-0.4003;0.4435;9.5052;-0.2091;0.5648;9.7881;-0.1133;-0.0394;-0.0125;0.57;-1.72;0.13;236.1;21.19;-1.75;-25.81;268.67;-3.3;1.22;5.0;40.914;;;;NaN;;;;0 / 0;401;2022-11-17 14:19:05:311
-0.4003;0.4435;9.5052;-0.2091;0.5648;9.7881;-0.1133;-0.0394;-0.0125;0.57;-1.72;0.13;236.1;21.19;-1.75;-25.81;268.67;-3.3;1.22;5.0;40.914;;;;NaN;;;;0 / 0;411;2022-11-17 14:19:05:321
-0.4243;0.4374;9.7048;-0.2091;0.5648;9.7881;-0.1133;-0.0394;-0.0125;-0.04;-0.25;1.05;236.1;21.19;-1.75;-25.81;268.67;-3.3;1.22;5.0;40.914;;;;NaN;;;;0 / 0;421;2022-11-17 14:19:05:331
-0.4243;0.4374;9.7048;-0.1941;0.5497;9.7893;-0.1133;-0.0394;-0.0125;-0.04;-0.25;1.05;236.1;21.19;-1.75;-25.81;268.67;-3.3;1.22;5.0;40.914;;;;NaN;;;;0 / 0;431;2022-11-17 14:19:05:341
-0.4243;0.4374;9.7048;-0.1941;0.5497;9.7893;-0.1133;-0.0394;-0.0125;-0.04;-0.25;1.05;236.1;21.19;-1.75;-25.81;268.67;-3.3;1.22;5.0;40.914;;;;NaN;;;;0 / 0;442;2022-11-17 14:19:05:352
-0.4243;0.4374;9.7048;-0.1941;0.5497;9.7893;-0.1133;-0.0394;-0.0125;-0.04;-0.25;1.05;236.1;21.19;-1.75;-25.81;268.67;-3.3;1.22;5.0;40.914;;;;NaN;;;;0 / 0;452;2022-11-17 14:19:05:362
-0.4243;0.4374;9.7048;-0.1941;0.5497;9.7893;-0.1133;-0.0394;-0.0125;-0.04;-0.25;1.05;236.1;21.19;-1.75;-25.81;268.67;-3.3;1.22;5.0;40.914;;;;NaN;;;;0 / 0;462;2022-11-17 14:19:05:372
-0.4243;0.4374;9.7048;-0.1941;0.5497;9.7893;-0.1102;-0.064;-0.0617;-0.04;-0.25;1.05;236.1;21.19;-1.75;-25.81;268.67;-3.3;1.22;5.0;40.914;;;;NaN;;;;0 / 0;471;2022-11-17 14:19:05:381
-0.4243;0.4374;9.7048;-0.1941;0.5497;9.7893;-0.1102;-0.064;-0.0617;-0.04;-0.25;1.05;236.1;21.19;-1.75;-25.81;268.67;-3.3;1.22;5.0;40.914;;;;NaN;;;;0 / 0;482;2022-11-17 14:19:05:392
-0.4243;0.4374;9.7048;-0.1941;0.5497;9.7893;-0.1102;-0.064;-0.0617;-0.04;-0.25;1.05;236.1;21.19;-1.75;-25.81;268.67;-3.3;1.22;5.0;40.914;;;;NaN;;;;0 / 0;491;2022-11-17 14:19:05:401
-0.4243;0.4374;9.7048;-0.1941;0.5497;9.7893;-0.1102;-0.064;-0.0617;-0.04;-0.25;1.05;236.1;21.19;-1.75;-25.81;268.67;-3.3;1.22;5.0;40.914;;;;NaN;;;;0 / 0;501;2022-11-17 14:19:05:411
-0.4243;0.4374;9.7048;-0.1941;0.5497;9.7893;-0.1102;-0.064;-0.0617;-0.04;-0.25;1.05;236.1;21.25;-0.94;-25.62;271.35;-3.21;1.14;5.0;40.914;;;;NaN;;;;0 / 0;511;2022-11-17 14:19:05:421
-0.4243;0.4374;9.7048;-0.1941;0.5497;9.7893;-0.1102;-0.064;-0.0617;-0.04;-0.25;1.05;236.1;21.25;-0.94;-25.62;271.35;-3.21;1.14;5.0;40.914;;;;NaN;;;;0 / 0;521;2022-11-17 14:19:05:431
-0.4243;0.4374;9.7048;-0.201;0.5276;9.7903;-0.1102;-0.064;-0.0617;-0.04;-0.25;1.05;236.1;21.25;-0.94;-25.62;271.35;-3.21;1.14;5.0;40.914;;;;NaN;;;;0 / 0;532;2022-11-17 14:19:05:442
-0.4243;0.4374;9.7048;-0.201;0.5276;9.7903;-0.1102;-0.064;-0.0617;-0.04;-0.25;1.05;236.1;21.25;-0.94;-25.62;271.35;-3.21;1.14;5.0;40.914;;;;NaN;;;;0 / 0;542;2022-11-17 14:19:05:452
-0.2793;0.3574;9.8393;-0.201;0.5276;9.7903;-0.1102;-0.064;-0.0617;-2.26;-3.46;0.41;236.1;21.25;-0.94;-25.62;271.35;-3.21;1.14;5.0;40.914;;;;NaN;;;;0 / 0;551;2022-11-17 14:19:05:461
-0.2793;0.3574;9.8393;-0.201;0.5276;9.7903;-0.1102;-0.064;-0.0617;-2.26;-3.46;0.41;236.1;21.25;-0.94;-25.62;271.35;-3.21;1.14;5.0;40.914;;;;NaN;;;;0 / 0;562;2022-11-17 14:19:05:472
-0.2793;0.3574;9.8393;-0.201;0.5276;9.7903;-0.0389;-0.1127;-0.1123;-2.26;-3.46;0.41;235.3;21.25;-0.94;-25.62;271.35;-3.21;1.14;5.0;40.914;;;;NaN;;;;0 / 0;571;2022-11-17 14:19:05:481
-0.2793;0.3574;9.8393;-0.201;0.5276;9.7903;-0.0389;-0.1127;-0.1123;-2.26;-3.46;0.41;235.3;21.25;-0.94;-25.62;271.35;-3.21;1.14;5.0;40.914;;;;NaN;;;;0 / 0;581;2022-11-17 14:19:05:491
-0.2793;0.3574;9.8393;-0.201;0.5276;9.7903;-0.0389;-0.1127;-0.1123;-2.26;-3.46;0.41;235.3;21.25;-0.94;-25.62;271.35;-3.21;1.14;5.0;40.914;;;;NaN;;;;0 / 0;591;2022-11-17 14:19:05:501
-0.2793;0.3574;9.8393;-0.201;0.5276;9.7903;-0.0389;-0.1127;-0.1123;-2.26;-3.46;0.41;235.3;21.25;-0.94;-25.62;271.35;-3.21;1.14;5.0;40.914;;;;NaN;;;;0 / 0;601;2022-11-17 14:19:05:511
-0.2793;0.3574;9.8393;-0.201;0.5276;9.7903;-0.0389;-0.1127;-0.1123;-2.26;-3.46;0.41;235.3;21.25;-0.94;-25.62;271.35;-3.21;1.14;5.0;40.914;;;;NaN;;;;0 / 0;611;2022-11-17 14:19:05:521
-0.2793;0.3574;9.8393;-0.201;0.5276;9.7903;-0.0389;-0.1127;-0.1123;-2.26;-3.46;0.41;235.3;21.25;-0.94;-25.62;271.35;-3.21;1.14;5.0;40.914;;;;NaN;;;;0 / 0;622;2022-11-17 14:19:05:532
-0.2793;0.3574;9.8393;-0.1782;0.4785;9.7933;-0.0389;-0.1127;-0.1123;-2.26;-3.46;0.41;235.3;21.44;-0.69;-26.44;271.18;-3.08;1.18;5.0;40.914;;;;NaN;;;;0 / 0;632;2022-11-17 14:19:05:542
-0.2793;0.3574;9.8393;-0.1782;0.4785;9.7933;-0.0389;-0.1127;-0.1123;-2.26;-3.46;0.41;235.3;21.44;-0.69;-26.44;271.18;-3.08;1.18;5.0;40.914;;;;NaN;;;;0 / 0;642;2022-11-17 14:19:05:552
-0.2793;0.3574;9.8393;-0.1782;0.4785;9.7933;-0.0389;-0.1127;-0.1123;-2.26;-3.46;0.41;235.3;21.44;-0.69;-26.44;271.18;-3.08;1.18;5.0;40.914;;;;NaN;;;;0 / 0;652;2022-11-17 14:19:05:562
-0.2793;0.3574;9.8393;-0.1782;0.4785;9.7933;-0.0389;-0.1127;-0.1123;-2.26;-3.46;0.41;235.3;21.44;-0.69;-26.44;271.18;-3.08;1.18;5.0;40.914;;;;NaN;;;;0 / 0;662;2022-11-17 14:19:05:572
-0.2793;0.3574;9.8393;-0.1782;0.4785;9.7933;-0.1281;-0.054;-0.1437;-2.26;-3.46;0.41;235.3;21.44;-0.69;-26.44;271.18;-3.08;1.18;5.0;40.914;;;;NaN;;;;0 / 0;672;2022-11-17 14:19:05:582
-0.2783;0.4602;9.6943;-0.1782;0.4785;9.7933;-0.1281;-0.054;-0.1437;-2.75;-2.02;0.13;235.3;21.44;-0.69;-26.44;271.18;-3.08;1.18;5.0;40.914;;;;NaN;;;;0 / 0;682;2022-11-17 14:19:05:592
-0.2783;0.4602;9.6943;-0.1782;0.4785;9.7933;-0.1281;-0.054;-0.1437;-2.75;-2.02;0.13;235.3;21.44;-0.69;-26.44;271.18;-3.08;1.18;5.0;40.914;;;;NaN;;;;0 / 0;692;2022-11-17 14:19:05:602
-0.2783;0.4602;9.6943;-0.1782;0.4785;9.7933;-0.1281;-0.054;-0.1437;-2.75;-2.02;0.13;235.3;21.44;-0.69;-26.44;271.18;-3.08;1.18;5.0;40.914;;;;NaN;;;;0 / 0;702;2022-11-17 14:19:05:612
-0.2783;0.4602;9.6943;-0.1782;0.4785;9.7933;-0.1281;-0.054;-0.1437;-2.75;-2.02;0.13;235.3;21.44;-0.69;-26.44;271.18;-3.08;1.18;5.0;40.914;;;;NaN;;;;0 / 0;711;2022-11-17 14:19:05:621
-0.2783;0.4602;9.6943;-0.1782;0.4785;9.7933;-0.1281;-0.054;-0.1437;-2.75;-2.02;0.13;235.3;21.44;-0.69;-26.44;271.18;-3.08;1.18;5.0;40.686;;;;NaN;;;;0 / 0;721;2022-11-17 14:19:05:631
-0.2783;0.4602;9.6943;-0.1647;0.4508;9.7948;-0.1281;-0.054;-0.1437;-2.75;-2.02;0.13;235.3;21.44;-0.69;-26.44;271.18;-3.08;1.18;5.0;40.686;;;;NaN;;;;0 / 0;731;2022-11-17 14:19:05:641
-0.2783;0.4602;9.6943;-0.1647;0.4508;9.7948;-0.1281;-0.054;-0.1437;-2.75;-2.02;0.13;235.3;21.44;-0.69;-26.44;271.18;-3.08;1.18;5.0;40.686;;;;NaN;;;;0 / 0;741;2022-11-17 14:19:05:651
-0.2783;0.4602;9.6943;-0.1647;0.4508;9.7948;-0.1281;-0.054;-0.1437;-2.75;-2.02;0.13;235.3;20.88;-0.69;-25.87;270.59;-2.63;0.96;5.0;40.686;;;;NaN;;;;0 / 0;751;2022-11-17 14:19:05:661
-0.2783;0.4602;9.6943;-0.1647;0.4508;9.7948;-0.1281;-0.054;-0.1437;-2.75;-2.02;0.13;235.3;20.88;-0.69;-25.87;270.59;-2.63;0.96;5.0;40.686;;;;NaN;;;;0 / 0;762;2022-11-17 14:19:05:672
-0.2783;0.4602;9.6943;-0.1647;0.4508;9.7948;-0.0349;-0.0671;0.0208;-2.75;-2.02;0.13;235.3;20.88;-0.69;-25.87;270.59;-2.63;0.96;5.0;40.686;;;;NaN;;;;0 / 0;771;2022-11-17 14:19:05:681
-0.2783;0.4602;9.6943;-0.1647;0.4508;9.7948;-0.0349;-0.0671;0.0208;-2.75;-2.02;0.13;235.3;20.88;-0.69;-25.87;270.59;-2.63;0.96;5.0;40.686;;;;NaN;;;;0 / 0;782;2022-11-17 14:19:05:692
-0.2783;0.4602;9.6943;-0.1647;0.4508;9.7948;-0.0349;-0.0671;0.0208;-2.75;-2.02;0.13;235.3;20.88;-0.69;-25.87;270.59;-2.63;0.96;5.0;40.686;;;;NaN;;;;0 / 0;791;2022-11-17 14:19:05:701
-0.2783;0.4602;9.6943;-0.1647;0.4508;9.7948;-0.0349;-0.0671;0.0208;-2.75;-2.02;0.13;235.3;20.88;-0.69;-25.87;270.59;-2.63;0.96;5.0;40.686;;;;NaN;;;;0 / 0;801;2022-11-17 14:19:05:711
-0.3152;0.3582;9.8855;-0.1647;0.4508;9.7948;-0.0349;-0.0671;0.0208;0.06;1.48;-0.23;235.3;20.88;-0.69;-25.87;270.59;-2.63;0.96;5.0;40.686;;;;NaN;;;;0 / 0;811;2022-11-17 14:19:05:721
-0.3152;0.3582;9.8855;-0.1647;0.4508;9.7948;-0.0349;-0.0671;0.0208;0.06;1.48;-0.23;235.3;20.88;-0.69;-25.87;270.59;-2.63;0.96;5.0;40.686;;;;NaN;;;;0 / 0;822;2022-11-17 14:19:05:732
-0.3152;0.3582;9.8855;-0.1667;0.4259;9.7959;-0.0349;-0.0671;0.0208;0.06;1.48;-0.23;235.3;20.88;-0.69;-25.87;270.59;-2.63;0.96;5.0;40.686;;;;NaN;;;;0 / 0;832;2022-11-17 14:19:05:742
-0.3152;0.3582;9.8855;-0.1667;0.4259;9.7959;-0.0349;-0.0671;0.0208;0.06;1.48;-0.23;235.3;20.88;-0.69;-25.87;270.59;-2.63;0.96;5.0;40.686;;;;NaN;;;;0 / 0;842;2022-11-17 14:19:05:752
-0.3152;0.3582;9.8855;-0.1667;0.4259;9.7959;-0.0349;-0.0671;0.0208;0.06;1.48;-0.23;235.3;20.88;-0.69;-25.87;270.59;-2.63;0.96;5.0;40.686;;;;NaN;;;;0 / 0;852;2022-11-17 14:19:05:762
-0.3152;0.3582;9.8855;-0.1667;0.4259;9.7959;-0.0349;-0.0671;0.0208;0.06;1.48;-0.23;235.3;20.88;-0.69;-25.87;270.59;-2.63;0.96;5.0;40.686;;;;NaN;;;;0 / 0;861;2022-11-17 14:19:05:771
-0.3152;0.3582;9.8855;-0.1667;0.4259;9.7959;-0.143;-0.0637;-0.0384;0.06;1.48;-0.23;235.3;21.38;-1.31;-25.94;270.41;-2.49;0.97;5.0;40.686;;;;NaN;;;;0 / 0;872;2022-11-17 14:19:05:782
-0.3152;0.3582;9.8855;-0.1667;0.4259;9.7959;-0.143;-0.0637;-0.0384;0.06;1.48;-0.23;235.3;21.38;-1.31;-25.94;270.41;-2.49;0.97;5.0;40.686;;;;NaN;;;;0 / 0;881;2022-11-17 14:19:05:791
-0.3152;0.3582;9.8855;-0.1667;0.4259;9.7959;-0.143;-0.0637;-0.0384;0.06;1.48;-0.23;235.3;21.38;-1.31;-25.94;270.41;-2.49;0.97;5.0;40.686;;;;NaN;;;;0 / 0;891;2022-11-17 14:19:05:801
-0.3152;0.3582;9.8855;-0.1667;0.4259;9.7959;-0.143;-0.0637;-0.0384;0.06;1.48;-0.23;235.3;21.38;-1.31;-25.94;270.41;-2.49;0.97;5.0;40.686;;;;NaN;;;;0 / 0;901;2022-11-17 14:19:05:811
-0.3152;0.3582;9.8855;-0.1667;0.4259;9.7959;-0.143;-0.0637;-0.0384;0.06;1.48;-0.23;234.6;21.38;-1.31;-25.94;270.41;-2.49;0.97;5.0;40.686;;;;NaN;;;;0 / 0;911;2022-11-17 14:19:05:821
-0.3152;0.3582;9.8855;-0.1667;0.4259;9.7959;-0.143;-0.0637;-0.0384;0.06;1.48;-0.23;234.6;21.38;-1.31;-25.94;270.41;-2.49;0.97;5.0;40.686;;;;NaN;;;;0 / 0;922;2022-11-17 14:19:05:832
-0.3152;0.3582;9.8855;-0.1587;0.4278;9.796;-0.143;-0.0637;-0.0384;0.06;1.48;-0.23;234.6;21.38;-1.31;-25.94;270.41;-2.49;0.97;5.0;40.686;;;;NaN;;;;0 / 0;932;2022-11-17 14:19:05:842
-0.3009;0.3073;9.882;-0.1587;0.4278;9.796;-0.143;-0.0637;-0.0384;-1.68;-1.11;-1.02;234.6;21.38;-1.31;-25.94;270.41;-2.49;0.97;5.0;40.686;;;;NaN;;;;0 / 0;941;2022-11-17 14:19:05:851
-0.3009;0.3073;9.882;-0.1587;0.4278;9.796;-0.143;-0.0637;-0.0384;-1.68;-1.11;-1.02;234.6;21.38;-1.31;-25.94;270.41;-2.49;0.97;5.0;40.686;;;;NaN;;;;0 / 0;952;2022-11-17 14:19:05:862
-0.3009;0.3073;9.882;-0.1587;0.4278;9.796;-0.143;-0.0637;-0.0384;-1.68;-1.11;-1.02;234.6;21.38;-1.31;-25.94;270.41;-2.49;0.97;5.0;40.686;;;;NaN;;;;0 / 0;962;2022-11-17 14:19:05:872
-0.3009;0.3073;9.882;-0.1587;0.4278;9.796;-0.0529;-0.104;0.0101;-1.68;-1.11;-1.02;234.6;21.38;-1.31;-25.94;270.41;-2.49;0.97;5.0;40.686;;;;NaN;;;;0 / 0;972;2022-11-17 14:19:05:882
-0.3009;0.3073;9.882;-0.1587;0.4278;9.796;-0.0529;-0.104;0.0101;-1.68;-1.11;-1.02;234.6;21.38;-1.31;-25.94;270.41;-2.49;0.97;5.0;40.686;;;;NaN;;;;0 / 0;982;2022-11-17 14:19:05:892
