sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (°/s);GYROSCOPE Y (°/s);GYROSCOPE Z (°/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION Z (azimuth °);ORIENTATION X (pitch °);ORIENTATION Y (roll °);PROXIMITY (m);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Altitude-google ( m);LOCATION Speed ( m/s);LOCATION Accuracy ( m);LOCATION ORIENTATION (°);Satellites in range;Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
-0.3103;0.0855;9.5394;-0.243;0.2092;9.8014;-0.0609;-0.1406;-0.2693;-1.53;0.63;-0.17;235.3;21.06;0.06;-26.19;271.61;-1.23;1.45;5.0;41.355;;;;NaN;;;;0 / 0;3832;2022-11-17 14:19:08:742
-0.3103;0.0855;9.5394;-0.243;0.2092;9.8014;-0.0609;-0.1406;-0.2693;1.06;0.78;-1.18;235.3;21.06;0.06;-26.19;271.61;-1.23;1.45;5.0;41.355;;;;NaN;;;;0 / 0;3842;2022-11-17 14:19:08:752
-0.3103;0.0855;9.5394;-0.243;0.2092;9.8014;-0.0609;-0.1406;-0.2693;1.06;0.78;-1.18;235.3;21.06;0.06;-26.19;271.61;-1.23;1.45;5.0;41.355;;;;NaN;;;;0 / 0;3851;2022-11-17 14:19:08:761
-0.3103;0.0855;9.5394;-0.243;0.2092;9.8014;-0.0609;-0.1406;-0.2693;1.06;0.78;-1.18;235.3;21.06;0.06;-26.19;271.61;-1.23;1.45;5.0;41.355;;;;NaN;;;;0 / 0;3862;2022-11-17 14:19:08:772
-0.3414;0.1635;9.6661;-0.2552;0.2071;9.8011;-0.0781;-0.0502;-0.1415;1.06;0.78;-1.18;235.3;21.38;0.0;-26.06;271.59;-1.22;1.42;5.0;41.355;;;;NaN;;;;0 / 0;3872;2022-11-17 14:19:08:782
-0.3414;0.1635;9.6661;-0.2552;0.2071;9.8011;-0.0781;-0.0502;-0.1415;1.06;0.78;-1.18;235.3;21.38;0.0;-26.06;271.59;-1.22;1.42;5.0;41.355;;;;NaN;;;;0 / 0;3882;2022-11-17 14:19:08:792
-0.3414;0.1635;9.6661;-0.2552;0.2071;9.8011;-0.0781;-0.0502;-0.1415;1.06;0.78;-1.18;235.3;21.38;0.0;-26.06;271.59;-1.22;1.42;5.0;41.355;;;;NaN;;;;0 / 0;3891;2022-11-17 14:19:08:801
-0.3414;0.1635;9.6661;-0.2552;0.2071;9.8011;-0.0781;-0.0502;-0.1415;1.06;0.78;-1.18;235.3;21.38;0.0;-26.06;271.59;-1.22;1.42;5.0;41.355;;;;NaN;;;;0 / 0;3902;2022-11-17 14:19:08:812
-0.3414;0.1635;9.6661;-0.2552;0.2071;9.8011;-0.0781;-0.0502;-0.1415;1.06;0.78;-1.18;235.3;21.38;0.0;-26.06;271.59;-1.22;1.42;5.0;41.355;;;;NaN;;;;0 / 0;3912;2022-11-17 14:19:08:822
-0.3414;0.1635;9.6661;-0.2552;0.2071;9.8011;-0.0781;-0.0502;-0.1415;1.06;0.78;-1.18;235.3;21.38;0.0;-26.06;271.59;-1.22;1.42;5.0;41.355;;;;NaN;;;;0 / 0;3921;2022-11-17 14:19:08:831
-0.3414;0.1635;9.6661;-0.2552;0.2071;9.8011;-0.0781;-0.0502;-0.1415;1.06;0.78;-1.18;235.3;21.38;0.0;-26.06;271.59;-1.22;1.42;5.0;41.355;;;;NaN;;;;0 / 0;3932;2022-11-17 14:19:08:842
-0.3414;0.1635;9.6661;-0.2552;0.2071;9.8011;-0.0781;-0.0502;-0.1415;1.06;0.78;-1.18;235.3;21.38;0.0;-26.06;271.59;-1.22;1.42;5.0;41.355;;;;NaN;;;;0 / 0;3941;2022-11-17 14:19:08:851
-0.3414;0.1635;9.6661;-0.2552;0.2071;9.8011;-0.0781;-0.0502;-0.1415;1.06;0.78;-1.18;235.3;21.38;0.0;-26.06;271.59;-1.22;1.42;5.0;41.355;;;;NaN;;;;0 / 0;3951;2022-11-17 14:19:08:861
-0.3414;0.1635;9.6661;-0.2552;0.2071;9.8011;-0.0781;-0.0502;-0.1415;1.06;0.78;-1.18;235.3;21.38;0.0;-26.06;271.59;-1.22;1.42;5.0;42.114;;;;NaN;;;;0 / 0;3961;2022-11-17 14:19:08:871
-0.3119;0.0943;9.807;-0.2322;0.1933;9.8019;-0.0717;-0.1148;0.0046;1.06;0.78;-1.18;235.3;21.38;0.0;-26.06;271.59;-1.22;1.42;5.0;42.114;;;;NaN;;;;0 / 0;3971;2022-11-17 14:19:08:881
-0.3119;0.0943;9.807;-0.2322;0.1933;9.8019;-0.0717;-0.1148;0.0046;-0.92;1.42;-1.15;235.3;21.38;0.0;-26.06;271.59;-1.22;1.42;5.0;42.114;;;;NaN;;;;0 / 0;3982;2022-11-17 14:19:08:892
-0.3119;0.0943;9.807;-0.2322;0.1933;9.8019;-0.0717;-0.1148;0.0046;-0.92;1.42;-1.15;235.3;21.0;-0.19;-25.94;271.47;-1.13;1.36;5.0;42.114;;;;NaN;;;;0 / 0;3992;2022-11-17 14:19:08:902
-0.3119;0.0943;9.807;-0.2322;0.1933;9.8019;-0.0717;-0.1148;0.0046;-0.92;1.42;-1.15;235.3;21.0;-0.19;-25.94;271.47;-1.13;1.36;5.0;42.114;;;;NaN;;;;0 / 0;4001;2022-11-17 14:19:08:911
-0.3119;0.0943;9.807;-0.2322;0.1933;9.8019;-0.0717;-0.1148;0.0046;-0.92;1.42;-1.15;235.3;21.0;-0.19;-25.94;271.47;-1.13;1.36;5.0;42.114;;;;NaN;;;;0 / 0;4012;2022-11-17 14:19:08:922
-0.3119;0.0943;9.807;-0.2322;0.1933;9.8019;-0.0717;-0.1148;0.0046;-0.92;1.42;-1.15;235.3;21.0;-0.19;-25.94;271.47;-1.13;1.36;5.0;42.114;;;;NaN;;;;0 / 0;4022;2022-11-17 14:19:08:932
-0.3119;0.0943;9.807;-0.2322;0.1933;9.8019;-0.0717;-0.1148;0.0046;-0.92;1.42;-1.15;235.3;21.0;-0.19;-25.94;271.47;-1.13;1.36;5.0;42.114;;;;NaN;;;;0 / 0;4031;2022-11-17 14:19:08:941
-0.3119;0.0943;9.807;-0.2322;0.1933;9.8019;-0.0717;-0.1148;0.0046;-0.92;1.42;-1.15;235.3;21.0;-0.19;-25.94;271.47;-1.13;1.36;5.0;42.114;;;;NaN;;;;0 / 0;4042;2022-11-17 14:19:08:952
-0.3119;0.0943;9.807;-0.2322;0.1933;9.8019;-0.0717;-0.1148;0.0046;-0.92;1.42;-1.15;235.3;21.0;-0.19;-25.94;271.47;-1.13;1.36;5.0;42.114;;;;NaN;;;;0 / 0;4052;2022-11-17 14:19:08:962
-0.3119;0.0943;9.807;-0.2322;0.1933;9.8019;-0.0717;-0.1148;0.0046;-0.92;1.42;-1.15;235.3;21.0;-0.19;-25.94;271.47;-1.13;1.36;5.0;42.114;;;;NaN;;;;0 / 0;4061;2022-11-17 14:19:08:971
-0.3462;0.0979;9.7752;-0.2425;0.1926;9.8017;-0.1006;-0.1044;-0.0343;-0.92;1.42;-1.15;235.3;21.0;-0.19;-25.94;271.47;-1.13;1.36;5.0;42.114;;;;NaN;;;;0 / 0;4072;2022-11-17 14:19:08:982
-0.3462;0.0979;9.7752;-0.2425;0.1926;9.8017;-0.1006;-0.1044;-0.0343;-0.92;1.42;-1.15;235.3;21.0;-0.19;-25.94;271.47;-1.13;1.36;5.0;42.114;;;;NaN;;;;0 / 0;4081;2022-11-17 14:19:08:991
-0.3462;0.0979;9.7752;-0.2425;0.1926;9.8017;-0.1006;-0.1044;-0.0343;-0.92;1.42;-1.15;235.3;21.0;-0.19;-25.94;271.47;-1.13;1.36;5.0;42.114;;;;NaN;;;;0 / 0;4091;2022-11-17 14:19:09:001
-0.3462;0.0979;9.7752;-0.2425;0.1926;9.8017;-0.1006;-0.1044;-0.0343;-0.92;1.42;-1.15;235.3;21.0;-0.19;-25.94;271.47;-1.13;1.36;5.0;42.114;;;;NaN;;;;0 / 0;4102;2022-11-17 14:19:09:012
-0.3462;0.0979;9.7752;-0.2425;0.1926;9.8017;-0.1006;-0.1044;-0.0343;-1.35;-1.17;0.84;235.3;21.0;0.5;-25.75;274.27;-1.13;1.42;5.0;42.114;;;;NaN;;;;0 / 0;4112;2022-11-17 14:19:09:022
-0.3462;0.0979;9.7752;-0.2425;0.1926;9.8017;-0.1006;-0.1044;-0.0343;-1.35;-1.17;0.84;235.3;21.0;0.5;-25.75;274.27;-1.13;1.42;5.0;42.114;;;;NaN;;;;0 / 0;4122;2022-11-17 14:19:09:032
-0.3462;0.0979;9.7752;-0.2425;0.1926;9.8017;-0.1006;-0.1044;-0.0343;-1.35;-1.17;0.84;235.3;21.0;0.5;-25.75;274.27;-1.13;1.42;5.0;42.114;;;;NaN;;;;0 / 0;4131;2022-11-17 14:19:09:041
-0.3462;0.0979;9.7752;-0.2425;0.1926;9.8017;-0.1006;-0.1044;-0.0343;-1.35;-1.17;0.84;235.3;21.0;0.5;-25.75;274.27;-1.13;1.42;5.0;42.114;;;;NaN;;;;0 / 0;4142;2022-11-17 14:19:09:052
-0.3462;0.0979;9.7752;-0.2425;0.1926;9.8017;-0.1006;-0.1044;-0.0343;-1.35;-1.17;0.84;235.3;21.0;0.5;-25.75;274.27;-1.13;1.42;5.0;42.114;;;;NaN;;;;0 / 0;4152;2022-11-17 14:19:09:062
-0.3462;0.0979;9.7752;-0.2425;0.1926;9.8017;-0.1006;-0.1044;-0.0343;-1.35;-1.17;0.84;235.3;21.0;0.5;-25.75;274.27;-1.13;1.42;5.0;42.114;;;;NaN;;;;0 / 0;4162;2022-11-17 14:19:09:072
-0.2553;0.0886;9.8682;-0.2302;0.1659;9.8025;-0.0149;-0.0874;0.0531;-1.35;-1.17;0.84;235.3;21.0;0.5;-25.75;274.27;-1.13;1.42;5.0;42.114;;;;NaN;;;;0 / 0;4172;2022-11-17 14:19:09:082
-0.2553;0.0886;9.8682;-0.2302;0.1659;9.8025;-0.0149;-0.0874;0.0531;-1.35;-1.17;0.84;235.3;21.0;0.5;-25.75;274.27;-1.13;1.42;5.0;42.114;;;;NaN;;;;0 / 0;4182;2022-11-17 14:19:09:092
-0.2553;0.0886;9.8682;-0.2302;0.1659;9.8025;-0.0149;-0.0874;0.0531;-1.35;-1.17;0.84;235.3;21.0;0.5;-25.75;274.27;-1.13;1.42;5.0;42.114;;;;NaN;;;;0 / 0;4192;2022-11-17 14:19:09:102
-0.2553;0.0886;9.8682;-0.2302;0.1659;9.8025;-0.0149;-0.0874;0.0531;-1.35;-1.17;0.84;235.3;21.0;0.5;-25.75;274.27;-1.13;1.42;5.0;42.114;;;;NaN;;;;0 / 0;4202;2022-11-17 14:19:09:112
-0.2553;0.0886;9.8682;-0.2302;0.1659;9.8025;-0.0149;-0.0874;0.0531;-1.35;-1.17;0.84;235.3;21.0;0.5;-25.75;274.27;-1.13;1.42;5.0;42.114;;;;NaN;;;;0 / 0;4212;2022-11-17 14:19:09:122
-0.2553;0.0886;9.8682;-0.2302;0.1659;9.8025;-0.0149;-0.0874;0.0531;-1.35;-1.17;0.84;235.3;21.0;0.5;-25.75;274.27;-1.13;1.42;5.0;42.114;;;;NaN;;;;0 / 0;4221;2022-11-17 14:19:09:131
-0.2553;0.0886;9.8682;-0.2302;0.1659;9.8025;-0.0149;-0.0874;0.0531;-1.35;-1.17;0.84;235.3;21.31;0.06;-26.19;271.26;-0.97;1.35;5.0;42.114;;;;NaN;;;;0 / 0;4232;2022-11-17 14:19:09:142
-0.2553;0.0886;9.8682;-0.2302;0.1659;9.8025;-0.0149;-0.0874;0.0531;-1.04;-0.01;0.13;235.3;21.31;0.06;-26.19;271.26;-0.97;1.35;5.0;42.114;;;;NaN;;;;0 / 0;4241;2022-11-17 14:19:09:151
-0.2854;0.0912;9.8762;-0.2302;0.1659;9.8025;-0.0149;-0.0874;0.0531;-1.04;-0.01;0.13;235.3;21.31;0.06;-26.19;271.26;-0.97;1.35;5.0;42.114;;;;NaN;;;;0 / 0;4252;2022-11-17 14:19:09:162
-0.2854;0.0912;9.8762;-0.2302;0.1659;9.8025;-0.0149;-0.0874;0.0531;-1.04;-0.01;0.13;235.3;21.31;0.06;-26.19;271.26;-0.97;1.35;5.0;42.114;;;;NaN;;;;0 / 0;4261;2022-11-17 14:19:09:171
-0.2854;0.0912;9.8762;-0.2261;0.1752;9.8024;-0.019;-0.087;-0.0154;-1.04;-0.01;0.13;235.3;21.31;0.06;-26.19;271.26;-0.97;1.35;5.0;42.114;;;;NaN;;;;0 / 0;4271;2022-11-17 14:19:09:181
-0.2854;0.0912;9.8762;-0.2261;0.1752;9.8024;-0.019;-0.087;-0.0154;-1.04;-0.01;0.13;235.3;21.31;0.06;-26.19;271.26;-0.97;1.35;5.0;42.114;;;;NaN;;;;0 / 0;4282;2022-11-17 14:19:09:192
-0.2854;0.0912;9.8762;-0.2261;0.1752;9.8024;-0.019;-0.087;-0.0154;-1.04;-0.01;0.13;235.3;21.31;0.06;-26.19;271.26;-0.97;1.35;5.0;40.377;;;;NaN;;;;0 / 0;4292;2022-11-17 14:19:09:202
-0.2854;0.0912;9.8762;-0.2261;0.1752;9.8024;-0.019;-0.087;-0.0154;-1.04;-0.01;0.13;235.3;21.31;0.06;-26.19;271.26;-0.97;1.35;5.0;40.377;;;;NaN;;;;0 / 0;4301;2022-11-17 14:19:09:211
-0.2854;0.0912;9.8762;-0.2261;0.1752;9.8024;-0.019;-0.087;-0.0154;-1.04;-0.01;0.13;235.3;21.31;0.06;-26.19;271.26;-0.97;1.35;5.0;40.377;;;;NaN;;;;0 / 0;4311;2022-11-17 14:19:09:221
-0.2854;0.0912;9.8762;-0.2261;0.1752;9.8024;-0.019;-0.087;-0.0154;-1.04;-0.01;0.13;235.3;21.31;0.06;-26.19;271.26;-0.97;1.35;5.0;40.377;;;;NaN;;;;0 / 0;4321;2022-11-17 14:19:09:231
-0.2854;0.0912;9.8762;-0.2261;0.1752;9.8024;-0.019;-0.087;-0.0154;-1.04;-0.01;0.13;235.3;21.31;0.06;-26.19;271.26;-0.97;1.35;5.0;40.377;;;;NaN;;;;0 / 0;4331;2022-11-17 14:19:09:241
-0.2854;0.0912;9.8762;-0.2261;0.1752;9.8024;-0.019;-0.087;-0.0154;-1.04;-0.01;0.13;235.3;21.31;0.06;-26.19;271.26;-0.97;1.35;5.0;40.377;;;;NaN;;;;0 / 0;4342;2022-11-17 14:19:09:252
-0.2792;0.1291;9.7867;-0.2261;0.1752;9.8024;-0.019;-0.087;-0.0154;-1.04;-0.01;0.13;235.3;21.06;0.0;-25.81;271.33;-1.02;1.32;5.0;40.377;;;;NaN;;;;0 / 0;4351;2022-11-17 14:19:09:261
-0.2792;0.1291;9.7867;-0.2261;0.1752;9.8024;-0.019;-0.087;-0.0154;-1.04;-0.01;0.13;235.3;21.06;0.0;-25.81;271.33;-1.02;1.32;5.0;40.377;;;;NaN;;;;0 / 0;4362;2022-11-17 14:19:09:272
-0.2792;0.1291;9.7867;-0.2261;0.1752;9.8024;-0.019;-0.087;-0.0154;-0.01;0.63;0.44;235.3;21.06;0.0;-25.81;271.33;-1.02;1.32;5.0;40.377;;;;NaN;;;;0 / 0;4371;2022-11-17 14:19:09:281
-0.2792;0.1291;9.7867;-0.213;0.165;9.8029;-0.0909;-0.1258;-0.0551;-0.01;0.63;0.44;235.3;21.06;0.0;-25.81;271.33;-1.02;1.32;5.0;40.377;;;;NaN;;;;0 / 0;4381;2022-11-17 14:19:09:291
-0.2792;0.1291;9.7867;-0.213;0.165;9.8029;-0.0909;-0.1258;-0.0551;-0.01;0.63;0.44;235.3;21.06;0.0;-25.81;271.33;-1.02;1.32;5.0;40.377;;;;NaN;;;;0 / 0;4391;2022-11-17 14:19:09:301
-0.2792;0.1291;9.7867;-0.213;0.165;9.8029;-0.0909;-0.1258;-0.0551;-0.01;0.63;0.44;235.3;21.06;0.0;-25.81;271.33;-1.02;1.32;5.0;40.377;;;;NaN;;;;0 / 0;4402;2022-11-17 14:19:09:312
-0.2792;0.1291;9.7867;-0.213;0.165;9.8029;-0.0909;-0.1258;-0.0551;-0.01;0.63;0.44;235.2;21.06;0.0;-25.81;271.33;-1.02;1.32;5.0;40.377;;;;NaN;;;;0 / 0;4411;2022-11-17 14:19:09:321
-0.2792;0.1291;9.7867;-0.213;0.165;9.8029;-0.0909;-0.1258;-0.0551;-0.01;0.63;0.44;235.2;21.06;0.0;-25.81;271.33;-1.02;1.32;5.0;40.377;;;;NaN;;;;0 / 0;4421;2022-11-17 14:19:09:331
-0.3671;0.0644;9.7694;-0.213;0.165;9.8029;-0.0909;-0.1258;-0.0551;-0.01;0.63;0.44;235.2;21.06;0.0;-25.81;271.33;-1.02;1.32;5.0;40.377;;;;NaN;;;;0 / 0;4431;2022-11-17 14:19:09:341
-0.3671;0.0644;9.7694;-0.213;0.165;9.8029;-0.0909;-0.1258;-0.0551;-0.01;0.63;0.44;235.2;21.06;0.0;-25.81;271.33;-1.02;1.32;5.0;40.377;;;;NaN;;;;0 / 0;4442;2022-11-17 14:19:09:352
-0.3671;0.0644;9.7694;-0.213;0.165;9.8029;-0.0909;-0.1258;-0.0551;-0.01;0.63;0.44;235.2;21.06;0.0;-25.81;271.33;-1.02;1.32;5.0;40.377;;;;NaN;;;;0 / 0;4453;2022-11-17 14:19:09:363
-0.3671;0.0644;9.7694;-0.213;0.165;9.8029;-0.0909;-0.1258;-0.0551;-0.01;0.63;0.44;235.2;21.06;0.0;-25.81;271.33;-1.02;1.32;5.0;40.377;;;;NaN;;;;0 / 0;4462;2022-11-17 14:19:09:372
-0.3671;0.0644;9.7694;-0.2301;0.1754;9.8023;-0.0837;-0.0675;-0.0447;-0.01;0.63;0.44;235.2;21.19;-0.37;-26.06;271.25;-0.96;1.24;5.0;40.377;;;;NaN;;;;0 / 0;4472;2022-11-17 14:19:09:382
-0.3671;0.0644;9.7694;-0.2301;0.1754;9.8023;-0.0837;-0.0675;-0.0447;-0.01;0.63;0.44;235.2;21.19;-0.37;-26.06;271.25;-0.96;1.24;5.0;40.377;;;;NaN;;;;0 / 0;4481;2022-11-17 14:19:09:391
-0.3671;0.0644;9.7694;-0.2301;0.1754;9.8023;-0.0837;-0.0675;-0.0447;-0.01;0.63;0.44;235.2;21.19;-0.37;-26.06;271.25;-0.96;1.24;5.0;40.377;;;;NaN;;;;0 / 0;4491;2022-11-17 14:19:09:401
-0.3671;0.0644;9.7694;-0.2301;0.1754;9.8023;-0.0837;-0.0675;-0.0447;-0.01;0.63;0.44;235.2;21.19;-0.37;-26.06;271.25;-0.96;1.24;5.0;40.377;;;;NaN;;;;0 / 0;4501;2022-11-17 14:19:09:411
-0.3671;0.0644;9.7694;-0.2301;0.1754;9.8023;-0.0837;-0.0675;-0.0447;-0.25;0.51;0.47;235.2;21.19;-0.37;-26.06;271.25;-0.96;1.24;5.0;40.377;;;;NaN;;;;0 / 0;4511;2022-11-17 14:19:09:421
-0.3671;0.0644;9.7694;-0.2301;0.1754;9.8023;-0.0837;-0.0675;-0.0447;-0.25;0.51;0.47;235.2;21.19;-0.37;-26.06;271.25;-0.96;1.24;5.0;40.377;;;;NaN;;;;0 / 0;4521;2022-11-17 14:19:09:431
-0.3041;0.1138;9.7204;-0.2301;0.1754;9.8023;-0.0837;-0.0675;-0.0447;-0.25;0.51;0.47;235.2;21.19;-0.37;-26.06;271.25;-0.96;1.24;5.0;40.377;;;;NaN;;;;0 / 0;4531;2022-11-17 14:19:09:441
-0.3041;0.1138;9.7204;-0.2301;0.1754;9.8023;-0.0837;-0.0675;-0.0447;-0.25;0.51;0.47;235.2;21.19;-0.37;-26.06;271.25;-0.96;1.24;5.0;40.377;;;;NaN;;;;0 / 0;4541;2022-11-17 14:19:09:451
-0.3041;0.1138;9.7204;-0.2301;0.1754;9.8023;-0.0837;-0.0675;-0.0447;-0.25;0.51;0.47;235.2;21.19;-0.37;-26.06;271.25;-0.96;1.24;5.0;40.377;;;;NaN;;;;0 / 0;4552;2022-11-17 14:19:09:462
-0.3041;0.1138;9.7204;-0.2301;0.1754;9.8023;-0.0837;-0.0675;-0.0447;-0.25;0.51;0.47;235.2;21.19;-0.37;-26.06;271.25;-0.96;1.24;5.0;40.377;;;;NaN;;;;0 / 0;4562;2022-11-17 14:19:09:472
-0.3041;0.1138;9.7204;-0.2275;0.1667;9.8025;-0.0372;-0.098;-0.0547;-0.25;0.51;0.47;235.2;21.19;-0.37;-26.06;271.25;-0.96;1.24;5.0;40.377;;;;NaN;;;;0 / 0;4571;2022-11-17 14:19:09:481
-0.3041;0.1138;9.7204;-0.2275;0.1667;9.8025;-0.0372;-0.098;-0.0547;-0.25;0.51;0.47;235.2;21.19;-0.37;-26.06;271.25;-0.96;1.24;5.0;40.377;;;;NaN;;;;0 / 0;4581;2022-11-17 14:19:09:491
-0.3041;0.1138;9.7204;-0.2275;0.1667;9.8025;-0.0372;-0.098;-0.0547;-0.25;0.51;0.47;235.2;21.5;-0.56;-25.81;268.53;-0.97;1.33;5.0;40.377;;;;NaN;;;;0 / 0;4591;2022-11-17 14:19:09:501
-0.3041;0.1138;9.7204;-0.2275;0.1667;9.8025;-0.0372;-0.098;-0.0547;-0.25;0.51;0.47;235.2;21.5;-0.56;-25.81;268.53;-0.97;1.33;5.0;41.416;;;;NaN;;;;0 / 0;4602;2022-11-17 14:19:09:512
-0.3041;0.1138;9.7204;-0.2275;0.1667;9.8025;-0.0372;-0.098;-0.0547;-0.25;0.51;0.47;235.2;21.5;-0.56;-25.81;268.53;-0.97;1.33;5.0;41.416;;;;NaN;;;;0 / 0;4612;2022-11-17 14:19:09:522
-0.3041;0.1138;9.7204;-0.2275;0.1667;9.8025;-0.0372;-0.098;-0.0547;-0.25;0.51;0.47;235.2;21.5;-0.56;-25.81;268.53;-0.97;1.33;5.0;41.416;;;;NaN;;;;0 / 0;4622;2022-11-17 14:19:09:532
-0.2279;0.1415;9.8065;-0.2275;0.1667;9.8025;-0.0372;-0.098;-0.0547;-0.25;0.51;0.47;235.2;21.5;-0.56;-25.81;268.53;-0.97;1.33;5.0;41.416;;;;NaN;;;;0 / 0;4631;2022-11-17 14:19:09:541
-0.2279;0.1415;9.8065;-0.2275;0.1667;9.8025;-0.0372;-0.098;-0.0547;-0.49;2.76;-1.21;235.2;21.5;-0.56;-25.81;268.53;-0.97;1.33;5.0;41.416;;;;NaN;;;;0 / 0;4642;2022-11-17 14:19:09:552
-0.2279;0.1415;9.8065;-0.2275;0.1667;9.8025;-0.0372;-0.098;-0.0547;-0.49;2.76;-1.21;235.2;21.5;-0.56;-25.81;268.53;-0.97;1.33;5.0;41.416;;;;NaN;;;;0 / 0;4651;2022-11-17 14:19:09:561
-0.2279;0.1415;9.8065;-0.2275;0.1667;9.8025;-0.0372;-0.098;-0.0547;-0.49;2.76;-1.21;235.2;21.5;-0.56;-25.81;268.53;-0.97;1.33;5.0;41.416;;;;NaN;;;;0 / 0;4662;2022-11-17 14:19:09:572
-0.2279;0.1415;9.8065;-0.2331;0.1632;9.8025;-0.0806;-0.1436;-0.0645;-0.49;2.76;-1.21;235.2;21.5;-0.56;-25.81;268.53;-0.97;1.33;5.0;41.416;;;;NaN;;;;0 / 0;4672;2022-11-17 14:19:09:582
-0.2279;0.1415;9.8065;-0.2331;0.1632;9.8025;-0.0806;-0.1436;-0.0645;-0.49;2.76;-1.21;235.2;21.5;-0.56;-25.81;268.53;-0.97;1.33;5.0;41.416;;;;NaN;;;;0 / 0;4681;2022-11-17 14:19:09:591
-0.2279;0.1415;9.8065;-0.2331;0.1632;9.8025;-0.0806;-0.1436;-0.0645;-0.49;2.76;-1.21;235.2;21.5;-0.56;-25.81;268.53;-0.97;1.33;5.0;41.416;;;;NaN;;;;0 / 0;4691;2022-11-17 14:19:09:601
-0.2279;0.1415;9.8065;-0.2331;0.1632;9.8025;-0.0806;-0.1436;-0.0645;-0.49;2.76;-1.21;235.2;21.5;-0.56;-25.81;268.53;-0.97;1.33;5.0;41.416;;;;NaN;;;;0 / 0;4701;2022-11-17 14:19:09:611
-0.2279;0.1415;9.8065;-0.2331;0.1632;9.8025;-0.0806;-0.1436;-0.0645;-0.49;2.76;-1.21;235.2;21.63;-0.19;-26.31;271.18;-0.95;1.36;5.0;41.416;;;;NaN;;;;0 / 0;4711;2022-11-17 14:19:09:621
-0.2279;0.1415;9.8065;-0.2331;0.1632;9.8025;-0.0806;-0.1436;-0.0645;-0.49;2.76;-1.21;235.2;21.63;-0.19;-26.31;271.18;-0.95;1.36;5.0;41.416;;;;NaN;;;;0 / 0;4722;2022-11-17 14:19:09:632
-0.2505;0.1586;9.8831;-0.2331;0.1632;9.8025;-0.0806;-0.1436;-0.0645;-0.49;2.76;-1.21;235.2;21.63;-0.19;-26.31;271.18;-0.95;1.36;5.0;41.416;;;;NaN;;;;0 / 0;4732;2022-11-17 14:19:09:642
-0.2505;0.1586;9.8831;-0.2331;0.1632;9.8025;-0.0806;-0.1436;-0.0645;-0.49;2.76;-1.21;235.2;21.63;-0.19;-26.31;271.18;-0.95;1.36;5.0;41.416;;;;NaN;;;;0 / 0;4741;2022-11-17 14:19:09:651
-0.2505;0.1586;9.8831;-0.2331;0.1632;9.8025;-0.0806;-0.1436;-0.0645;-0.49;2.76;-1.21;235.2;21.63;-0.19;-26.31;271.18;-0.95;1.36;5.0;41.416;;;;NaN;;;;0 / 0;4752;2022-11-17 14:19:09:662
-0.2505;0.1586;9.8831;-0.2331;0.1632;9.8025;-0.0806;-0.1436;-0.0645;-0.49;2.76;-1.21;236.2;21.63;-0.19;-26.31;271.18;-0.95;1.36;5.0;41.416;;;;NaN;;;;0 / 0;4762;2022-11-17 14:19:09:672
-0.2505;0.1586;9.8831;-0.226;0.137;9.803;-0.0877;-0.0585;0.0525;1.06;-1.78;-0.11;236.2;21.63;-0.19;-26.31;271.18;-0.95;1.36;5.0;41.416;;;;NaN;;;;0 / 0;4771;2022-11-17 14:19:09:681
-0.2505;0.1586;9.8831;-0.226;0.137;9.803;-0.0877;-0.0585;0.0525;1.06;-1.78;-0.11;236.2;21.63;-0.19;-26.31;271.18;-0.95;1.36;5.0;41.416;;;;NaN;;;;0 / 0;4781;2022-11-17 14:19:09:691
-0.2505;0.1586;9.8831;-0.226;0.137;9.803;-0.0877;-0.0585;0.0525;1.06;-1.78;-0.11;236.2;21.63;-0.19;-26.31;271.18;-0.95;1.36;5.0;41.416;;;;NaN;;;;0 / 0;4791;2022-11-17 14:19:09:701
-0.2505;0.1586;9.8831;-0.226;0.137;9.803;-0.0877;-0.0585;0.0525;1.06;-1.78;-0.11;236.2;21.63;-0.19;-26.31;271.18;-0.95;1.36;5.0;41.416;;;;NaN;;;;0 / 0;4801;2022-11-17 14:19:09:711
-0.2505;0.1586;9.8831;-0.226;0.137;9.803;-0.0877;-0.0585;0.0525;1.06;-1.78;-0.11;236.2;21.63;-0.19;-26.31;271.18;-0.95;1.36;5.0;41.416;;;;NaN;;;;0 / 0;4811;2022-11-17 14:19:09:721
-0.2505;0.1586;9.8831;-0.226;0.137;9.803;-0.0877;-0.0585;0.0525;1.06;-1.78;-0.11;236.2;21.63;-0.19;-26.31;271.18;-0.95;1.36;5.0;41.416;;;;NaN;;;;0 / 0;4822;2022-11-17 14:19:09:732
