"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
8.313780000E-4,-4.585375264E-2,-1.610818878E-2,9.726683617E0,9.726805037E0
2.793878000E-3,-3.864241391E-2,-2.240972780E-2,9.751439095E0,9.751541409E0
4.793878000E-3,-3.317405656E-2,-2.761951089E-2,9.767940521E0,9.768035902E0
6.793878000E-3,-3.314532712E-2,-2.659479342E-2,9.776119232E0,9.776211594E0
8.793878000E-3,-3.037763014E-2,-2.305137366E-2,9.765555382E0,9.765629835E0
1.079387800E-2,-3.106716089E-2,-2.378878742E-2,9.752388000E0,9.752466498E0
1.279387800E-2,-3.694731742E-2,-2.610637434E-2,9.738118172E0,9.738223255E0
1.479387800E-2,-3.526180238E-2,-2.898899466E-2,9.730016708E0,9.730123787E0
1.679387800E-2,-2.421974391E-2,-2.533065341E-2,9.729068756E0,9.729131878E0
1.879387800E-2,-2.085828595E-2,-2.514869533E-2,9.738693237E0,9.738748046E0
2.097044100E-2,-2.774400823E-2,-2.932418324E-2,9.762357712E0,9.762441177E0
2.279387800E-2,-2.615425922E-2,-3.055001423E-2,9.785313606E0,9.785396248E0
2.479387800E-2,-1.751597971E-2,-3.159388527E-2,9.795350075E0,9.795416687E0
2.679387800E-2,-1.843535155E-2,-3.277183324E-2,9.792514801E0,9.792586991E0
2.879387800E-2,-1.999637298E-2,-3.297294676E-2,9.776924133E0,9.777000183E0
3.079387800E-2,-2.337698638E-2,-4.035666212E-2,9.755337715E0,9.755449199E0
3.279544100E-2,-2.398990095E-2,-4.135265201E-2,9.733636856E0,9.733754260E0
3.479387800E-2,-2.137543261E-2,-4.840118065E-2,9.721817970E0,9.721961954E0
3.679387800E-2,-2.822284959E-2,-4.888001829E-2,9.725764275E0,9.725928054E0
3.893919100E-2,-3.456269577E-2,-4.425442591E-2,9.735992432E0,9.736154357E0
4.079387800E-2,-2.237142064E-2,-4.193683714E-2,9.766781807E0,9.766897463E0
4.279387800E-2,-1.947922446E-2,-4.344997555E-2,9.778762817E0,9.778878749E0
4.479387800E-2,-2.111686021E-2,-4.725196585E-2,9.777756691E0,9.777893668E0
4.679544100E-2,-1.750640385E-2,-4.680185392E-2,9.774213791E0,9.774341518E0
4.879544100E-2,-1.543781254E-2,-4.259763658E-2,9.763861656E0,9.763966782E0
5.079544100E-2,-2.259168774E-2,-3.547249362E-2,9.756659508E0,9.756750147E0
5.279544100E-2,-3.398808837E-2,-2.992752008E-2,9.752589226E0,9.752694369E0
5.479544100E-2,-4.559517652E-2,-2.673844621E-2,9.762845993E0,9.762989079E0
5.679387800E-2,-4.838202521E-2,-2.092532441E-2,9.769290924E0,9.769433139E0
5.879387800E-2,-4.997177795E-2,-1.824381575E-2,9.773524284E0,9.773669063E0
6.079387800E-2,-4.495352879E-2,-2.742797509E-2,9.782909393E0,9.783051125E0
6.279387800E-2,-2.892195620E-2,-3.131615743E-2,9.780362129E0,9.780455028E0
6.479387800E-2,-3.229299188E-2,-2.738009021E-2,9.770325661E0,9.770417392E0
6.679387800E-2,-2.939121984E-2,-3.256114200E-2,9.754369736E0,9.754468361E0
6.879544100E-2,-2.278322354E-2,-3.110546805E-2,9.743453026E0,9.743529314E0
7.079544100E-2,-1.790862903E-2,-1.902911626E-2,9.742389679E0,9.742424723E0
7.279544100E-2,-2.362598293E-2,-1.617522538E-2,9.747063637E0,9.747105692E0
7.479544100E-2,-2.788766101E-2,-1.536119822E-2,9.747330666E0,9.747382664E0
7.679544100E-2,-2.835692465E-2,-1.957499236E-2,9.751276970E0,9.751337849E0
7.879387800E-2,-2.861549892E-2,-2.578076348E-2,9.755337715E0,9.755413750E0
8.079387800E-2,-2.082955465E-2,-2.487096749E-2,9.763975143E0,9.764029037E0
8.279387800E-2,-2.295560576E-2,-2.144247107E-2,9.762405396E0,9.762455933E0
8.479387800E-2,-2.308968082E-2,-1.701798663E-2,9.760958672E0,9.761000816E0
8.679387800E-2,-2.758120373E-2,-1.723825186E-2,9.753911018E0,9.753965247E0
8.879387800E-2,-3.688028455E-2,-1.870350540E-2,9.751133919E0,9.751221599E0
9.079387800E-2,-3.618117422E-2,-1.807143353E-2,9.752215385E0,9.752299246E0
9.279387800E-2,-3.286759928E-2,-2.070505731E-2,9.758048058E0,9.758125377E0
9.479387800E-2,-2.680548280E-2,-1.982399076E-2,9.761094093E0,9.761151030E0
9.679387800E-2,-2.539769188E-2,-1.982399076E-2,9.760460854E0,9.760514029E0
9.879387800E-2,-3.081816435E-2,-2.303222008E-2,9.760087967E0,9.760163798E0
1.009704410E-1,-3.064578213E-2,-3.138319403E-2,9.759531975E0,9.759630548E0
1.027954410E-1,-2.718855441E-2,-2.951571904E-2,9.749725342E0,9.749807928E0
1.047954410E-1,-2.045605890E-2,-3.506068885E-2,9.747206688E0,9.747291209E0
1.067954410E-1,-1.891419478E-2,-3.240791336E-2,9.741518974E0,9.741591243E0
1.087954410E-1,-2.190215699E-2,-2.899857052E-2,9.738387108E0,9.738454913E0
1.107954410E-1,-2.063801885E-2,-2.254380286E-2,9.742830276E0,9.742878217E0
1.127954410E-1,-2.129881829E-2,-2.123178169E-2,9.746450424E0,9.746496822E0
1.147938780E-1,-2.172977477E-2,-2.885491960E-2,9.754819870E0,9.754886749E0
1.167938780E-1,-2.426762693E-2,-3.789542243E-2,9.762730598E0,9.762834308E0
1.187938780E-1,-2.715024725E-2,-3.563529998E-2,9.761763573E0,9.761866372E0
1.209704410E-1,-3.249410540E-2,-3.893929720E-2,9.760825157E0,9.760956914E0
1.227938780E-1,-2.391328663E-2,-3.580768034E-2,9.755203247E0,9.755298275E0
1.247938780E-1,-1.569638588E-2,-3.604710102E-2,9.757846832E0,9.757926038E0
1.267938780E-1,-1.344583742E-2,-3.899675608E-2,9.758823395E0,9.758910574E0
1.287938780E-1,-2.005383372E-2,-3.886268288E-2,9.759723663E0,9.759821640E0
1.307954410E-1,-1.803312637E-2,-3.231214359E-2,9.759780884E0,9.759851032E0
1.327954410E-1,-2.130839601E-2,-3.066493571E-2,9.759560585E0,9.759632022E0
1.347954410E-1,-1.886630990E-2,-3.649721295E-2,9.760604858E0,9.760691327E0
1.367938780E-1,-2.358767577E-2,-4.123773053E-2,9.760164261E0,9.760279880E0
1.387938780E-1,-2.825157903E-2,-3.742616251E-2,9.753584862E0,9.753697582E0
1.407938780E-1,-3.676536307E-2,-3.563529998E-2,9.748068810E0,9.748203275E0
1.427938780E-1,-3.488830477E-2,-4.022258893E-2,9.746374130E0,9.746519570E0
1.447938780E-1,-3.474465385E-2,-3.265691176E-2,9.753643036E0,9.753759590E0
1.467938780E-1,-3.401681781E-2,-2.752374299E-2,9.761245728E0,9.761343804E0
1.487938780E-1,-3.355713189E-2,-2.480393089E-2,9.762223244E0,9.762312430E0
1.507938780E-1,-2.418143675E-2,-2.798342891E-2,9.753881454E0,9.753951571E0
1.527938780E-1,-2.416228317E-2,-3.671747446E-2,9.753317833E0,9.753416875E0
1.547938780E-1,-1.984314434E-2,-2.828031033E-2,9.755873680E0,9.755934850E0
1.567954410E-1,-1.528458390E-2,-2.191173285E-2,9.753863335E0,9.753899922E0
1.587938780E-1,-1.608903520E-2,-2.743755095E-2,9.758708954E0,9.758760788E0
1.607938780E-1,-2.089659311E-2,-2.045605890E-2,9.758152962E0,9.758196777E0
1.627938780E-1,-2.601060644E-2,-2.039859816E-2,9.762692451E0,9.762748412E0
1.647938780E-1,-3.261860460E-2,-2.311841212E-2,9.762108803E0,9.762190672E0
1.667938780E-1,-3.332728520E-2,-2.420059033E-2,9.759666443E0,9.759753350E0
1.687938780E-1,-3.047339991E-2,-2.279280126E-2,9.756381989E0,9.756456203E0
1.707938780E-1,-3.515645489E-2,-1.606988162E-2,9.757099152E0,9.757175722E0
1.727938780E-1,-4.669651017E-2,-7.105990313E-3,9.755155563E0,9.755269916E0
1.747938780E-1,-4.149630293E-2,-8.676586673E-3,9.757530212E0,9.757622306E0
1.767938780E-1,-3.802949935E-2,-1.474828273E-2,9.753958702E0,9.754043988E0
1.787938780E-1,-3.950433061E-2,-1.612734236E-2,9.759666443E0,9.759759718E0
1.809704410E-1,-4.508760571E-2,-2.221819200E-2,9.759024620E0,9.759154066E0
1.827938780E-1,-3.754108399E-2,-1.955583878E-2,9.756429672E0,9.756521497E0
1.847938780E-1,-3.282929212E-2,-2.149035409E-2,9.751411438E0,9.751490380E0
1.867938780E-1,-2.942952700E-2,-3.082774207E-2,9.748643875E0,9.748737039E0
1.887938780E-1,-2.534980699E-2,-3.135446459E-2,9.751420975E0,9.751504332E0
1.907938780E-1,-2.725559287E-2,-2.524446324E-2,9.749112129E0,9.749182912E0
1.927938780E-1,-2.664267644E-2,-2.034113742E-2,9.754810333E0,9.754867925E0
1.947938780E-1,-2.988921292E-2,-2.216073126E-2,9.757041931E0,9.757112878E0
1.967938780E-1,-3.854664788E-2,-2.541684546E-2,9.758756638E0,9.758865865E0
1.987938780E-1,-3.680367023E-2,-2.903687768E-2,9.768151283E0,9.768263773E0
2.007938780E-1,-3.745489195E-2,-2.855803818E-2,9.765440941E0,9.765554526E0
2.027938780E-1,-3.575022146E-2,-2.941995114E-2,9.754839897E0,9.754949771E0
2.047938780E-1,-3.736870363E-2,-3.418920189E-2,9.755778313E0,9.755909789E0
2.067938780E-1,-4.091211781E-2,-3.996401653E-2,9.750875473E0,9.751043196E0
2.087938780E-1,-3.996401653E-2,-3.681324422E-2,9.747092247E0,9.747243693E0
2.107938780E-1,-3.117250651E-2,-3.364332020E-2,9.748106956E0,9.748214854E0
2.127938780E-1,-3.818272799E-2,-3.250367939E-2,9.754830360E0,9.754959240E0
2.147938780E-1,-3.643017262E-2,-3.055001423E-2,9.757884979E0,9.758000806E0
2.167938780E-1,-3.379655257E-2,-2.419101261E-2,9.763678551E0,9.763767011E0
2.187938780E-1,-3.303998336E-2,-2.080082521E-2,9.766935349E0,9.767013383E0
2.207938780E-1,-2.838565409E-2,-1.871308126E-2,9.764225006E0,9.764284198E0
2.227938780E-1,-2.953487262E-2,-2.347275428E-2,9.765001297E0,9.765074173E0
2.247938780E-1,-2.870169096E-2,-2.708321065E-2,9.765028954E0,9.765108691E0
2.267938780E-1,-2.871126682E-2,-3.109589219E-2,9.766149521E0,9.766241230E0
2.287938780E-1,-2.611595206E-2,-3.394020349E-2,9.770459175E0,9.770553028E0
2.307938780E-1,-2.557964996E-2,-2.938164398E-2,9.776052475E0,9.776130093E0
2.327938780E-1,-3.032974713E-2,-2.498588897E-2,9.777890205E0,9.777969168E0
2.347938780E-1,-4.020343348E-2,-2.663310058E-2,9.769826889E0,9.769945910E0
2.367938780E-1,-3.671747446E-2,-2.841438539E-2,9.764301300E0,9.764411679E0
2.387954410E-1,-3.126827255E-2,-2.849100158E-2,9.763411522E0,9.763503162E0
2.407938780E-1,-3.059789911E-2,-2.452620305E-2,9.753919601E0,9.753998429E0
2.427938780E-1,-2.693955787E-2,-2.129881829E-2,9.742562294E0,9.742622821E0
2.447938780E-1,-2.195004001E-2,-2.224692143E-2,9.745109558E0,9.745159672E0
2.467938780E-1,-1.324472390E-2,-2.007298730E-2,9.746067047E0,9.746096718E0
2.487938780E-1,-1.220085099E-2,-2.112643607E-2,9.750693321E0,9.750723841E0
2.507938780E-1,-1.436521020E-2,-2.342486940E-2,9.758622169E0,9.758660857E0
2.527938780E-1,-2.084870823E-2,-2.493800595E-2,9.760978699E0,9.761032821E0
2.547938780E-1,-2.211284637E-2,-2.447831817E-2,9.762337685E0,9.762393417E0
2.567954410E-1,-1.924938150E-2,-2.111686021E-2,9.764377594E0,9.764419402E0
2.587938780E-1,-1.571553946E-2,-1.875138842E-2,9.767778397E0,9.767809038E0
2.611626280E-1,-2.136585675E-2,-1.811931841E-2,9.768621445E0,9.768661615E0
2.627938780E-1,-2.402820811E-2,-2.382709458E-2,9.771427155E0,9.771485748E0
2.647938780E-1,-2.033155970E-2,-2.452620305E-2,9.769147873E0,9.769199817E0
2.667938780E-1,-2.184469625E-2,-2.435381897E-2,9.766868591E0,9.766923383E0
2.687938780E-1,-2.752374299E-2,-2.283110842E-2,9.764865875E0,9.764931355E0
2.707954410E-1,-3.706223890E-2,-2.408566885E-2,9.765288353E0,9.765388387E0
2.727938780E-1,-3.985866904E-2,-2.189257927E-2,9.765211105E0,9.765316991E0
2.747938780E-1,-3.975332528E-2,-2.054224908E-2,9.761677742E0,9.761780301E0
2.767970030E-1,-3.866156936E-2,-1.787989773E-2,9.753863335E0,9.753956344E0
2.787938780E-1,-3.299209848E-2,-2.243845724E-2,9.752838135E0,9.752919750E0
2.807938780E-1,-2.851015516E-2,-2.902730182E-2,9.758900642E0,9.758985458E0
2.827938780E-1,-3.162261471E-2,-2.104982175E-2,9.754082680E0,9.754156653E0
2.847938780E-1,-3.898717836E-2,-1.677856594E-2,9.755098343E0,9.755190680E0
2.867938780E-1,-3.794331104E-2,-9.988609701E-3,9.755491257E0,9.755570159E0
2.887938780E-1,-3.608540818E-2,-7.671022322E-3,9.756420135E0,9.756489884E0
2.907938780E-1,-3.045424633E-2,-3.265690990E-3,9.756946564E0,9.756994638E0
2.927938780E-1,-2.508165687E-2,-1.158793643E-2,9.757463455E0,9.757502572E0
2.947938780E-1,-2.888364904E-2,-1.125274785E-2,9.756361961E0,9.756411205E0
2.967938780E-1,-3.063620627E-2,-4.855440930E-3,9.755931854E0,9.755981165E0
2.987938780E-1,-2.648944780E-2,-3.409343306E-3,9.757865906E0,9.757902456E0
3.007938780E-1,-3.099054657E-2,-8.465897292E-3,9.762769699E0,9.762822557E0
3.027938780E-1,-3.841257095E-2,-1.292868890E-2,9.763947487E0,9.764031606E0
3.047938780E-1,-4.324885830E-2,-1.742021181E-2,9.767710686E0,9.767821966E0
3.067938780E-1,-3.548207134E-2,-2.181596495E-2,9.769625664E0,9.769714455E0
3.087938780E-1,-2.780146897E-2,-1.521754637E-2,9.760211945E0,9.760263403E0
3.107938780E-1,-2.980302274E-2,-1.375229470E-2,9.754015923E0,9.754071148E0
3.127938780E-1,-3.632482886E-2,-1.032379828E-2,9.750396729E0,9.750469857E0
3.147938780E-1,-3.683239594E-2,-3.016694076E-2,9.754437447E0,9.754553632E0
3.167938780E-1,-3.417004645E-2,-2.649902552E-2,9.758661270E0,9.758757071E0
3.187938780E-1,-2.179681137E-2,-2.409524471E-2,9.761993408E0,9.762047479E0
3.209423160E-1,-2.755247243E-2,-1.993891224E-2,9.755270958E0,9.755330244E0
3.230798160E-1,-2.971683070E-2,-2.467943169E-2,9.756055832E0,9.756132305E0
3.248313780E-1,-3.566402942E-2,-2.840480767E-2,9.763248444E0,9.763354901E0
3.267954410E-1,-4.205175862E-2,-3.415089473E-2,9.763909340E0,9.764059618E0
3.287954410E-1,-4.801810905E-2,-3.252283484E-2,9.763199806E0,9.763372057E0
3.307954410E-1,-4.909071326E-2,-3.004244156E-2,9.768027306E0,9.768196860E0
3.327954410E-1,-4.294240102E-2,-3.044467047E-2,9.761524200E0,9.761666131E0
3.347954410E-1,-4.625597596E-2,-2.892195620E-2,9.764608383E0,9.764760774E0
3.367954410E-1,-4.366066307E-2,-2.547430620E-2,9.759866714E0,9.759997617E0
3.387938780E-1,-4.333505407E-2,-2.081040107E-2,9.751803398E0,9.751921888E0
3.409704410E-1,-3.985866904E-2,-2.208411507E-2,9.750636101E0,9.750742576E0
3.427954410E-1,-3.188119084E-2,-3.386358917E-2,9.747129440E0,9.747240403E0
3.447938780E-1,-2.233311348E-2,-3.660255298E-2,9.741757393E0,9.741851755E0
3.467938780E-1,-2.941995114E-2,-3.916914016E-2,9.742170334E0,9.742293496E0
3.487954410E-1,-3.699520603E-2,-4.105577245E-2,9.747350693E0,9.747507361E0
3.507954410E-1,-3.347093984E-2,-3.545333818E-2,9.750213623E0,9.750335530E0
3.527938780E-1,-2.834734693E-2,-2.436339483E-2,9.753863335E0,9.753934955E0
3.547954410E-1,-3.525222465E-2,-2.138501033E-2,9.756496429E0,9.756583552E0
3.567938780E-1,-3.239833936E-2,-2.251507156E-2,9.762817383E0,9.762897102E0
3.587938780E-1,-3.488830477E-2,-2.370259725E-2,9.762118340E0,9.762209457E0
3.607938780E-1,-4.063438997E-2,-3.087562509E-2,9.761141777E0,9.761275186E0
3.627938780E-1,-3.821146116E-2,-2.398032323E-2,9.763276100E0,9.763380325E0
3.647938780E-1,-4.128561541E-2,-2.023579180E-2,9.765527725E0,9.765635962E0
3.667938780E-1,-3.853707016E-2,-1.942176372E-2,9.766638756E0,9.766734096E0
3.687938780E-1,-4.227202758E-2,-1.666364260E-2,9.767778397E0,9.767884080E0
3.707938780E-1,-4.186980054E-2,-1.701798663E-2,9.765690804E0,9.765795388E0
3.727938780E-1,-4.142926633E-2,-1.742021181E-2,9.766734123E0,9.766837527E0
3.747938780E-1,-3.598963842E-2,-2.024536952E-2,9.766274452E0,9.766361749E0
3.767938780E-1,-3.032016940E-2,-2.163400687E-2,9.766715050E0,9.766786074E0
3.787938780E-1,-2.631706372E-2,-1.448970847E-2,9.764626503E0,9.764672718E0
3.807938780E-1,-3.231214359E-2,-1.010353118E-2,9.766848564E0,9.766907240E0
3.827938780E-1,-3.542460874E-2,-1.659660600E-2,9.771091461E0,9.771169771E0
3.847938780E-1,-3.692816570E-2,-2.143289335E-2,9.762022018E0,9.762115393E0
3.867938780E-1,-3.118208237E-2,-2.449747175E-2,9.755443573E0,9.755524166E0
3.887954410E-1,-3.407428041E-2,-1.663491316E-2,9.761333466E0,9.761407112E0
3.907938780E-1,-3.598963842E-2,-2.266830206E-2,9.767068863E0,9.767161475E0
3.927938780E-1,-3.161304072E-2,-2.658521570E-2,9.774730682E0,9.774817956E0
3.947938780E-1,-3.762727231E-2,-2.103066817E-2,9.776694298E0,9.776789324E0
3.967954410E-1,-4.040454701E-2,-1.844492927E-2,9.779336929E0,9.779437792E0
3.987938780E-1,-4.072058201E-2,-1.742021181E-2,9.781492233E0,9.781592505E0
4.007938780E-1,-4.119942337E-2,-1.437478699E-2,9.774730682E0,9.774828077E0
4.027938780E-1,-3.890099004E-2,-1.453759335E-2,9.769885063E0,9.769973325E0
4.047938780E-1,-4.095042497E-2,-2.048478834E-2,9.773811340E0,9.773918594E0
4.067938780E-1,-3.612371534E-2,-2.157654613E-2,9.772068024E0,9.772158612E0
4.087954410E-1,-3.057874553E-2,-1.789905131E-2,9.769885063E0,9.769949313E0
4.107938780E-1,-2.745670453E-2,-1.464293804E-2,9.768209457E0,9.768259020E0
4.127938780E-1,-2.292687632E-2,-2.052309550E-2,9.766647339E0,9.766695812E0
4.147938780E-1,-1.825339347E-2,-2.177765779E-2,9.763678551E0,9.763719900E0
4.167938780E-1,-2.095405385E-2,-2.352063730E-2,9.760154724E0,9.760205558E0
4.187938780E-1,-1.382890902E-2,-2.267787978E-2,9.756888390E0,9.756924545E0
4.209704410E-1,-2.619256638E-2,-1.555273402E-2,9.761284828E0,9.761332360E0
4.227938780E-1,-3.337517008E-2,-1.437478699E-2,9.760087967E0,9.760155617E0
4.247954410E-1,-2.613510564E-2,-2.106897533E-2,9.762405396E0,9.762463114E0
4.267938780E-1,-2.504334971E-2,-2.488054521E-2,9.767979622E0,9.768043412E0
4.287938780E-1,-3.196737915E-2,-1.956541650E-2,9.773198128E0,9.773269993E0
4.307938780E-1,-3.390189633E-2,-2.168188989E-2,9.770689011E0,9.770771883E0
4.327938780E-1,-3.610455990E-2,-2.193088643E-2,9.771302223E0,9.771393536E0
4.347938780E-1,-3.622906283E-2,-2.217030711E-2,9.768342972E0,9.768435314E0
4.367938780E-1,-3.860410675E-2,-2.282153070E-2,9.767203331E0,9.767306282E0
4.387938780E-1,-3.743573651E-2,-2.363555878E-2,9.762941360E0,9.763041743E0
4.407938780E-1,-3.494576737E-2,-1.861731149E-2,9.760739326E0,9.760819638E0
4.427938780E-1,-2.247676440E-2,-1.700840890E-2,9.762156487E0,9.762197179E0
4.447938780E-1,-2.156696841E-2,-2.038902044E-2,9.764492989E0,9.764538093E0
4.467938780E-1,-2.538811415E-2,-1.709460095E-2,9.764435768E0,9.764483737E0
4.487938780E-1,-2.353021502E-2,-1.399171446E-2,9.760652542E0,9.760690933E0
4.507938780E-1,-2.551261336E-2,-9.279925376E-3,9.755146027E0,9.755183802E0
4.527938780E-1,-3.275267780E-2,-1.019929908E-2,9.757846832E0,9.757907130E0
4.547938780E-1,-3.693774343E-2,-1.212423667E-2,9.755328178E0,9.755405643E0
4.567938780E-1,-3.149811924E-2,-1.625183970E-2,9.751152039E0,9.751216454E0
4.587938780E-1,-2.496673539E-2,-1.731486619E-2,9.748203278E0,9.748250627E0
4.607938780E-1,-2.425805107E-2,-1.431732625E-2,9.747178078E0,9.747218779E0
4.627938780E-1,-2.473689243E-2,-1.357033569E-2,9.746948242E0,9.746989079E0
4.647938780E-1,-3.166092187E-2,-1.644337736E-2,9.739554405E0,9.739619747E0
4.668595030E-1,-3.391147405E-2,-1.717121527E-2,9.739928246E0,9.740002416E0
4.687938780E-1,-2.714067139E-2,-2.444000915E-2,9.748404503E0,9.748472920E0
4.709704410E-1,-2.578076348E-2,-2.040817402E-2,9.753403664E0,9.753459087E0
4.727938780E-1,-2.246718854E-2,-2.114558965E-2,9.761897087E0,9.761945843E0
4.747938780E-1,-1.606030390E-2,-2.969767712E-2,9.756888390E0,9.756946804E0
4.767938780E-1,-2.788766101E-2,-2.558922768E-2,9.758996010E0,9.759069405E0
4.787938780E-1,-3.201526776E-2,-2.723643929E-2,9.757884979E0,9.757975511E0
4.807938780E-1,-3.371993452E-2,-2.393244021E-2,9.753757477E0,9.753845124E0
4.829391910E-1,-2.913264744E-2,-2.334825508E-2,9.754274368E0,9.754345816E0
4.847938780E-1,-2.959233336E-2,-2.627875656E-2,9.755270958E0,9.755351236E0
4.867938780E-1,-3.069366701E-2,-2.486139163E-2,9.752167702E0,9.752247693E0
4.887938780E-1,-3.072239645E-2,-2.473689243E-2,9.746000290E0,9.746080106E0
4.907938780E-1,-2.928587608E-2,-2.247676440E-2,9.746344566E0,9.746414483E0
4.927938780E-1,-3.457227349E-2,-2.860592306E-2,9.755499840E0,9.755603040E0
4.947938780E-1,-4.254975170E-2,-2.646071650E-2,9.756467819E0,9.756596484E0
4.967938780E-1,-4.358404875E-2,-1.598368958E-2,9.758661270E0,9.758771687E0
4.987954410E-1,-4.270298034E-2,-6.732495502E-3,9.753614426E0,9.753710229E0
5.009704410E-1,-3.425623849E-2,-1.354160532E-2,9.750654221E0,9.750723798E0
5.027938780E-1,-3.421793133E-2,-2.226607502E-2,9.751172066E0,9.751257524E0
5.047954410E-1,-4.198472202E-2,-2.834734693E-2,9.747590065E0,9.747721701E0
5.067938780E-1,-4.771165177E-2,-2.494758181E-2,9.745080948E0,9.745229677E0
5.087938780E-1,-5.210740492E-2,-2.450704761E-2,9.750760078E0,9.750930104E0
5.107938780E-1,-4.073973373E-2,-2.301306650E-2,9.756496429E0,9.756608627E0
5.127938780E-1,-3.806780651E-2,-1.680729724E-2,9.758737564E0,9.758826286E0
5.147938780E-1,-3.038720787E-2,-1.864604466E-2,9.758201599E0,9.758266727E0
5.167938780E-1,-3.388274461E-2,-1.738190465E-2,9.761543274E0,9.761617553E0
5.187938780E-1,-3.782838956E-2,-1.406832878E-2,9.756180763E0,9.756264244E0
5.207938780E-1,-4.237736762E-2,-2.130839601E-2,9.747934341E0,9.748049744E0
5.227938780E-1,-4.946420714E-2,-2.666183002E-2,9.751267433E0,9.751429337E0
5.247938780E-1,-4.888959974E-2,-2.822284959E-2,9.751640320E0,9.751803713E0
5.267938780E-1,-4.454172775E-2,-2.686294354E-2,9.759178162E0,9.759316778E0
5.287938780E-1,-3.204399347E-2,-2.768654749E-2,9.761936188E0,9.762028042E0
5.307938780E-1,-2.837607823E-2,-2.702574991E-2,9.761322975E0,9.761401632E0
5.327938780E-1,-3.519476205E-2,-2.536896057E-2,9.765451431E0,9.765547804E0
5.347938780E-1,-3.429454565E-2,-1.724782959E-2,9.766407967E0,9.766483409E0
5.367938780E-1,-3.081816435E-2,-1.686475798E-2,9.767778397E0,9.767841572E0
5.387938780E-1,-3.390189633E-2,-2.050394192E-2,9.762701988E0,9.762782383E0
5.407938780E-1,-3.107673861E-2,-2.085828595E-2,9.762586594E0,9.762658338E0
5.427938780E-1,-3.168007731E-2,-2.749501169E-2,9.759034157E0,9.759124309E0
5.447938780E-1,-2.329079434E-2,-3.246537223E-2,9.760719299E0,9.760801079E0
5.467938780E-1,-2.310883440E-2,-3.147896379E-2,9.757128716E0,9.757206860E0
5.487938780E-1,-2.491885237E-2,-3.569275886E-2,9.756917953E0,9.757015060E0
5.507938780E-1,-2.503377385E-2,-3.688985854E-2,9.755835533E0,9.755937397E0
5.527938780E-1,-2.303222008E-2,-2.261084132E-2,9.754322052E0,9.754375450E0
5.547938780E-1,-2.068590373E-2,-2.063801885E-2,9.752703667E0,9.752747441E0
5.567938780E-1,-2.413355187E-2,-2.286941558E-2,9.757358551E0,9.757415197E0
5.587938780E-1,-1.784159057E-2,-2.871126682E-2,9.756314278E0,9.756372837E0
5.607938780E-1,-1.578257792E-2,-3.000413440E-2,9.759972572E0,9.760031452E0
5.627938780E-1,-1.927811280E-2,-3.200568631E-2,9.761620522E0,9.761692026E0
5.647954410E-1,-2.188300341E-2,-4.323928431E-2,9.757281303E0,9.757401649E0
5.667938780E-1,-1.555273402E-2,-4.233906046E-2,9.757406235E0,9.757510487E0
5.687938780E-1,-1.780328341E-2,-3.117250651E-2,9.755423546E0,9.755489595E0
5.707938780E-1,-2.232353576E-2,-1.832043007E-2,9.756745338E0,9.756788077E0
5.727938780E-1,-2.503377385E-2,-1.312980149E-2,9.764158249E0,9.764199168E0
5.747938780E-1,-3.016694076E-2,-1.521754637E-2,9.765718460E0,9.765776910E0
5.767938780E-1,-2.541684546E-2,-1.657745242E-2,9.764445305E0,9.764492457E0
5.787938780E-1,-1.436521020E-2,-1.139640063E-2,9.761026382E0,9.761043606E0
5.809704410E-1,-1.055364124E-2,-1.859815791E-2,9.760538101E0,9.760561526E0
5.827938780E-1,-8.609549142E-3,-2.338656224E-2,9.759235382E0,9.759267201E0
5.847938780E-1,-5.401318893E-3,-2.698744275E-2,9.759244919E0,9.759283728E0
5.867938780E-1,-1.249773335E-2,-2.764824033E-2,9.765306473E0,9.765353610E0
5.887938780E-1,-9.107543156E-3,-3.350924700E-2,9.765182495E0,9.765244236E0
5.907938780E-1,-1.803312637E-2,-3.649721295E-2,9.768533707E0,9.768618532E0
5.927938780E-1,-2.192131057E-2,-3.476380929E-2,9.765182495E0,9.765268979E0
5.947938780E-1,-2.392286249E-2,-3.130657971E-2,9.766331673E0,9.766411150E0
5.967938780E-1,-2.279280126E-2,-2.700659633E-2,9.766236305E0,9.766300243E0
5.987938780E-1,-2.932418324E-2,-2.487096749E-2,9.766101837E0,9.766177531E0
6.007938780E-1,-3.131615743E-2,-2.634579502E-2,9.770996094E0,9.771081796E0
6.027938780E-1,-2.765781805E-2,-1.992933452E-2,9.766543388E0,9.766602884E0
6.047938780E-1,-2.014960162E-2,-1.899080910E-2,9.770536423E0,9.770575656E0
6.067938780E-1,-2.538811415E-2,-2.269703336E-2,9.767433167E0,9.767492533E0
6.087938780E-1,-2.571372688E-2,-2.921883762E-2,9.768659592E0,9.768737132E0
6.107938780E-1,-2.285026200E-2,-3.036805429E-2,9.765881538E0,9.765955487E0
6.127938780E-1,-2.009214088E-2,-2.822284959E-2,9.769042015E0,9.769103445E0
6.147938780E-1,-2.863465250E-2,-3.073197417E-2,9.768420219E0,9.768510530E0
6.167938780E-1,-3.335601836E-2,-2.824200317E-2,9.768591881E0,9.768689655E0
