"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.012948360E-1,6.725791097E-2,-6.042007357E-2,9.749496460E0,9.749915663E0
1.032963990E-1,6.674076617E-2,-5.736507475E-2,9.741833687E0,9.742231195E0
1.052963990E-1,6.366661191E-2,-5.882074684E-2,9.743644714E0,9.744030256E0
1.074401490E-1,5.855259672E-2,-6.485413015E-2,9.752991676E0,9.753383059E0
1.092948360E-1,7.306145877E-2,-7.124187052E-2,9.753164291E0,9.753698123E0
1.112948360E-1,7.421068102E-2,-7.438305765E-2,9.755538940E0,9.756104760E0
1.132948360E-1,7.320510596E-2,-7.552269846E-2,9.755146027E0,9.755713027E0
1.152948360E-1,7.949706912E-2,-8.085697889E-2,9.745989799E0,9.746649414E0
1.172948360E-1,8.307879418E-2,-7.991845161E-2,9.748786926E0,9.749468477E0
1.192948360E-1,9.282799065E-2,-8.737878501E-2,9.749869347E0,9.750702763E0
1.212963990E-1,9.648633003E-2,-8.591353893E-2,9.751008987E0,9.751864797E0
1.232963990E-1,8.876742423E-2,-8.217857778E-2,9.752838135E0,9.753588296E0
1.252963990E-1,8.676587045E-2,-7.519709319E-2,9.746507645E0,9.747183911E0
1.272963990E-1,8.292556554E-2,-8.245630562E-2,9.745702744E0,9.746404345E0
1.292948360E-1,7.533115894E-2,-8.539638668E-2,9.737773895E0,9.738439699E0
1.312948360E-1,7.378929853E-2,-8.117301017E-2,9.734364510E0,9.734982605E0
1.332948360E-1,6.779421121E-2,-8.487924188E-2,9.730073929E0,9.730680305E0
1.352948360E-1,6.558196992E-2,-8.073247969E-2,9.733473778E0,9.734029510E0
1.372948360E-1,6.824432313E-2,-7.755298167E-2,9.735398293E0,9.735946367E0
1.394432740E-1,6.417418271E-2,-7.638461143E-2,9.735073090E0,9.735584266E0
1.415792110E-1,6.260358542E-2,-7.676768303E-2,9.737428665E0,9.737932506E0
1.433401490E-1,6.906793267E-2,-8.701486886E-2,9.749295235E0,9.749928181E0
1.452948360E-1,7.512047887E-2,-7.936299592E-2,9.755547523E0,9.756159544E0
1.472948360E-1,8.298303187E-2,-7.559931278E-2,9.760365486E0,9.761011006E0
1.492948360E-1,7.649953663E-2,-8.251377195E-2,9.767519951E0,9.768168032E0
1.512948360E-1,7.706456631E-2,-9.067320824E-2,9.772164345E0,9.772888854E0
1.532948360E-1,8.414182067E-2,-9.154469520E-2,9.777344704E0,9.778135289E0
1.552948360E-1,9.043378383E-2,-9.243533760E-2,9.772825241E0,9.773680768E0
1.572948360E-1,9.328767657E-2,-9.311529249E-2,9.769980431E0,9.770869494E0
1.594713990E-1,9.627564251E-2,-8.689995110E-2,9.766943932E0,9.767804992E0
1.612948360E-1,1.011885405E-1,-8.674672246E-2,9.761457443E0,9.762367312E0
1.632948360E-1,1.027399823E-1,-7.773493975E-2,9.760106087E0,9.760956359E0
1.652948360E-1,1.014566869E-1,-7.732313871E-2,9.761284828E0,9.762118306E0
1.672948360E-1,9.789411724E-2,-8.810661733E-2,9.761590958E0,9.762479401E0
1.692948360E-1,8.971552551E-2,-8.816408366E-2,9.759474754E0,9.760285306E0
1.712948360E-1,9.402508289E-2,-7.819462568E-2,9.761936188E0,9.762702149E0
1.732948360E-1,1.011215076E-1,-7.491935790E-2,9.767481804E0,9.768292546E0
1.752948360E-1,9.617029876E-2,-7.148128748E-2,9.762194633E0,9.762930009E0
1.772948360E-1,9.036675096E-2,-7.804139704E-2,9.761811256E0,9.762541453E0
1.792948360E-1,9.382397681E-2,-7.478528470E-2,9.764291763E0,9.765028900E0
1.812948360E-1,9.205226600E-2,-7.286992669E-2,9.770344734E0,9.771050090E0
1.832948360E-1,9.025183320E-2,-7.393294573E-2,9.770506859E0,9.771203393E0
1.852948360E-1,9.607452154E-2,-7.990887761E-2,9.777019501E0,9.777818062E0
1.872948360E-1,9.948386997E-2,-8.197746426E-2,9.782574654E0,9.783423951E0
1.892948360E-1,9.754935652E-2,-7.983226329E-2,9.782986641E0,9.783798684E0
1.912948360E-1,1.015907675E-1,-7.860642672E-2,9.774960518E0,9.775804457E0
1.932948360E-1,1.011789590E-1,-6.947015226E-2,9.770249367E0,9.771020211E0
1.952948360E-1,9.534668922E-2,-7.183562219E-2,9.768533707E0,9.769263131E0
1.972948360E-1,1.005564705E-1,-7.878839225E-2,9.769799232E0,9.770634384E0
1.992948360E-1,9.549991786E-2,-8.145074546E-2,9.767499924E0,9.768306364E0
2.012948360E-1,9.135315567E-2,-8.077079058E-2,9.769961357E0,9.770722299E0
2.032948360E-1,9.383355081E-2,-7.259219140E-2,9.763276100E0,9.763996854E0
2.052948360E-1,8.825027198E-2,-7.077260315E-2,9.761917114E0,9.762572541E0
2.072948360E-1,8.305964619E-2,-6.460513920E-2,9.761917114E0,9.762484237E0
2.092948360E-1,8.269572258E-2,-6.619488448E-2,9.758392334E0,9.758967225E0
2.112948360E-1,7.796478271E-2,-7.190266252E-2,9.761159897E0,9.761736067E0
2.132948360E-1,7.923850417E-2,-7.810843736E-2,9.760499954E0,9.761134105E0
2.152948360E-1,8.238926530E-2,-7.656657696E-2,9.756879807E0,9.757528068E0
2.172948360E-1,8.210196346E-2,-7.321469486E-2,9.755970001E0,9.756590172E0
2.192948360E-1,8.057925105E-2,-8.389282972E-2,9.754102707E0,9.754796289E0
2.212948360E-1,8.156566322E-2,-8.550173044E-2,9.754217148E0,9.754932889E0
2.232948360E-1,8.445785940E-2,-8.496543020E-2,9.753738403E0,9.754474107E0
2.252948360E-1,8.465897292E-2,-8.606676757E-2,9.750845909E0,9.751593233E0
2.272948360E-1,8.347144723E-2,-8.990705758E-2,9.747723579E0,9.748495563E0
2.292948360E-1,8.051221818E-2,-8.764693141E-2,9.745166779E0,9.745893481E0
2.312948360E-1,7.272627205E-2,-8.259038627E-2,9.735523224E0,9.736145168E0
2.332948360E-1,7.362648845E-2,-7.999506593E-2,9.727450371E0,9.728057914E0
2.352948360E-1,6.924030930E-2,-8.256165683E-2,9.732506752E0,9.733103222E0
2.372948360E-1,6.908708066E-2,-7.581000775E-2,9.741720200E0,9.742260140E0
2.394713990E-1,7.335833460E-2,-7.616434246E-2,9.747848511E0,9.748422080E0
2.412948360E-1,7.716991007E-2,-8.152735978E-2,9.753191948E0,9.753837967E0
2.432948360E-1,8.006210625E-2,-7.996633649E-2,9.750769615E0,9.751426185E0
2.452948360E-1,8.021533489E-2,-7.897992432E-2,9.752080917E0,9.752730620E0
2.472948360E-1,7.717949152E-2,-7.846277952E-2,9.760709763E0,9.761330245E0
2.492948360E-1,7.147171348E-2,-7.378929853E-2,9.770450592E0,9.770990627E0
2.512948360E-1,6.924989074E-2,-7.397124916E-2,9.777277946E0,9.777802991E0
2.532948360E-1,6.607038528E-2,-7.359776646E-2,9.775353432E0,9.775853755E0
2.552948360E-1,6.675034016E-2,-7.987056673E-2,9.773944855E0,9.774499114E0
2.572948360E-1,7.021714747E-2,-7.547481358E-2,9.764282227E0,9.764826383E0
2.592948360E-1,7.449797541E-2,-7.178774476E-2,9.759407997E0,9.759956346E0
2.612948360E-1,6.654923409E-2,-7.765832543E-2,9.757616997E0,9.758152954E0
2.632948360E-1,6.677907705E-2,-7.971733809E-2,9.751248360E0,9.751802852E0
2.652948360E-1,6.461471319E-2,-8.354806155E-2,9.744381905E0,9.744954286E0
2.672948360E-1,6.313988566E-2,-8.664137125E-2,9.739803314E0,9.740393317E0
2.692963990E-1,6.251739711E-2,-8.643067628E-2,9.735466003E0,9.736050379E0
2.712948360E-1,5.847598240E-2,-8.675629646E-2,9.732180595E0,9.732742945E0
2.732948360E-1,6.304412335E-2,-8.915049583E-2,9.738625526E0,9.739237625E0
2.752963990E-1,6.952761859E-2,-9.097966552E-2,9.745846748E0,9.746519391E0
2.772948360E-1,7.773493975E-2,-8.755116910E-2,9.750961304E0,9.751664180E0
2.792948360E-1,7.151001692E-2,-8.505161852E-2,9.752819061E0,9.753452061E0
2.812948360E-1,6.918285042E-2,-9.175538272E-2,9.755759239E0,9.756436012E0
2.832948360E-1,6.914454699E-2,-8.497500420E-2,9.759628296E0,9.760243142E0
2.852948360E-1,6.321649998E-2,-7.829039544E-2,9.759791374E0,9.760310107E0
2.872948360E-1,6.299623847E-2,-7.658572495E-2,9.754792213E0,9.755296255E0
2.892948360E-1,6.875190139E-2,-7.967903465E-2,9.750663757E0,9.751231680E0
2.912948360E-1,7.399041206E-2,-8.166143298E-2,9.748720169E0,9.749342958E0
2.932948360E-1,7.447882742E-2,-8.356721699E-2,9.750118256E0,9.750760820E0
2.952948360E-1,6.943184882E-2,-7.778282464E-2,9.748815536E0,9.749373073E0
2.972963990E-1,5.984546617E-2,-7.614518702E-2,9.749907494E0,9.750388490E0
2.992948360E-1,5.980715901E-2,-7.158663124E-2,9.755280495E0,9.755726476E0
3.012948360E-1,6.139690802E-2,-7.121313363E-2,9.752570152E0,9.753023401E0
3.032948360E-1,7.144297659E-2,-7.241023332E-2,9.752359390E0,9.752889880E0
3.052948360E-1,7.045656443E-2,-7.014053315E-2,9.744410515E0,9.744917655E0
3.072948360E-1,6.798575073E-2,-6.998730451E-2,9.741413116E0,9.741901754E0
3.092948360E-1,6.853163242E-2,-7.375099510E-2,9.743375778E0,9.743895902E0
3.112948360E-1,7.427770644E-2,-7.186435908E-2,9.746623039E0,9.747170991E0
3.132948360E-1,8.619125932E-2,-6.939353794E-2,9.750012398E0,9.750640295E0
3.152948360E-1,8.780974150E-2,-7.285077125E-2,9.748298645E0,9.748966317E0
3.172948360E-1,8.486008644E-2,-8.148904890E-2,9.754312515E0,9.755022006E0
3.194713990E-1,8.003336936E-2,-8.087613434E-2,9.759140015E0,9.759803283E0
3.212948360E-1,8.237011731E-2,-7.970776409E-2,9.761677742E0,9.762350665E0
3.234401490E-1,8.000464737E-2,-8.811619878E-2,9.758631706E0,9.759357458E0
3.252948360E-1,7.999506593E-2,-9.527007490E-2,9.761198044E0,9.761990722E0
3.272948360E-1,8.757989854E-2,-9.590214491E-2,9.762434006E0,9.763297864E0
3.292948360E-1,8.952398598E-2,-9.444647282E-2,9.760470390E0,9.761337865E0
3.312948360E-1,9.783665836E-2,-8.325118572E-2,9.755222321E0,9.756068127E0
3.332948360E-1,9.399636090E-2,-8.066544682E-2,9.754006386E0,9.754792812E0
3.352948360E-1,8.956229687E-2,-8.193915337E-2,9.753738403E0,9.754493748E0
3.372948360E-1,8.754158765E-2,-7.645164430E-2,9.753891945E0,9.754584382E0
3.392948360E-1,8.956229687E-2,-8.061756194E-2,9.759800911E0,9.760544781E0
3.412948360E-1,8.891107142E-2,-9.120950848E-2,9.764071465E0,9.764902248E0
3.432948360E-1,8.783847094E-2,-9.374736249E-2,9.767241478E0,9.768086315E0
3.452948360E-1,8.401732892E-2,-9.245449305E-2,9.767280579E0,9.768079476E0
3.472948360E-1,8.770439774E-2,-9.264602512E-2,9.772747993E0,9.773580648E0
3.492948360E-1,9.233956784E-2,-9.645759314E-2,9.779059410E0,9.779971043E0
3.512948360E-1,9.321106225E-2,-9.267476201E-2,9.780169487E0,9.781052710E0
3.532948360E-1,9.261730313E-2,-9.119992703E-2,9.780390739E0,9.781254439E0
3.552948360E-1,9.668743610E-2,-9.211929888E-2,9.781731606E0,9.782643182E0
3.572948360E-1,1.022707224E-1,-9.637140483E-2,9.785618782E0,9.786627698E0
3.592948360E-1,1.059673727E-1,-9.363243729E-2,9.782889366E0,9.783911307E0
3.612948360E-1,1.029889807E-1,-8.905472606E-2,9.782727242E0,9.783674655E0
3.632948360E-1,1.046840772E-1,-8.276276290E-2,9.782075882E0,9.782986098E0
3.652948360E-1,1.025771797E-1,-7.500555366E-2,9.779192924E0,9.780018516E0
3.672948360E-1,1.054693758E-1,-6.993941963E-2,9.778379440E0,9.779198320E0
3.692948360E-1,1.041190401E-1,-7.254431397E-2,9.773074150E0,9.773897984E0
3.712948360E-1,1.035156995E-1,-7.386591285E-2,9.772872925E0,9.773700265E0
3.732948360E-1,1.037551239E-1,-7.634630799E-2,9.769454002E0,9.770303239E0
3.752948360E-1,1.051150262E-1,-7.527370751E-2,9.770813942E0,9.771669273E0
3.772948360E-1,1.016673818E-1,-7.770621032E-2,9.767068863E0,9.767907078E0
3.792948360E-1,9.886137396E-2,-7.455544174E-2,9.765096664E0,9.765881678E0
3.812948360E-1,9.679278731E-2,-7.530242950E-2,9.763085365E0,9.763855547E0
3.832948360E-1,9.291417897E-2,-7.121313363E-2,9.759446144E0,9.760148226E0
3.852948360E-1,8.961018175E-2,-6.756436825E-2,9.756936073E0,9.757581487E0
3.872948360E-1,9.422620386E-2,-7.132805884E-2,9.754494667E0,9.755210530E0
3.892948360E-1,9.426451474E-2,-8.415139467E-2,9.761533737E0,9.762351569E0
3.912948360E-1,9.736739099E-2,-9.175538272E-2,9.762118340E0,9.763035078E0
3.932948360E-1,9.443689138E-2,-9.350794554E-2,9.759140015E0,9.760044871E0
3.952948360E-1,9.112331271E-2,-1.022707224E-1,9.762568474E0,9.763529381E0
3.972948360E-1,8.715851605E-2,-9.647675604E-2,9.763459206E0,9.764324863E0
3.994713990E-1,7.955453545E-2,-8.627744764E-2,9.758287430E0,9.758993098E0
4.012963990E-1,8.320330083E-2,-8.827900887E-2,9.755395889E0,9.756150108E0
4.032948360E-1,8.615295589E-2,-8.350975811E-2,9.753833771E0,9.754571720E0
4.052948360E-1,7.860642672E-2,-8.979213983E-2,9.756649017E0,9.757378831E0
4.072948360E-1,7.969819009E-2,-8.778101206E-2,9.752885818E0,9.753606466E0
4.092948360E-1,8.135497570E-2,-8.736921102E-2,9.748729706E0,9.749460646E0
4.112948360E-1,7.800309360E-2,-8.524315804E-2,9.747992516E0,9.748677293E0
4.132948360E-1,7.131848484E-2,-8.838435262E-2,9.748145103E0,9.748806649E0
4.152948360E-1,7.167281955E-2,-8.440040052E-2,9.752215385E0,9.752843962E0
4.172948360E-1,7.142382860E-2,-8.650729060E-2,9.749428749E0,9.750074144E0
4.192948360E-1,7.149086148E-2,-8.327033371E-2,9.746842384E0,9.747460252E0
4.212948360E-1,7.418194413E-2,-8.733090013E-2,9.749381065E0,9.750054400E0
4.232948360E-1,7.522581518E-2,-9.086474776E-2,9.753268242E0,9.753981583E0
4.252948360E-1,6.284300983E-2,-9.629479051E-2,9.751506805E0,9.752184725E0
4.272948360E-1,5.866751820E-2,-8.617210388E-2,9.746708870E0,9.747266350E0
4.292948360E-1,6.912539154E-2,-8.396944404E-2,9.734163284E0,9.734770877E0
4.312948360E-1,6.425079703E-2,-7.653784007E-2,9.731462479E0,9.731975554E0
4.332948360E-1,7.417237014E-2,-8.006210625E-2,9.728723526E0,9.729335688E0
4.352948360E-1,6.869443506E-2,-8.057925105E-2,9.735992432E0,9.736568213E0
4.372948360E-1,7.225700468E-2,-7.464163005E-2,9.744008064E0,9.744561848E0
4.394713990E-1,6.488286704E-2,-7.345411181E-2,9.750127792E0,9.750620353E0
4.412948360E-1,6.788040698E-2,-6.812940538E-2,9.756975174E0,9.757449150E0
4.432948360E-1,6.893385202E-2,-7.030333579E-2,9.754198074E0,9.754694998E0
4.452948360E-1,6.952761859E-2,-7.705498487E-2,9.761150360E0,9.761702101E0
4.472948360E-1,6.941269338E-2,-7.892246544E-2,9.764397621E0,9.764963276E0
4.492948360E-1,6.689399481E-2,-7.816589624E-2,9.757616997E0,9.758159364E0
4.512948360E-1,6.221093610E-2,-7.470867038E-2,9.756505966E0,9.756990328E0
4.532948360E-1,5.983588845E-2,-7.188351452E-2,9.753795624E0,9.754244032E0
4.552948360E-1,5.952943116E-2,-7.719863951E-2,9.753911018E0,9.754398164E0
4.572948360E-1,5.980715901E-2,-7.741890848E-2,9.747714996E0,9.748205898E0
4.592948360E-1,7.208462805E-2,-7.418194413E-2,9.747916222E0,9.748464998E0
4.612948360E-1,8.034940809E-2,-7.780198008E-2,9.752004623E0,9.752645967E0
4.632948360E-1,7.677725703E-2,-7.942045480E-2,9.755050659E0,9.755676077E0
4.652948360E-1,7.943961024E-2,-8.373960108E-2,9.749639511E0,9.750322742E0
4.672948360E-1,7.763917744E-2,-8.754158765E-2,9.747723579E0,9.748425840E0
4.692948360E-1,7.528328151E-2,-8.362467587E-2,9.745426178E0,9.746075726E0
4.712948360E-1,7.073429972E-2,-7.949706912E-2,9.746239662E0,9.746820542E0
4.732948360E-1,7.479485869E-2,-8.292556554E-2,9.748394966E0,9.749034585E0
4.752948360E-1,7.617391646E-2,-7.721779495E-2,9.747418404E0,9.748021881E0
4.772948360E-1,7.914273441E-2,-7.458417863E-2,9.748106956E0,9.748713536E0
4.794713990E-1,7.311891764E-2,-7.698795199E-2,9.757559776E0,9.758137441E0
4.812948360E-1,8.019617945E-2,-7.289864868E-2,9.755203247E0,9.755805248E0
4.832948360E-1,8.214984834E-2,-7.752425224E-2,9.754407883E0,9.755061853E0
4.852948360E-1,7.606857270E-2,-8.160397410E-2,9.753632545E0,9.754270525E0
4.872948360E-1,6.904877722E-2,-7.755298167E-2,9.757826805E0,9.758379279E0
4.892948360E-1,7.456501573E-2,-7.657615095E-2,9.749907494E0,9.750493320E0
4.912948360E-1,6.798575073E-2,-7.479485869E-2,9.744449615E0,9.744973814E0
4.932948360E-1,7.349241525E-2,-7.017884403E-2,9.745272636E0,9.745802428E0
4.952948360E-1,8.248503506E-2,-7.354987413E-2,9.750826836E0,9.751453089E0
4.972948360E-1,8.802042902E-2,-7.038952410E-2,9.764214516E0,9.764864945E0
4.992948360E-1,9.715671092E-2,-7.218039036E-2,9.768160820E0,9.768910648E0
5.012948360E-1,9.216719121E-2,-7.582915574E-2,9.772931099E0,9.773659863E0
5.032948360E-1,9.187030792E-2,-8.550173044E-2,9.777814865E0,9.778620262E0
5.052948360E-1,9.265560657E-2,-8.421843499E-2,9.780562401E0,9.781363846E0
5.072948360E-1,9.591171890E-2,-7.831912488E-2,9.776358604E0,9.777142758E0
5.092948360E-1,9.994355589E-2,-7.790732384E-2,9.775258064E0,9.776079403E0
5.112948360E-1,9.631394595E-2,-8.260953426E-2,9.774970055E0,9.775793588E0
5.132948360E-1,8.974425495E-2,-9.099882096E-2,9.775640488E0,9.776475938E0
5.152948360E-1,8.983044326E-2,-9.353667498E-2,9.779346466E0,9.780206333E0
5.172948360E-1,9.017521143E-2,-8.876742423E-2,9.780994415E0,9.781812868E0
5.192948360E-1,9.127654135E-2,-7.719863951E-2,9.778226852E0,9.778957583E0
5.212948360E-1,9.264602512E-2,-7.753382623E-2,9.784977913E0,9.785723659E0
5.232948360E-1,9.721416235E-2,-7.818505168E-2,9.772327423E0,9.773123695E0
5.252948360E-1,1.001063585E-1,-8.544426411E-2,9.754858017E0,9.755745842E0
5.272948360E-1,9.192776680E-2,-9.297163785E-2,9.740598679E0,9.741476123E0
5.292948360E-1,8.358637244E-2,-9.183199704E-2,9.728406906E0,9.729199388E0
5.312948360E-1,8.444827795E-2,-8.754158765E-2,9.724328041E0,9.725088734E0
5.332948360E-1,8.660306782E-2,-8.332780004E-2,9.733234406E0,9.733976351E0
5.352948360E-1,8.519527316E-2,-8.590395004E-2,9.755577087E0,9.756327282E0
5.374401490E-1,8.803958446E-2,-8.606676757E-2,9.772422791E0,9.773198333E0
5.392948360E-1,8.959102631E-2,-8.402690291E-2,9.784556389E0,9.785327322E0
5.412948360E-1,8.468770236E-2,-8.412267268E-2,9.790283203E0,9.791010869E0
5.432948360E-1,8.018659800E-2,-8.022490889E-2,9.793663979E0,9.794320806E0
5.452948360E-1,8.666051924E-2,-7.200801373E-2,9.794909477E0,9.795557507E0
5.472948360E-1,8.574114740E-2,-7.710287720E-2,9.780007362E0,9.780687113E0
5.493604610E-1,8.637322485E-2,-8.024406433E-2,9.759896278E0,9.760608322E0
5.512948360E-1,9.409212321E-2,-7.462248206E-2,9.761630058E0,9.762368731E0
5.532948360E-1,8.770439774E-2,-6.536170840E-2,9.765537262E0,9.766149816E0
5.552948360E-1,8.483134955E-2,-5.896440148E-2,9.771915436E0,9.772461534E0
5.572948360E-1,9.349836409E-2,-6.315904111E-2,9.780208588E0,9.780859422E0
5.594713990E-1,8.767566830E-2,-6.186617166E-2,9.772135735E0,9.772724864E0
5.612948360E-1,8.465897292E-2,-6.099468097E-2,9.766848564E0,9.767405918E0
5.632948360E-1,8.613379300E-2,-6.827305257E-2,9.761457443E0,9.762076196E0
5.652948360E-1,8.855672926E-2,-7.080133259E-2,9.750098228E0,9.750757437E0
5.672948360E-1,9.206184745E-2,-6.152140722E-2,9.750424385E0,9.751053069E0
5.692948360E-1,8.721598238E-2,-7.048530132E-2,9.754878044E0,9.755522562E0
5.712948360E-1,8.593268692E-2,-7.516835630E-2,9.753767014E0,9.754435179E0
5.732948360E-1,8.833646029E-2,-6.683653593E-2,9.757788658E0,9.758417390E0
5.752948360E-1,9.876561165E-2,-6.760267913E-2,9.761333466E0,9.762067189E0
5.772948360E-1,1.067813933E-1,-6.389645487E-2,9.757137299E0,9.757930789E0
5.792948360E-1,9.810481220E-2,-6.589800864E-2,9.752311707E0,9.753027772E0
5.812948360E-1,9.534668922E-2,-6.955634803E-2,9.748748779E0,9.749463156E0
5.832948360E-1,9.234914929E-2,-6.464345008E-2,9.732363701E0,9.733016508E0
5.852948360E-1,9.165961295E-2,-6.661626697E-2,9.732841492E0,9.733501051E0
5.872948360E-1,9.003156424E-2,-6.802405417E-2,9.743586540E0,9.744239920E0
5.892948360E-1,9.321106225E-2,-7.491935790E-2,9.751592636E0,9.752325884E0
5.912948360E-1,9.383355081E-2,-7.325299829E-2,9.752684593E0,9.753411071E0
5.932948360E-1,8.324160427E-2,-7.766789943E-2,9.748155594E0,9.748820388E0
5.952948360E-1,9.203311056E-2,-6.979577243E-2,9.751985550E0,9.752669568E0
5.972948360E-1,7.996633649E-2,-7.570465654E-2,9.754485130E0,9.755106661E0
5.992948360E-1,8.405563235E-2,-7.526411861E-2,9.758699417E0,9.759351636E0
6.012948360E-1,8.980172127E-2,-8.040686697E-2,9.762865067E0,9.763609165E0
6.032948360E-1,9.209057689E-2,-8.057925105E-2,9.757262230E0,9.758029510E0
6.052948360E-1,7.897035033E-2,-7.119398564E-2,9.756458282E0,9.757037620E0
6.072948360E-1,8.814492822E-2,-7.128974795E-2,9.746077538E0,9.746736845E0
6.092948360E-1,7.277415693E-2,-9.225337952E-2,9.737936974E0,9.738645864E0
6.112963990E-1,6.926904619E-2,-7.437348366E-2,9.740302086E0,9.740832323E0
6.133245240E-1,7.299442589E-2,-7.411490381E-2,9.740167618E0,9.740723096E0
6.152963990E-1,7.621222734E-2,-8.166143298E-2,9.739536285E0,9.740176792E0
6.172948360E-1,7.784028351E-2,-8.378748596E-2,9.744774818E0,9.745445896E0
6.192963990E-1,8.781932294E-2,-8.794381469E-2,9.760183334E0,9.760974596E0
6.212948360E-1,9.461884946E-2,-8.458235860E-2,9.773198128E0,9.774022127E0
6.232948360E-1,9.298121929E-2,-8.136454970E-2,9.780582428E0,9.781362805E0
6.252948360E-1,9.410169721E-2,-6.155971438E-2,9.784365654E0,9.785011803E0
6.272948360E-1,9.563399851E-2,-7.324341685E-2,9.775065422E0,9.775807612E0
