"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.619294836E0,6.259401143E-2,-4.533660412E-2,9.749649048E0,9.749955383E0
1.621294836E0,6.619488448E-2,-3.753150627E-2,9.754437447E0,9.754734249E0
1.623294836E0,7.389463484E-2,-3.545333818E-2,9.755385399E0,9.755729682E0
1.625294836E0,7.405745238E-2,-3.942771628E-2,9.760480881E0,9.760841463E0
1.627294836E0,7.652826607E-2,-3.722504899E-2,9.761390686E0,9.761761645E0
1.629294836E0,7.589619607E-2,-5.522944778E-2,9.757109642E0,9.757561124E0
1.631294836E0,6.219178438E-2,-6.007530913E-2,9.749094009E0,9.749477466E0
1.633294836E0,5.827486888E-2,-5.171475559E-2,9.744995117E0,9.745306573E0
1.635294836E0,6.121494994E-2,-5.475060269E-2,9.742313385E0,9.742659544E0
1.637294836E0,6.434656680E-2,-5.953900889E-2,9.745080948E0,9.745475261E0
1.639443274E0,7.015968114E-2,-6.080314517E-2,9.748845100E0,9.749287163E0
1.641579211E0,7.686345279E-2,-5.537309498E-2,9.756525040E0,9.756984935E0
1.643330774E0,7.495766133E-2,-5.862921104E-2,9.764492989E0,9.764956700E0
1.645294836E0,6.998730451E-2,-6.078399345E-2,9.763717651E0,9.764157685E0
1.647294836E0,6.620446593E-2,-5.525817350E-2,9.760413170E0,9.760794114E0
1.649294836E0,6.100426242E-2,-6.405925751E-2,9.755471230E0,9.755872284E0
1.651294836E0,5.404191837E-2,-6.629065424E-2,9.758794785E0,9.759169566E0
1.653294836E0,4.925351590E-2,-5.734591931E-2,9.756888390E0,9.757181228E0
1.655294836E0,5.620627850E-2,-5.175306275E-2,9.750462532E0,9.750761874E0
1.657294836E0,6.204812974E-2,-5.702988431E-2,9.742676735E0,9.743041226E0
1.659294836E0,6.023811176E-2,-5.907932296E-2,9.742868423E0,9.743233761E0
1.661294836E0,5.438668281E-2,-5.956773832E-2,9.744180679E0,9.744514526E0
1.663294836E0,5.802587047E-2,-5.227021128E-2,9.749352455E0,9.749665249E0
1.665294836E0,5.879201367E-2,-6.157886982E-2,9.750022888E0,9.750394596E0
1.667294836E0,5.507621914E-2,-5.794925615E-2,9.751755714E0,9.752083419E0
1.669294836E0,5.217444152E-2,-5.101565272E-2,9.754810333E0,9.755083260E0
1.671294836E0,5.825571343E-2,-4.759673029E-2,9.752416611E0,9.752706749E0
1.673294836E0,5.910805240E-2,-5.034527183E-2,9.755194664E0,9.755503644E0
1.675294836E0,5.267243460E-2,-5.157110468E-2,9.753268242E0,9.753546809E0
1.677294836E0,4.668693244E-2,-5.203079060E-2,9.754705429E0,9.754955914E0
1.679471399E0,4.996220022E-2,-5.608177930E-2,9.752321243E0,9.752610472E0
1.681294836E0,5.589024350E-2,-5.852386355E-2,9.743443489E0,9.743779543E0
1.683294836E0,5.923255160E-2,-5.530606210E-2,9.745838165E0,9.746175086E0
1.685294836E0,5.687665567E-2,-4.838202521E-2,9.745464325E0,9.745750391E0
1.687294836E0,5.572744086E-2,-4.802768677E-2,9.753901482E0,9.754178916E0
1.689294836E0,6.250781566E-2,-4.041412473E-2,9.761294365E0,9.761578162E0
1.691294836E0,6.703764945E-2,-4.228160158E-2,9.765900612E0,9.766222225E0
1.693294836E0,6.582139432E-2,-4.697423428E-2,9.767280579E0,9.767615315E0
1.695294836E0,6.213432178E-2,-5.229894072E-2,9.760375023E0,9.760712906E0
1.697294836E0,6.775590777E-2,-5.132211000E-2,9.756975174E0,9.757345406E0
1.699294836E0,6.174167246E-2,-5.125506967E-2,9.747590065E0,9.747920352E0
1.701294836E0,5.490383133E-2,-5.710649863E-2,9.748633385E0,9.748955249E0
1.703294836E0,5.718311295E-2,-5.733634159E-2,9.748193741E0,9.748530072E0
1.705294836E0,6.123410538E-2,-5.895482376E-2,9.748002052E0,9.748372649E0
1.707294836E0,6.555324793E-2,-6.457640976E-2,9.750654221E0,9.751088404E0
1.709294836E0,6.642472744E-2,-6.036261469E-2,9.752377510E0,9.752790523E0
1.711294836E0,6.177997962E-2,-5.493256450E-2,9.749265671E0,9.749616170E0
1.713294836E0,6.116706505E-2,-5.146576092E-2,9.748356819E0,9.748684568E0
1.715294836E0,6.990111619E-2,-4.427357763E-2,9.746028900E0,9.746380130E0
1.717294836E0,6.195236370E-2,-4.720408097E-2,9.743328094E0,9.743639396E0
1.719294836E0,6.800490618E-2,-5.863878503E-2,9.741307259E0,9.741721115E0
1.721294836E0,6.737283617E-2,-5.602432042E-2,9.747360229E0,9.747754063E0
1.723294836E0,6.684611738E-2,-5.544013530E-2,9.748030663E0,9.748417503E0
1.725294836E0,7.153874636E-2,-5.355350673E-2,9.750147820E0,9.750557331E0
1.727294836E0,7.264965773E-2,-5.535394326E-2,9.747446060E0,9.747873959E0
1.729294836E0,7.141424716E-2,-5.807375535E-2,9.744065285E0,9.744500030E0
1.731294836E0,7.222828269E-2,-5.080495775E-2,9.742648125E0,9.743048319E0
1.733294836E0,7.688260823E-2,-4.257848486E-2,9.739956856E0,9.740353352E0
1.735294836E0,7.285077125E-2,-3.961925209E-2,9.741910934E0,9.742263883E0
1.737294836E0,7.626011223E-2,-3.816357255E-2,9.742782593E0,9.743155788E0
1.739294836E0,8.654560149E-2,-4.739561677E-2,9.742112160E0,9.742611858E0
1.741294836E0,9.337386489E-2,-5.161898956E-2,9.746163368E0,9.746747334E0
1.743294836E0,9.184157848E-2,-4.719450325E-2,9.751210213E0,9.751756909E0
1.745294836E0,8.425674587E-2,-4.483860731E-2,9.750961304E0,9.751428411E0
1.747294836E0,8.811619878E-2,-4.688804597E-2,9.753556252E0,9.754066973E0
1.749294836E0,9.219592065E-2,-4.240610078E-2,9.758172989E0,9.758700654E0
1.751294836E0,9.911994636E-2,-4.086423665E-2,9.757329941E0,9.757918949E0
1.753294836E0,9.744400531E-2,-4.164953157E-2,9.760682106E0,9.761257357E0
1.755294836E0,9.312487394E-2,-4.520253092E-2,9.759043694E0,9.759592682E0
1.757294836E0,8.647856861E-2,-4.985685647E-2,9.756583214E0,9.757093843E0
1.759471399E0,8.604760468E-2,-4.465664923E-2,9.753403664E0,9.753885453E0
1.761294836E0,8.827900887E-2,-4.109407961E-2,9.751439095E0,9.751925262E0
1.763294836E0,8.585607260E-2,-4.010766745E-2,9.748595238E0,9.749055800E0
1.765294836E0,7.787859440E-2,-3.874776140E-2,9.746125221E0,9.746513392E0
1.767294836E0,6.986280531E-2,-4.143884405E-2,9.751219749E0,9.751558060E0
1.769294836E0,6.773675233E-2,-4.621766880E-2,9.749544144E0,9.749888992E0
1.771294836E0,7.650911063E-2,-5.127422512E-2,9.747800827E0,9.748235925E0
1.773294836E0,7.705498487E-2,-4.950251430E-2,9.747120857E0,9.747551127E0
1.775294836E0,7.242938876E-2,-4.387135431E-2,9.754063606E0,9.754431175E0
1.777294836E0,7.487147301E-2,-5.457821861E-2,9.759072304E0,9.759512116E0
1.779294836E0,7.867346704E-2,-5.820783228E-2,9.756784439E0,9.757275248E0
1.781294836E0,8.107724786E-2,-5.648400635E-2,9.752072334E0,9.752572931E0
1.783294836E0,7.215166837E-2,-5.728846043E-2,9.751497269E0,9.751932466E0
1.785294836E0,6.805279106E-2,-5.562209338E-2,9.757482529E0,9.757878371E0
1.787294836E0,6.277596951E-2,-5.387911573E-2,9.762290001E0,9.762640516E0
1.789294836E0,5.817909911E-2,-4.026089609E-2,9.763861656E0,9.764117993E0
1.791294836E0,6.853163242E-2,-3.835510835E-2,9.762970924E0,9.763286791E0
1.793294836E0,7.173985988E-2,-4.657201096E-2,9.760211945E0,9.760586702E0
1.795294836E0,7.154832780E-2,-4.629428312E-2,9.753833771E0,9.754206044E0
1.797294836E0,7.380844653E-2,-4.927267134E-2,9.754600525E0,9.755004197E0
1.799294836E0,8.138370514E-2,-4.531745240E-2,9.759350777E0,9.759795313E0
1.801294836E0,8.488881588E-2,-4.376600683E-2,9.767567635E0,9.768034555E0
1.803294836E0,7.993760705E-2,-4.602613300E-2,9.760269165E0,9.760705026E0
1.805294836E0,7.831912488E-2,-4.747223109E-2,9.757003784E0,9.757433594E0
1.807294836E0,7.469909638E-2,-5.707776919E-2,9.744879723E0,9.745333172E0
1.809294836E0,7.027460635E-2,-5.404191837E-2,9.736452103E0,9.736855683E0
1.811294836E0,6.405925751E-2,-6.085103378E-2,9.737715721E0,9.738116548E0
1.813294836E0,6.293877214E-2,-6.726749241E-2,9.743836403E0,9.744271858E0
1.815294836E0,6.603208184E-2,-6.551493704E-2,9.742581367E0,9.743025410E0
1.817294836E0,6.919243187E-2,-5.906974524E-2,9.734900475E0,9.735325576E0
1.819294836E0,6.944143027E-2,-5.987419561E-2,9.736653328E0,9.737085039E0
1.821294836E0,6.747817993E-2,-6.670246273E-2,9.737266541E0,9.737728801E0
1.823294836E0,6.721960753E-2,-6.725791097E-2,9.736155510E0,9.736619856E0
1.825440149E0,5.875370651E-2,-6.520847976E-2,9.746364594E0,9.746759817E0
1.827294836E0,6.149267405E-2,-5.087199807E-2,9.746125221E0,9.746451977E0
1.829294836E0,5.913678184E-2,-4.178360850E-2,9.742034912E0,9.742304002E0
1.831294836E0,6.381984055E-2,-4.214752465E-2,9.737141609E0,9.737441969E0
1.833294836E0,6.404968351E-2,-4.989516363E-2,9.743491173E0,9.743829438E0
1.835294836E0,6.459555775E-2,-4.666777700E-2,9.739392281E0,9.739718295E0
1.837294836E0,6.706637889E-2,-4.045243189E-2,9.736960411E0,9.737275407E0
1.839472961E0,7.062894851E-2,-3.537672386E-2,9.740072250E0,9.740392569E0
1.841571399E0,6.373365223E-2,-4.019385949E-2,9.743299484E0,9.743590835E0
1.843294836E0,6.136817858E-2,-4.813303053E-2,9.747599602E0,9.747911614E0
1.845294836E0,6.342719495E-2,-5.157110468E-2,9.746047974E0,9.746390803E0
1.847294836E0,6.409756839E-2,-4.852567986E-2,9.749390602E0,9.749722065E0
1.849294836E0,5.868667364E-2,-4.645708948E-2,9.754830360E0,9.755117516E0
1.851294836E0,5.453033745E-2,-4.862144962E-2,9.755337715E0,9.755611285E0
1.853294836E0,5.994123593E-2,-4.982812330E-2,9.753250122E0,9.753561592E0
1.855294836E0,5.793968216E-2,-4.944505170E-2,9.756334305E0,9.756631636E0
1.857294836E0,5.773856863E-2,-5.246174708E-2,9.757693291E0,9.758005141E0
1.859294836E0,5.273947492E-2,-5.265328288E-2,9.759617805E0,9.759902332E0
1.861294836E0,4.734773189E-2,-4.992389306E-2,9.766905785E0,9.767148141E0
1.863294836E0,4.757757485E-2,-5.019204319E-2,9.763305664E0,9.763550602E0
1.865294836E0,5.490383133E-2,-5.270116776E-2,9.759982109E0,9.760278818E0
1.867294836E0,6.114790961E-2,-5.218401924E-2,9.758430481E0,9.758761586E0
1.869294836E0,6.087975949E-2,-4.676354676E-2,9.751008987E0,9.751311166E0
1.871294836E0,6.386772543E-2,-4.477157071E-2,9.755375862E0,9.755687664E0
1.873294836E0,5.452075973E-2,-3.554910794E-2,9.753786087E0,9.754003244E0
1.875294836E0,5.711607635E-2,-3.354755417E-2,9.750558853E0,9.750783847E0
1.877294836E0,5.430049449E-2,-3.363374621E-2,9.752100945E0,9.752310116E0
1.879294836E0,5.784391239E-2,-3.560656682E-2,9.759512901E0,9.759749270E0
1.881294836E0,5.764279887E-2,-5.252878740E-2,9.760460854E0,9.760772410E0
1.883294836E0,6.490202248E-2,-6.027641892E-2,9.761016846E0,9.761418718E0
1.885294836E0,6.394433975E-2,-6.698976457E-2,9.768850327E0,9.769289289E0
1.887294836E0,6.494033337E-2,-6.831136346E-2,9.773370743E0,9.773825217E0
1.889294836E0,7.129932195E-2,-6.211517006E-2,9.771532059E0,9.771989596E0
1.891294836E0,6.865613163E-2,-5.246174708E-2,9.769683838E0,9.770065926E0
1.893294836E0,6.698976457E-2,-5.354392529E-2,9.770555496E0,9.770931853E0
1.895294836E0,6.547663361E-2,-5.541140214E-2,9.764770508E0,9.765147243E0
1.897294836E0,6.461471319E-2,-5.466441438E-2,9.763822556E0,9.764189375E0
1.899294836E0,5.793968216E-2,-5.378334969E-2,9.761936188E0,9.762256286E0
1.901294836E0,5.965393037E-2,-4.972278327E-2,9.753039360E0,9.753348538E0
1.903294836E0,6.793786585E-2,-4.796064645E-2,9.750587463E0,9.750942091E0
1.905294836E0,7.651868463E-2,-5.147533864E-2,9.747531891E0,9.747968136E0
1.907294836E0,7.922892272E-2,-4.967489466E-2,9.745473862E0,9.745922512E0
1.909294836E0,7.717949152E-2,-4.574840516E-2,9.742964745E0,9.743377833E0
1.911294836E0,8.001422137E-2,-5.122634023E-2,9.746306419E0,9.746769477E0
1.913294836E0,8.113470674E-2,-5.566997826E-2,9.743586540E0,9.744083367E0
1.915294836E0,7.872135192E-2,-4.788403213E-2,9.742955208E0,9.743390894E0
1.917294836E0,7.377014309E-2,-5.413768813E-2,9.739871025E0,9.740300843E0
1.919471399E0,6.797617674E-2,-5.699157715E-2,9.734852791E0,9.735256939E0
1.921294836E0,6.902962178E-2,-5.535394326E-2,9.741853714E0,9.742255536E0
1.923296399E0,7.183562219E-2,-5.438668281E-2,9.745051384E0,9.745467908E0
1.925294836E0,7.472781837E-2,-5.162856728E-2,9.741920471E0,9.742343877E0
1.927294836E0,7.494808733E-2,-4.289451614E-2,9.742351532E0,9.742734243E0
1.929294836E0,7.533115894E-2,-5.067088455E-2,9.745856285E0,9.746279139E0
1.931294836E0,7.473740727E-2,-5.511452630E-2,9.745339394E0,9.745781815E0
1.933294836E0,7.680599391E-2,-5.421430245E-2,9.743586540E0,9.744040077E0
1.935294836E0,7.820419967E-2,-5.174348876E-2,9.747753143E0,9.748204175E0
1.937294836E0,8.935160935E-2,-5.115929991E-2,9.749083519E0,9.749627195E0
1.939294836E0,9.079770744E-2,-5.168602616E-2,9.754561424E0,9.755120924E0
1.941294836E0,9.671617299E-2,-5.015373603E-2,9.753632545E0,9.754240988E0
1.943294836E0,9.169792384E-2,-4.667735845E-2,9.750414848E0,9.750957748E0
1.945294836E0,8.965806663E-2,-4.684973881E-2,9.753297806E0,9.753822407E0
1.947294836E0,8.897811174E-2,-4.398627579E-2,9.754819870E0,9.755324833E0
1.949294836E0,7.823293656E-2,-4.581544548E-2,9.757826805E0,9.758247968E0
1.951294836E0,6.789956242E-2,-5.012500659E-2,9.764694214E0,9.765058933E0
1.953294836E0,6.596504152E-2,-5.280651152E-2,9.763362885E0,9.763728526E0
1.955294836E0,7.043741643E-2,-5.436753109E-2,9.763497353E0,9.763902796E0
1.957294836E0,6.696103513E-2,-5.381207541E-2,9.759378433E0,9.759756499E0
1.959294836E0,7.073429972E-2,-6.069780141E-2,9.756334305E0,9.756779522E0
1.961294836E0,6.599377096E-2,-6.420291215E-2,9.753824234E0,9.754258782E0
1.963294836E0,7.310934365E-2,-6.089891493E-2,9.757233620E0,9.757697554E0
1.965296399E0,7.372225821E-2,-5.938578025E-2,9.758143425E0,9.758602602E0
1.967294836E0,6.806236506E-2,-5.330450833E-2,9.757147789E0,9.757530775E0
1.969294836E0,6.479667872E-2,-4.420653731E-2,9.760336876E0,9.760652066E0
1.971294836E0,5.863878503E-2,-4.149630293E-2,9.762453079E0,9.762717377E0
1.973294836E0,5.932832137E-2,-3.765600547E-2,9.760528564E0,9.760781510E0
1.975294836E0,6.198109314E-2,-3.893929720E-2,9.758460045E0,9.758734568E0
1.977294836E0,6.150225550E-2,-4.160165042E-2,9.754006386E0,9.754288995E0
1.979294836E0,6.893385202E-2,-4.361277819E-2,9.753001213E0,9.753342330E0
1.981294836E0,7.039910555E-2,-4.503972083E-2,9.752838135E0,9.753196209E0
1.983294836E0,6.850289553E-2,-4.483860731E-2,9.759350777E0,9.759694192E0
1.985294836E0,6.223966554E-2,-4.696466029E-2,9.760834694E0,9.761146110E0
1.987294836E0,6.315904111E-2,-4.352658987E-2,9.764551163E0,9.764852433E0
1.989294836E0,5.794925615E-2,-5.115929991E-2,9.765555382E0,9.765861319E0
1.991294836E0,5.526775494E-2,-5.431006849E-2,9.764214516E0,9.764521966E0
1.993294836E0,6.465302408E-2,-4.097915813E-2,9.761514664E0,9.761814782E0
1.995294836E0,8.120174706E-2,-4.075888917E-2,9.763841629E0,9.764264354E0
1.997294836E0,8.071332425E-2,-4.767334461E-2,9.760259628E0,9.760709780E0
1.999471399E0,7.996633649E-2,-5.143703148E-2,9.753930092E0,9.754393503E0
2.001294836E0,7.037037611E-2,-5.430049449E-2,9.748059273E0,9.748464501E0
2.003294836E0,6.665457040E-2,-5.588066950E-2,9.748682022E0,9.749070040E0
2.005294836E0,6.511271000E-2,-5.561251938E-2,9.754543304E0,9.754919143E0
2.007294836E0,6.458598375E-2,-5.288312584E-2,9.762606621E0,9.762963485E0
2.009294836E0,5.991250277E-2,-4.986643046E-2,9.759283066E0,9.759594363E0
2.011294836E0,5.950070173E-2,-4.468537867E-2,9.753067970E0,9.753351832E0
2.013294836E0,6.279512495E-2,-4.398627579E-2,9.759512901E0,9.759814040E0
2.015294836E0,6.762183458E-2,-4.398627579E-2,9.760403633E0,9.760736990E0
2.017294836E0,6.895300746E-2,-4.582501948E-2,9.767721176E0,9.768072042E0
2.019294836E0,6.469132751E-2,-4.715619609E-2,9.771024704E0,9.771352641E0
2.021296399E0,6.346549839E-2,-4.403415695E-2,9.772126198E0,9.772431494E0
2.023294836E0,5.851428956E-2,-4.733815789E-2,9.769712448E0,9.770002361E0
2.025294836E0,5.999869481E-2,-4.948335886E-2,9.770200729E0,9.770510260E0
2.027294836E0,6.004657596E-2,-5.845683068E-2,9.771465302E0,9.771824647E0
2.029294836E0,6.685569137E-2,-5.920381844E-2,9.764101028E0,9.764509392E0
2.031294836E0,6.684611738E-2,-5.460695177E-2,9.758287430E0,9.758669166E0
2.033294836E0,6.306327134E-2,-4.597824812E-2,9.752991676E0,9.753303933E0
2.035294836E0,7.669106871E-2,-4.554729536E-2,9.746431351E0,9.746839495E0
2.037294836E0,8.141243458E-2,-4.865017533E-2,9.750961304E0,9.751422520E0
2.039294836E0,7.339664549E-2,-4.974193498E-2,9.753250122E0,9.753653124E0
2.041294836E0,7.461290061E-2,-4.810430110E-2,9.749208450E0,9.749612634E0
2.043440149E0,8.132623881E-2,-4.318182543E-2,9.741853714E0,9.742288869E0
2.045294836E0,7.724652439E-2,-4.044285417E-2,9.742600441E0,9.742990609E0
2.047294836E0,7.170155644E-2,-3.957136720E-2,9.743893623E0,9.744237782E0
2.049294836E0,6.439444423E-2,-3.354755417E-2,9.746785164E0,9.747055613E0
2.051294836E0,6.845501810E-2,-3.581725806E-2,9.741556168E0,9.741862529E0
2.053294836E0,6.217262894E-2,-4.649539664E-2,9.733310699E0,9.733620315E0
2.055294836E0,5.379292369E-2,-4.865017533E-2,9.737275124E0,9.737545243E0
2.057294836E0,5.174348876E-2,-4.710831493E-2,9.743375778E0,9.743627052E0
2.059294836E0,4.557602480E-2,-4.436934739E-2,9.755059242E0,9.755266610E0
2.061294836E0,4.509718344E-2,-4.314351454E-2,9.765862465E0,9.766061888E0
2.063294836E0,5.686707795E-2,-3.714843467E-2,9.764291763E0,9.764528023E0
2.065294836E0,5.606262758E-2,-4.418738559E-2,9.756621361E0,9.756882490E0
2.067294836E0,5.429091677E-2,-4.986643046E-2,9.750434875E0,9.750713534E0
2.069294836E0,5.566997826E-2,-5.330450833E-2,9.753307343E0,9.753611876E0
2.071294836E0,5.467398837E-2,-4.555686936E-2,9.749994278E0,9.750254001E0
2.073294836E0,6.603208184E-2,-3.376782313E-2,9.750520706E0,9.750802764E0
2.075294836E0,6.245035678E-2,-4.018428177E-2,9.752004623E0,9.752287373E0
2.077294836E0,6.310158223E-2,-3.248452768E-2,9.748720169E0,9.748978510E0
2.079471399E0,6.220135838E-2,-3.947559744E-2,9.742475510E0,9.742754045E0
2.081294836E0,6.068822369E-2,-4.765418917E-2,9.738414764E0,9.738720455E0
2.083294836E0,6.976703554E-2,-4.335420579E-2,9.738387108E0,9.738733516E0
2.085294836E0,7.466079295E-2,-4.054819793E-2,9.735762596E0,9.736133304E0
2.087294836E0,7.513962686E-2,-4.183149338E-2,9.734881401E0,9.735261256E0
2.089294836E0,7.462248206E-2,-3.839341551E-2,9.735800743E0,9.736162421E0
2.091294836E0,7.499597222E-2,-3.841257095E-2,9.741806030E0,9.742170428E0
2.093294836E0,7.580042630E-2,-3.915956244E-2,9.747129440E0,9.747502834E0
2.095294836E0,7.258261740E-2,-4.729985073E-2,9.749476433E0,9.749861344E0
2.097294836E0,7.895119488E-2,-4.614105448E-2,9.755491257E0,9.755919841E0
2.099294836E0,7.444052398E-2,-5.134126171E-2,9.759685516E0,9.760104441E0
2.101294836E0,7.197927684E-2,-5.794925615E-2,9.754600525E0,9.755038213E0
2.103296399E0,7.173028588E-2,-6.358999759E-2,9.750970840E0,9.751442009E0
2.105294836E0,7.594407350E-2,-6.335058063E-2,9.754762650E0,9.755263971E0
2.107294836E0,6.476794183E-2,-6.263231486E-2,9.758238792E0,9.758654724E0
2.109294836E0,6.274724007E-2,-5.791094899E-2,9.761064529E0,9.761437990E0
2.111294836E0,6.010403857E-2,-5.713523179E-2,9.760777473E0,9.761129741E0
2.113294836E0,6.050626189E-2,-5.994123593E-2,9.760585785E0,9.760957372E0
2.115294836E0,6.642472744E-2,-6.179913506E-2,9.765460014E0,9.765881459E0
2.117294836E0,7.197927684E-2,-6.388688087E-2,9.766303062E0,9.766777261E0
2.119347961E0,6.686526537E-2,-5.850471184E-2,9.768276215E0,9.768680257E0
2.121294836E0,6.106172130E-2,-5.340985209E-2,9.764578819E0,9.764915804E0
2.123294836E0,6.537128240E-2,-4.978981614E-2,9.762166023E0,9.762511864E0
2.125294836E0,7.024587691E-2,-5.212656036E-2,9.763323784E0,9.763715633E0
2.127294836E0,7.790732384E-2,-5.912720412E-2,9.761831284E0,9.762321219E0
2.129294836E0,7.834785432E-2,-5.493256450E-2,9.764148712E0,9.764617558E0
2.131294836E0,7.562804222E-2,-5.527732894E-2,9.765537262E0,9.765986545E0
2.133294836E0,7.729440928E-2,-5.255751312E-2,9.763104439E0,9.763551864E0
2.135294836E0,7.738059759E-2,-4.563348368E-2,9.753403664E0,9.753817365E0
2.137294836E0,6.929777563E-2,-3.861368448E-2,9.754839897E0,9.755162460E0
2.139443274E0,7.356902957E-2,-3.392105177E-2,9.749936104E0,9.750272666E0
2.141580774E0,8.371087164E-2,-3.114377521E-2,9.756352425E0,9.756761249E0
2.143340149E0,7.867346704E-2,-4.056735337E-2,9.753623009E0,9.754024658E0
2.145294836E0,7.289864868E-2,-5.372588709E-2,9.751526833E0,9.751947306E0
2.147294836E0,7.477571070E-2,-5.631162226E-2,9.756266594E0,9.756715649E0
2.149294836E0,7.705498487E-2,-5.508579314E-2,9.762673378E0,9.763132868E0
2.151294836E0,7.244853675E-2,-5.269159004E-2,9.766179085E0,9.766589943E0
2.153294836E0,7.093541324E-2,-4.107492417E-2,9.760010719E0,9.760354923E0
2.155294836E0,6.598419696E-2,-4.371812567E-2,9.755672455E0,9.755993554E0
2.157294836E0,5.952943116E-2,-3.806780651E-2,9.753164291E0,9.753420252E0
2.159471399E0,5.411853269E-2,-3.559699282E-2,9.752465248E0,9.752680369E0
2.161294836E0,5.385996401E-2,-4.535575956E-2,9.750616074E0,9.750870313E0
2.163294836E0,5.260540172E-2,-4.631343856E-2,9.753662109E0,9.753913922E0
2.165294836E0,6.220135838E-2,-4.369897023E-2,9.752004623E0,9.752300897E0
2.167294836E0,6.528509408E-2,-4.909071326E-2,9.756160736E0,9.756502670E0
2.169294836E0,6.992026418E-2,-5.138914660E-2,9.758708954E0,9.759094739E0
2.171294836E0,6.395391375E-2,-4.977066442E-2,9.757233620E0,9.757570145E0
2.173294836E0,6.612785161E-2,-5.231809616E-2,9.762251854E0,9.762616009E0
2.175294836E0,6.642472744E-2,-4.512591660E-2,9.755796432E0,9.756126927E0
2.177294836E0,6.847416610E-2,-3.718674183E-2,9.744668961E0,9.744980488E0
2.179294836E0,6.870400906E-2,-3.651636466E-2,9.735427856E0,9.735738762E0
2.181294836E0,6.261315942E-2,-4.274128750E-2,9.734019279E0,9.734314488E0
2.183294836E0,6.403053552E-2,-4.414907843E-2,9.732755661E0,9.733066413E0
2.185294836E0,6.317819655E-2,-4.839160666E-2,9.738213539E0,9.738538708E0
2.187294836E0,6.339845806E-2,-4.836287349E-2,9.745272636E0,9.745598857E0
2.189471399E0,7.013095915E-2,-4.539406672E-2,9.749649048E0,9.750006950E0
2.191294836E0,7.025545835E-2,-4.789361358E-2,9.757377625E0,9.757748087E0
2.193294836E0,6.093722209E-2,-5.330450833E-2,9.758296967E0,9.758632814E0
2.195294836E0,5.837063491E-2,-5.164771900E-2,9.756198883E0,9.756510199E0
2.197294836E0,5.711607635E-2,-5.207867548E-2,9.754724503E0,9.755030731E0
2.199294836E0,5.718311295E-2,-5.555505678E-2,9.752953529E0,9.753279388E0
2.201294836E0,5.939535424E-2,-5.644569919E-2,9.749438286E0,9.749782603E0
2.203296399E0,6.168421358E-2,-5.226063356E-2,9.750760078E0,9.751095232E0
2.205296399E0,6.087975949E-2,-4.968447611E-2,9.753413200E0,9.753729746E0
2.207296399E0,5.843767524E-2,-4.344039410E-2,9.752904892E0,9.753176706E0
2.209294836E0,6.299623847E-2,-3.924575448E-2,9.757396698E0,9.757678980E0
2.211294836E0,6.858909130E-2,-4.567179084E-2,9.756046295E0,9.756394298E0
2.213294836E0,7.560888678E-2,-4.819048941E-2,9.752589226E0,9.753001365E0
2.215294836E0,7.403828949E-2,-4.394796863E-2,9.744754791E0,9.745135147E0
2.217294836E0,7.036080211E-2,-3.848918527E-2,9.738165855E0,9.738496100E0
2.219294836E0,6.415502727E-2,-3.415089473E-2,9.734919548E0,9.735190843E0
2.221294836E0,6.815813482E-2,-3.036805429E-2,9.741806030E0,9.742091792E0
2.223294836E0,6.565858424E-2,-3.021482378E-2,9.753881454E0,9.754149241E0
2.225294836E0,6.794743985E-2,-3.572148830E-2,9.757338524E0,9.757640491E0
2.227294836E0,6.404968351E-2,-3.760812059E-2,9.752617836E0,9.752900665E0
2.229294836E0,6.730580330E-2,-4.122815281E-2,9.754274368E0,9.754593702E0
2.231294836E0,6.254612654E-2,-4.655285552E-2,9.751708031E0,9.752019724E0
2.233294836E0,6.104256958E-2,-4.916732758E-2,9.751823425E0,9.752138419E0
2.235294836E0,6.106172130E-2,-5.406107381E-2,9.748710632E0,9.749051755E0
2.237294836E0,5.879201367E-2,-5.222232640E-2,9.752186775E0,9.752503810E0
2.239471399E0,5.262455344E-2,-5.298847333E-2,9.753077507E0,9.753363419E0
2.241294836E0,5.289270356E-2,-5.409938097E-2,9.754656792E0,9.754950205E0
2.243294836E0,5.937620252E-2,-4.716577381E-2,9.756390572E0,9.756685253E0
2.245294836E0,6.651092321E-2,-4.192726314E-2,9.758622169E0,9.758938889E0
2.247294836E0,6.262274086E-2,-4.320097715E-2,9.763966560E0,9.764262948E0
2.249294836E0,6.208643690E-2,-4.299028218E-2,9.760432243E0,9.760724382E0
2.251294836E0,5.861963332E-2,-3.991613165E-2,9.752148628E0,9.752406494E0
2.253294836E0,6.723876297E-2,-3.452438861E-2,9.749514580E0,9.749807564E0
2.255294836E0,7.214207947E-2,-4.239652306E-2,9.743662834E0,9.744022135E0
2.257294836E0,7.299442589E-2,-4.756800085E-2,9.741259575E0,9.741649193E0
2.259296399E0,6.630022824E-2,-4.850652814E-2,9.747771263E0,9.748117418E0
2.261440149E0,6.573519856E-2,-4.820964485E-2,9.750855446E0,9.751196194E0
2.263294836E0,6.663542241E-2,-4.668693244E-2,9.749591827E0,9.749931320E0
2.265294836E0,6.870400906E-2,-4.299028218E-2,9.747675896E0,9.748012811E0
