"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
8.243614632E0,7.214999795E-1,-1.095299959E0,9.999999404E-2,1.315387479E0
8.253613070E0,6.775999665E-1,-7.379999757E-1,-4.390999973E-1,1.093889613E0
8.263614632E0,6.214999557E-1,-4.557999969E-1,-9.587000012E-1,1.230090047E0
8.273636507E0,6.110000014E-1,-2.789999843E-1,-1.321599960E0,1.482493996E0
8.283611507E0,6.572999954E-1,-8.980000019E-2,-1.664899945E0,1.792205109E0
8.293611507E0,6.448000073E-1,7.310000062E-2,-1.890499949E0,1.998774804E0
8.303611507E0,6.629999876E-1,2.196999937E-1,-1.968699932E0,2.088927115E0
8.313614632E0,6.230999827E-1,3.382000029E-1,-1.948799968E0,2.073753636E0
8.323638070E0,5.945000052E-1,4.458999932E-1,-1.909199953E0,2.048731686E0
8.333613070E0,5.758000016E-1,5.507000089E-1,-1.830500007E0,1.996383334E0
8.343614632E0,5.857999921E-1,6.121000051E-1,-1.879399896E0,2.061546025E0
8.353613070E0,6.049000025E-1,6.409999728E-1,-2.026599884E0,2.209952956E0
8.363611507E0,6.233999729E-1,6.601999998E-1,-2.105099916E0,2.292583090E0
8.373636507E0,6.114999652E-1,6.428999901E-1,-2.144399881E0,2.320711842E0
8.383613070E0,5.490999818E-1,5.611000061E-1,-2.046299934E0,2.191731605E0
8.393613070E0,4.170999825E-1,4.436999857E-1,-1.820699930E0,1.919841220E0
8.403613070E0,3.537999988E-1,3.568999767E-1,-1.614599943E0,1.691001185E0
8.413613070E0,3.898999989E-1,2.698000073E-1,-1.388799906E0,1.467507830E0
8.423636507E0,3.802999854E-1,1.521999985E-1,-1.329599977E0,1.391268851E0
8.433611507E0,3.265999854E-1,2.010999918E-1,-1.279899955E0,1.336133471E0
8.443616195E0,3.757999837E-1,3.879999816E-1,-1.288699985E0,1.397325039E0
8.453613070E0,4.099999964E-1,4.973999858E-1,-1.395200014E0,1.536909178E0
8.463613070E0,3.974999785E-1,6.373999715E-1,-1.570099950E0,1.740545549E0
8.473636507E0,3.748999834E-1,7.791999578E-1,-1.627299905E0,1.842771704E0
8.483613070E0,3.597999811E-1,9.131000042E-1,-1.615799904E0,1.890507068E0
8.493609945E0,3.619000018E-1,1.009400010E0,-1.565199971E0,1.897290421E0
8.503613070E0,3.623999953E-1,1.077099919E0,-1.504699945E0,1.885629847E0
8.513613070E0,3.813999891E-1,1.174499989E0,-1.336399913E0,1.819582617E0
8.523638070E0,3.497999907E-1,1.340600014E0,-1.070099950E0,1.750623413E0
8.533613070E0,2.691999972E-1,1.407400012E0,-8.527999520E-1,1.667486489E0
8.543614632E0,2.769999802E-1,1.374400020E0,-5.767999887E-1,1.516048360E0
8.553611507E0,2.649999857E-1,1.348999977E0,-2.321999967E-1,1.394253481E0
8.563614632E0,1.730999947E-1,1.261899948E0,7.279999554E-2,1.275795801E0
8.573638070E0,1.384000033E-1,1.073899984E0,5.148999691E-1,1.198973609E0
8.583613070E0,1.906999946E-1,8.639999628E-1,9.371999502E-1,1.288877873E0
8.593613070E0,2.917999923E-1,7.015999556E-1,1.339800000E0,1.540277174E0
8.603613070E0,4.430999756E-1,5.479999781E-1,1.712999940E0,1.852298669E0
8.613611507E0,5.173999667E-1,4.519999921E-1,1.831200004E0,1.955837460E0
8.623638070E0,5.936999917E-1,4.538999796E-1,1.792699933E0,1.942235290E0
8.633613070E0,5.835999846E-1,6.133999825E-1,1.724900007E0,1.921491222E0
8.643613070E0,5.855000019E-1,7.943999767E-1,1.471099973E0,1.771444807E0
8.653614632E0,4.633999765E-1,9.294999838E-1,1.286499977E0,1.653418262E0
8.663613070E0,3.734000027E-1,9.503999949E-1,1.367100000E0,1.706355802E0
8.673638070E0,2.945999801E-1,8.556999564E-1,1.555899978E0,1.799954528E0
8.683613070E0,2.547000051E-1,7.313999534E-1,1.793699980E0,1.953759863E0
8.693611507E0,2.814999819E-1,6.640999913E-1,2.021499872E0,2.146330071E0
8.703611507E0,2.671000063E-1,6.150999665E-1,2.092099905E0,2.196946152E0
8.713613070E0,2.266999930E-1,5.855000019E-1,2.338799953E0,2.421608631E0
8.723636507E0,2.241999954E-1,4.384000003E-1,2.682499886E0,2.727318433E0
8.733613070E0,2.369999886E-1,2.479999885E-2,3.014999866E0,3.024402128E0
8.743613070E0,2.752999961E-1,-2.538999915E-1,3.669899940E0,3.688959320E0
8.753613070E0,2.559999935E-2,-9.326999784E-1,3.755100012E0,3.869284263E0
8.763613070E0,-8.919999748E-2,-1.298399925E0,3.389299870E0,3.630585712E0
8.773638070E0,-8.949999511E-2,-1.322499990E0,2.357100010E0,2.704244244E0
8.783611507E0,-6.239999831E-2,-1.170799971E0,1.129499912E0,1.628016088E0
8.793616195E0,-9.259999543E-2,-1.093999982E0,2.260999978E-1,1.120951350E0
8.803613070E0,-1.576000005E-1,-1.107800007E0,-3.824999928E-1,1.182524782E0
8.813611507E0,-2.069000006E-1,-1.081399918E0,-5.891000032E-1,1.248708215E0
8.823638070E0,-1.388999969E-1,-1.188499928E0,-3.941999972E-1,1.259848771E0
8.833611507E0,-2.294999957E-1,-1.468099952E0,-1.349999942E-2,1.485991240E0
8.843611507E0,-2.619999945E-1,-1.655799985E0,3.761999905E-1,1.718093135E0
8.853613070E0,-9.519999474E-2,-1.781499982E0,5.303999782E-1,1.861217172E0
8.863614632E0,1.579999924E-1,-1.736299992E0,5.277000070E-1,1.821584189E0
8.873638070E0,4.527999759E-1,-1.665199995E0,3.883000016E-1,1.768811955E0
8.883613070E0,5.273999572E-1,-1.674199939E0,3.390000015E-2,1.755632467E0
8.893613070E0,5.081999898E-1,-1.674199939E0,-3.490999937E-1,1.784119803E0
8.903613070E0,4.912999868E-1,-1.499300003E0,-5.651000142E-1,1.675892062E0
8.913613070E0,5.827999711E-1,-1.213099957E0,-7.318999767E-1,1.531974180E0
8.923639632E0,6.348999739E-1,-1.027199984E0,-9.379999638E-1,1.529078714E0
8.933611507E0,5.406000018E-1,-8.959999681E-1,-1.124599934E0,1.536160576E0
8.943613070E0,4.670999944E-1,-7.317000031E-1,-1.183899999E0,1.468055348E0
8.953644320E0,4.251999855E-1,-4.869999886E-1,-1.253099918E0,1.410043766E0
8.963611507E0,3.382000029E-1,-2.698000073E-1,-1.371399999E0,1.438022685E0
8.973636507E0,2.450999916E-1,-1.754999906E-1,-1.479699969E0,1.510094782E0
8.983614632E0,3.070000000E-2,-1.604000032E-1,-1.607100010E0,1.615376455E0
8.993613070E0,-7.979999483E-2,-2.429999970E-2,-1.625999928E0,1.628138291E0
9.003613070E0,-1.779999882E-1,1.656000018E-1,-1.644599915E0,1.662472928E0
9.013613070E0,-1.868999898E-1,3.210999966E-1,-1.564799905E0,1.608302072E0
9.023634945E0,-2.267999947E-1,3.915999830E-1,-1.416399956E0,1.486935647E0
9.033611507E0,-2.592999935E-1,3.747999966E-1,-1.405399919E0,1.477450661E0
9.043613070E0,-2.942000031E-1,2.685999870E-1,-1.492699981E0,1.544944280E0
9.053611507E0,-3.632999957E-1,2.291999906E-1,-1.541099906E0,1.599846381E0
9.063613070E0,-4.770999849E-1,1.982000023E-1,-1.599900007E0,1.681245868E0
9.073638070E0,-5.764999986E-1,1.568000019E-1,-1.639400005E0,1.744869871E0
9.083613070E0,-6.017000079E-1,9.719999880E-2,-1.630299926E0,1.740508141E0
9.093611507E0,-6.480999589E-1,4.169999808E-2,-1.552599907E0,1.682955412E0
9.103613070E0,-6.639999747E-1,-3.830000013E-2,-1.396199942E0,1.546524210E0
9.113611507E0,-6.182000041E-1,-5.519999936E-2,-1.278800011E0,1.421459726E0
9.123638070E0,-5.896999836E-1,-1.030000020E-2,-1.347399950E0,1.470829285E0
9.133613070E0,-4.836999774E-1,1.065999940E-1,-1.278699994E0,1.371277835E0
9.143613070E0,-3.303999901E-1,2.167999893E-1,-1.092499971E0,1.161775614E0
9.153613070E0,-1.985999942E-1,3.391999900E-1,-8.964999914E-1,9.788824370E-1
9.163613070E0,-1.458999962E-1,3.745999932E-1,-8.574000001E-1,9.469671187E-1
9.173638070E0,4.490000010E-2,5.386999846E-1,-7.690999508E-1,9.400683048E-1
9.183613070E0,8.980000019E-2,6.833999753E-1,-6.611999869E-1,9.551361102E-1
9.193613070E0,1.761000007E-1,9.350999594E-1,-6.313999891E-1,1.141967202E0
9.203613070E0,2.540000081E-1,1.116400003E0,-5.428000093E-1,1.267082011E0
9.213614632E0,3.041000068E-1,1.245999932E0,-4.442999959E-1,1.357348567E0
9.223636507E0,3.944999874E-1,1.401999950E0,-3.849999905E-1,1.506472401E0
9.233611507E0,3.570999801E-1,1.486899972E0,-2.080999911E-1,1.543274936E0
9.243611507E0,3.179000020E-1,1.391699910E0,-6.089999899E-2,1.428844939E0
9.253613070E0,2.673999965E-1,1.273499966E0,1.545999944E-1,1.310422100E0
9.263613070E0,1.668999940E-1,1.190699935E0,3.209999800E-1,1.244452864E0
9.273636507E0,1.242999956E-1,1.103699923E0,6.146000028E-1,1.269384564E0
9.283611507E0,1.115999967E-1,9.827999473E-1,9.375999570E-1,1.362880763E0
9.293611507E0,-4.559999704E-2,8.563999534E-1,1.113600016E0,1.405562249E0
9.303613070E0,-1.811999977E-1,8.228999972E-1,1.181699991E0,1.451348585E0
9.313613070E0,-1.780999899E-1,8.842999935E-1,1.161700010E0,1.470800122E0
9.323638070E0,-1.545999944E-1,9.350999594E-1,1.102499962E0,1.453897953E0
9.333613070E0,-2.201999873E-1,9.475999475E-1,1.023800015E0,1.412303143E0
9.343613070E0,-2.396999896E-1,9.237999916E-1,9.253999591E-1,1.329371127E0
9.353613070E0,-2.639999986E-1,8.940999508E-1,9.344999790E-1,1.320000353E0
9.363613070E0,-1.978999972E-1,9.286999702E-1,1.129499912E0,1.475607704E0
9.373639632E0,-4.199999943E-2,9.298999906E-1,1.412199974E0,1.691386047E0
9.383611507E0,1.983999908E-1,9.078999758E-1,1.782999992E0,2.010655091E0
9.393613070E0,2.930999994E-1,6.951999664E-1,2.173599958E0,2.300814504E0
9.403616195E0,1.999000013E-1,3.707999885E-1,2.730900049E0,2.763198820E0
9.413613070E0,-7.069999725E-2,-6.289999932E-2,3.475199938E0,3.476488100E0
9.423636507E0,-1.630000025E-1,-5.338999629E-1,4.160200119E0,4.197485343E0
9.433613070E0,-1.768999994E-1,-1.061499953E0,4.571199894E0,4.696162713E0
9.443611507E0,2.510000020E-2,-1.385699987E0,3.864199877E0,4.105220476E0
9.453613070E0,1.416999996E-1,-1.244799972E0,2.324300051E0,2.640450072E0
9.463611507E0,7.779999822E-2,-1.151000023E0,9.316999912E-1,1.482875169E0
9.473638070E0,3.889999911E-2,-1.236599922E0,1.950000040E-2,1.237365276E0
9.483611507E0,1.473999918E-1,-1.360599995E0,-5.988999605E-1,1.493867553E0
9.493613070E0,3.489999771E-1,-1.510299921E0,-7.859999537E-1,1.737988137E0
9.503613070E0,4.150999784E-1,-1.694799900E0,-5.130999684E-1,1.818770538E0
9.513614632E0,4.803999960E-1,-1.869899988E0,-6.300000101E-2,1.931651915E0
9.523638070E0,4.925999939E-1,-1.962299943E0,2.202999890E-1,2.035143215E0
9.533613070E0,4.138000011E-1,-2.114899874E0,3.964999914E-1,2.191174151E0
9.543611507E0,3.104999959E-1,-2.225699902E0,4.159999788E-1,2.285433500E0
9.553611507E0,2.624000013E-1,-2.208899975E0,3.768999875E-1,2.256135293E0
9.563613070E0,1.794999987E-1,-2.108299971E0,2.201999873E-1,2.127354472E0
9.573636507E0,9.529999644E-2,-1.967299938E0,-5.409999937E-2,1.970349701E0
9.583614632E0,1.179999951E-2,-1.775399923E0,-4.167999923E-1,1.823706764E0
9.593611507E0,-5.429999903E-2,-1.557099938E0,-8.384000063E-1,1.769300223E0
9.603613070E0,-1.682000011E-1,-1.320299983E0,-1.397199988E0,1.929676422E0
9.613613070E0,-2.543999851E-1,-1.064399958E0,-1.877599955E0,2.173257512E0
9.623638070E0,-2.106999904E-1,-8.159999847E-1,-2.259899855E0,2.411928236E0
9.633613070E0,-9.829999506E-2,-5.956000090E-1,-2.504899979E0,2.576611372E0
9.643611507E0,-3.070000000E-2,-4.363999963E-1,-2.661499977E0,2.697215152E0
9.653611507E0,5.469999835E-2,-2.280999869E-1,-2.749500036E0,2.759487660E0
9.663611507E0,1.727999896E-1,-5.659999698E-2,-2.827699900E0,2.833540209E0
9.673639632E0,3.055999875E-1,1.791999936E-1,-2.807899952E0,2.830160089E0
9.683613070E0,3.964000046E-1,3.612000048E-1,-2.709899902E0,2.762454685E0
9.693613070E0,4.912999868E-1,4.347999990E-1,-2.592499971E0,2.674225648E0
9.703614632E0,5.281000137E-1,4.623999894E-1,-2.387199879E0,2.488257751E0
9.713611507E0,5.849999785E-1,4.569000006E-1,-2.201499939E0,2.323270231E0
9.723636507E0,6.042000055E-1,4.122000039E-1,-2.016000032E0,2.144579824E0
9.733611507E0,6.694999933E-1,3.455999792E-1,-1.614399910E0,1.781560175E0
9.743609945E0,7.912999988E-1,2.773000002E-1,-1.134299994E0,1.410562814E0
9.753611507E0,8.738999963E-1,2.442999929E-1,-8.597999811E-1,1.250055878E0
9.763611507E0,9.411999583E-1,2.735999823E-1,-6.829999685E-1,1.194656130E0
9.773636507E0,9.745000005E-1,2.841999829E-1,-6.631000042E-1,1.212485669E0
9.783611507E0,8.971999884E-1,2.576999962E-1,-7.308999896E-1,1.185576612E0
9.793613070E0,8.569999933E-1,2.655999959E-1,-7.597000003E-1,1.175642989E0
9.803611507E0,8.501999974E-1,2.981999815E-1,-7.587999701E-1,1.177939158E0
9.813613070E0,7.989000082E-1,3.185999990E-1,-7.385999560E-1,1.133700612E0
9.823636507E0,7.489999533E-1,3.772999942E-1,-6.689999700E-1,1.072808080E0
9.833611507E0,7.048000097E-1,5.295999646E-1,-6.094999909E-1,1.071778622E0
9.843613070E0,6.830999851E-1,6.911999583E-1,-5.985999703E-1,1.141360984E0
9.853613070E0,5.708000064E-1,8.251000047E-1,-6.272000074E-1,1.183208568E0
9.863614632E0,4.903999865E-1,8.585999608E-1,-6.653000116E-1,1.191767656E0
9.873634945E0,3.868999779E-1,9.722999930E-1,-4.684000015E-1,1.146497898E0
9.883613070E0,2.830999792E-1,1.004699945E0,-2.515999973E-1,1.073717904E0
9.893613070E0,1.781999916E-1,9.398999810E-1,-5.699999630E-3,9.566607033E-1
9.903613070E0,6.459999830E-2,8.980000019E-1,2.599000037E-1,9.370833341E-1
9.913613070E0,-1.150000002E-2,8.276999593E-1,4.760999978E-1,9.549296730E-1
9.923638070E0,-7.750000060E-2,7.461000085E-1,7.117999792E-1,1.034084466E0
9.933613070E0,-1.049999967E-1,6.294999719E-1,1.074800014E0,1.249996114E0
9.943611507E0,-9.009999782E-2,4.787999988E-1,1.349599957E0,1.434847551E0
9.953613070E0,-1.723999977E-1,3.064999878E-1,1.506599903E0,1.547096400E0
9.963613070E0,-6.189999729E-2,2.649999857E-1,1.683399916E0,1.705254198E0
9.973638070E0,9.429999441E-2,2.945999801E-1,1.771899939E0,1.798697037E0
9.983613070E0,1.877999902E-1,3.872999847E-1,1.654599905E0,1.709669840E0
9.993613070E0,2.091999948E-1,5.063999891E-1,1.400099993E0,1.503491130E0
1.000361307E1,2.408999950E-1,6.071999669E-1,1.067899942E0,1.251852585E0
1.001361307E1,2.982999980E-1,6.654999852E-1,7.846999764E-1,1.071273622E0
1.002363807E1,2.606999874E-1,6.891999841E-1,6.693999767E-1,9.955186740E-1
1.003361151E1,2.313999981E-1,6.148999929E-1,8.572999835E-1,1.080097784E0
1.004361307E1,3.161000013E-1,6.491000056E-1,1.183099985E0,1.385992642E0
1.005361463E1,4.188999832E-1,6.894999743E-1,1.331399918E0,1.556763679E0
1.006361307E1,4.578999877E-1,5.816999674E-1,1.440799952E0,1.619861646E0
1.007363651E1,3.094999790E-1,2.384999990E-1,1.804299951E0,1.846123181E0
1.008361307E1,2.624999881E-1,-2.025000006E-1,2.588999987E0,2.610140499E0
1.009361307E1,2.081999928E-1,-6.852999926E-1,3.461299896E0,3.534625905E0
1.010361307E1,1.401999891E-1,-1.079999924E0,3.911199808E0,4.059992588E0
1.011361151E1,2.899999963E-3,-1.272899985E0,3.518399954E0,3.741580016E0
1.012363807E1,7.809999585E-2,-1.193099976E0,2.537899971E0,2.805445317E0
1.013361151E1,7.909999788E-2,-1.215399981E0,1.283499956E0,1.769414044E0
1.014361307E1,-1.377999932E-1,-1.259799957E0,1.380999982E-1,1.274816214E0
1.015361307E1,-2.320999950E-1,-1.159500003E0,-5.174999833E-1,1.290781506E0
1.016361151E1,-3.175999820E-1,-1.157299995E0,-7.613999844E-1,1.421246975E0
1.017363807E1,-4.126999974E-1,-1.254199982E0,-6.143000126E-1,1.456263502E0
1.018361151E1,-3.877999783E-1,-1.416199923E0,-2.039999962E-1,1.482439558E0
1.019361463E1,-2.308999896E-1,-1.565299988E0,1.863999963E-1,1.593180409E0
1.020361307E1,-1.527999938E-1,-1.659899950E0,5.654999614E-1,1.760228931E0
1.021361307E1,-5.480000004E-2,-1.635999918E0,9.062999487E-1,1.871063433E0
1.022363651E1,5.609999970E-2,-1.708799958E0,1.059599996E0,2.011441438E0
1.023361463E1,1.846999973E-1,-1.762799978E0,8.025999665E-1,1.945698990E0
1.024361307E1,3.540999889E-1,-1.697199941E0,2.802000046E-1,1.756242148E0
1.025361307E1,4.623000026E-1,-1.441699982E0,-4.174000025E-1,1.570491290E0
1.026361307E1,4.291999936E-1,-1.094699979E0,-1.066200018E0,1.587250187E0
1.027363651E1,4.739999771E-1,-8.360999823E-1,-1.479099989E0,1.763937622E0
1.028361463E1,4.144999981E-1,-6.640999913E-1,-1.774599910E0,1.939598898E0
1.029361307E1,3.722999990E-1,-5.148000121E-1,-1.981399894E0,2.080762332E0
1.030361307E1,3.921999931E-1,-3.674999774E-1,-1.982599974E0,2.054161562E0
1.031361307E1,3.409000039E-1,-3.112999797E-1,-1.973499894E0,2.026776337E0
1.032363807E1,2.672999799E-1,-2.301999927E-1,-2.013499975E0,2.044168160E0
1.033361307E1,1.621999890E-1,-1.762999892E-1,-2.043299913E0,2.057295569E0
1.034361151E1,9.809999913E-2,-1.127000004E-1,-2.082700014E0,2.088052741E0
1.035361151E1,2.929999866E-2,-5.480000004E-2,-2.092499971E0,2.093422475E0
1.036361463E1,-4.569999874E-2,2.539999969E-2,-2.062999964E0,2.063662400E0
1.037363651E1,-1.019999981E-1,6.689999998E-2,-2.023599863E0,2.027273049E0
1.038361151E1,-1.394999921E-1,1.680999994E-1,-1.915699959E0,1.928114154E0
1.039361151E1,-1.210999936E-1,2.087000012E-1,-1.768599987E0,1.784983701E0
1.040361151E1,-1.845999956E-1,1.202999949E-1,-1.651199937E0,1.665836270E0
1.041361463E1,-2.182999998E-1,1.209999993E-2,-1.553399920E0,1.568710494E0
1.042363651E1,-2.440999895E-1,-7.449999452E-2,-1.406700015E0,1.429664292E0
1.043361151E1,-2.762999833E-1,-8.049999923E-2,-1.259699941E0,1.292155514E0
1.044361463E1,-3.068999946E-1,-1.088999957E-1,-1.112800002E0,1.159469991E0
1.045361307E1,-3.059999943E-1,-1.282999963E-1,-9.362999797E-1,9.933551920E-1
1.046361151E1,-3.127999902E-1,-8.159999549E-2,-8.086999655E-1,8.709179222E-1
1.047370213E1,-2.908999920E-1,-3.049999848E-2,-6.811000109E-1,7.412491349E-1
1.048361307E1,-2.773999870E-1,1.769999973E-2,-5.730999708E-1,6.369518187E-1
1.049361307E1,-2.061999887E-1,7.069999725E-2,-4.454999864E-1,4.959709294E-1
1.050361307E1,-1.238999963E-1,1.722999960E-1,-3.373999894E-1,3.985940924E-1
1.051361307E1,-8.190000057E-2,3.163999915E-1,-2.685000002E-1,4.229761398E-1
1.052363807E1,-1.869999990E-2,5.094000101E-1,-2.386999875E-1,5.628638773E-1
1.053361307E1,6.149999797E-2,7.332999706E-1,-1.991999894E-1,7.623593198E-1
1.054361620E1,5.399999768E-2,9.271000028E-1,-1.693999916E-1,9.439951123E-1
1.055346151E1,1.524000019E-1,1.140399933E0,-3.189999983E-2,1.150980181E0
1.056361151E1,1.907999963E-1,1.339499950E0,-2.180000022E-2,1.353196215E0
1.057363807E1,1.582999974E-1,1.409899950E0,5.659999698E-2,1.419887431E0
1.058361307E1,2.097999901E-1,1.530299902E0,3.506000042E-1,1.583904728E0
1.059361307E1,2.620999813E-1,1.437199950E0,6.053000093E-1,1.581337471E0
1.060361307E1,2.806999981E-1,1.292500019E0,9.675999880E-1,1.638779584E0
1.061361307E1,1.468999982E-1,1.054899931E0,1.379099965E0,1.742501130E0
1.062363807E1,1.207999960E-1,8.284999728E-1,1.760999918E0,1.949903986E0
1.063361307E1,8.989999443E-2,6.585999727E-1,1.966599941E0,2.075897700E0
1.064361307E1,1.549999975E-2,5.611000061E-1,1.966399908E0,2.044945492E0
1.065361151E1,-5.649999902E-2,5.268999934E-1,1.652699947E0,1.735578569E0
1.066361307E1,-3.409999982E-2,5.460000038E-1,1.250899911E0,1.365294621E0
1.067363807E1,-7.449999452E-2,5.396999717E-1,8.393999934E-1,1.000709077E0
1.068361463E1,-1.026000008E-1,5.442999601E-1,6.437999606E-1,8.492747471E-1
1.069361307E1,-7.800000161E-2,5.644999743E-1,5.656999946E-1,8.029699278E-1
1.070361151E1,5.979999900E-2,5.514999628E-1,6.735999584E-1,8.726197069E-1
1.071361307E1,3.093999922E-1,5.095999837E-1,8.499000072E-1,1.038147639E0
1.072363494E1,6.107000113E-1,5.430999994E-1,1.045400023E0,1.326941341E0
1.073361307E1,7.976999879E-1,5.047000051E-1,1.260699987E0,1.574932324E0
1.074361463E1,8.667999506E-1,2.974999845E-1,1.466199994E0,1.729043324E0
1.075361151E1,7.688999772E-1,2.719999850E-2,1.858500004E0,2.011459490E0
1.076361151E1,5.990999937E-1,-3.816999793E-1,2.221799850E0,2.332597319E0
1.077363495E1,4.086999893E-1,-9.357999563E-1,2.594799995E0,2.788502153E0
1.078361463E1,2.417999953E-1,-1.435899973E0,2.458199978E0,2.857100471E0
1.079361307E1,1.309999973E-1,-1.619599938E0,1.791799903E0,2.418845148E0
1.080361307E1,8.859999478E-2,-1.491999984E0,1.046999931E0,1.824862397E0
1.081361307E1,9.709999710E-2,-1.408399940E0,7.037999630E-1,1.577451485E0
1.082363807E1,1.735000014E-1,-1.485099912E0,6.247999668E-1,1.620493442E0
1.083361151E1,1.997999996E-1,-1.631999969E0,5.751000047E-1,1.741862209E0
1.084361151E1,2.441999912E-1,-1.724999905E0,3.976999819E-1,1.787015272E0
1.085361151E1,2.963999808E-1,-1.794999957E0,1.618999988E-1,1.826496483E0
1.086361463E1,3.843999803E-1,-1.865499973E0,-5.409999937E-2,1.905460654E0
1.087363495E1,4.460999966E-1,-1.940499902E0,-2.010999918E-1,2.001246182E0
1.088361307E1,4.071999788E-1,-1.993199944E0,-2.987999916E-1,2.056195340E0
1.089361463E1,3.842999935E-1,-1.975999951E0,-3.964999914E-1,2.051700401E0
1.090361151E1,3.217000067E-1,-1.913599968E0,-5.820999742E-1,2.025881564E0
1.091361307E1,2.849999964E-1,-1.897699952E0,-6.894999743E-1,2.039093014E0
1.092363651E1,2.252999991E-1,-1.835899949E0,-7.673000097E-1,2.002507932E0
1.093361307E1,1.188999936E-1,-1.738099933E0,-9.041999578E-1,1.962831156E0
1.094361307E1,4.710000008E-2,-1.487599969E0,-1.040899992E0,1.816217187E0
1.095361307E1,3.859999776E-2,-1.320500016E0,-1.217000008E0,1.796190210E0
1.096361307E1,-1.217999980E-1,-1.168299913E0,-1.461499929E0,1.875031192E0
1.097363651E1,-4.299999774E-2,-9.916999936E-1,-1.716099977E0,1.982502714E0
1.098361307E1,6.889999658E-2,-8.292999864E-1,-2.029299974E0,2.193295252E0
1.099361307E1,1.551999897E-1,-6.708999872E-1,-2.274199963E0,2.376169039E0
1.100361463E1,2.427999973E-1,-4.351999760E-1,-2.391599894E0,2.442969691E0
1.101361307E1,3.637000024E-1,-2.131000012E-1,-2.371899843E0,2.409065829E0
1.102363807E1,4.636999965E-1,-8.699999750E-2,-2.273999929E0,2.322425966E0
1.103361151E1,5.810999870E-1,2.099999925E-3,-2.185999870E0,2.261918884E0
1.104361307E1,6.265999675E-1,8.320000023E-2,-2.117699862E0,2.210023182E0
1.105361151E1,6.798999906E-1,1.341999918E-1,-1.961199999E0,2.080043045E0
1.106361463E1,7.845999599E-1,1.357000023E-1,-1.746299982E0,1.919264238E0
1.107363494E1,8.427000046E-1,3.700000048E-2,-1.619399905E0,1.825915757E0
1.108361151E1,8.166999817E-1,-5.299999844E-3,-1.482899904E0,1.692932094E0
1.109361151E1,1.052799940E0,1.387999952E-1,-1.404899955E0,1.761078373E0
1.110361307E1,9.616999626E-1,1.724999994E-1,-1.248499990E0,1.585362827E0
1.111361307E1,1.015299916E0,2.356999964E-1,-1.170199990E0,1.567085328E0
1.112363807E1,1.059399962E0,2.732999921E-1,-1.032899976E0,1.504627371E0
1.113361307E1,1.058099985E0,2.534999847E-1,-9.445999861E-1,1.440870207E0
1.114361463E1,9.591999650E-1,1.674999893E-1,-9.443999529E-1,1.356470453E0
1.115361307E1,9.682999849E-1,1.664000005E-1,-7.677999735E-1,1.246920455E0
1.116361307E1,9.262999892E-1,1.138999984E-1,-5.322999954E-1,1.074405959E0
1.117363807E1,8.931999803E-1,1.979999989E-2,-1.889999956E-1,9.131917888E-1
1.118361307E1,8.845999837E-1,2.539999969E-2,2.522000074E-1,9.201995082E-1
1.119361307E1,9.163999557E-1,6.289999932E-2,5.954999924E-1,1.094698831E0
1.120361307E1,9.537999630E-1,1.876999885E-1,7.131999731E-1,1.205661585E0
1.121361307E1,9.865999818E-1,3.919999897E-1,5.859000087E-1,1.212568487E0
1.122363651E1,9.404000044E-1,5.471000075E-1,4.196999967E-1,1.166112633E0
1.123361151E1,7.414000034E-1,6.632999778E-1,3.515000045E-1,1.055079655E0
1.124361620E1,7.473999858E-1,8.748999834E-1,4.502999783E-1,1.235648328E0
1.125361151E1,6.276999712E-1,9.765999913E-1,6.369999647E-1,1.324206839E0
1.126361307E1,5.187999606E-1,1.008399963E0,5.884000063E-1,1.277590878E0
1.127363963E1,3.823999763E-1,9.915999770E-1,6.179000139E-1,1.229349699E0
1.128361463E1,2.787999809E-1,9.396999478E-1,6.866999865E-1,1.196796680E0
1.129361307E1,1.756999940E-1,8.355000019E-1,7.454999685E-1,1.133446489E0
1.130361307E1,1.071999967E-1,8.212999701E-1,8.337999582E-1,1.175265013E0
1.131361463E1,3.629999980E-2,7.603999972E-1,8.140999675E-1,1.114578217E0
1.132363651E1,3.889999911E-2,6.523999572E-1,7.356999516E-1,9.840697805E-1
1.133361151E1,6.619999558E-2,5.706999898E-1,6.571999788E-1,8.729219495E-1
1.134361151E1,8.549999446E-2,5.037999749E-1,4.805999994E-1,7.014991256E-1
1.135361307E1,8.039999753E-2,5.236999989E-1,4.413999915E-1,6.896084403E-1
1.136361151E1,8.579999954E-2,6.502000093E-1,5.099999905E-1,8.307958127E-1
1.137363807E1,1.092999950E-1,7.423999906E-1,5.982999802E-1,9.597224084E-1
1.138361151E1,4.679999873E-2,7.053999901E-1,6.768999696E-1,9.787609283E-1
1.139361463E1,1.300000004E-3,6.231999993E-1,8.633999825E-1,1.064818979E0
1.140361151E1,-3.899999894E-3,4.639999866E-1,1.177399993E0,1.265536227E0
1.141361307E1,3.649999946E-2,2.879999876E-1,1.648199916E0,1.673570795E0
1.142363963E1,-4.490000010E-2,6.499999762E-2,2.138399839E0,2.139858613E0
1.143361307E1,-8.219999820E-2,-3.445000052E-1,2.736199856E0,2.759026412E0
