"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.614361151E1,1.614999920E-1,-1.440999955E-1,-1.211999953E-1,2.480655054E-1
2.615361307E1,1.419000030E-1,-1.639000028E-1,-1.015999988E-1,2.394188412E-1
2.616361151E1,1.415999979E-1,-1.445000023E-1,-5.249999836E-2,2.090144968E-1
2.617363338E1,1.412999928E-1,-1.250000000E-1,-6.229999661E-2,1.986755585E-1
2.618361307E1,1.410999894E-1,-1.545999944E-1,-7.209999859E-2,2.213792562E-1
2.619361307E1,1.801999956E-1,-1.938999891E-1,-6.229999661E-2,2.719384743E-1
2.620361463E1,1.902000010E-1,-1.841000021E-1,-9.169999510E-2,2.801387875E-1
2.621361463E1,1.709000021E-1,-1.547999978E-1,-1.014999971E-1,2.519366973E-1
2.622363338E1,1.709999889E-1,-1.551000029E-1,-1.112999991E-1,2.562902591E-1
2.623361151E1,1.612000018E-1,-2.732000053E-1,-3.270999789E-1,4.556512698E-1
2.624361307E1,1.322000027E-1,-1.640999913E-1,-1.799999923E-1,2.771383140E-1
2.625361307E1,1.984999925E-1,2.539999969E-2,6.000000052E-3,2.002084089E-1
2.626361307E1,1.788999885E-1,-5.879999697E-2,1.559999958E-2,1.889603279E-1
2.627363494E1,1.416999996E-1,-2.223999947E-1,-5.309999734E-2,2.689986194E-1
2.628361307E1,1.624999940E-1,-2.105000019E-1,-1.021999940E-1,2.848882898E-1
2.629361463E1,1.527999938E-1,-1.108999997E-1,-4.339999706E-2,1.937271478E-1
2.630361307E1,1.623999923E-1,-7.059999555E-2,3.489999846E-2,1.804885780E-1
2.631361463E1,1.909999996E-1,-8.949999511E-2,1.519999932E-2,2.114764501E-1
2.632363495E1,1.422999948E-1,-1.187999994E-1,-4.299999680E-3,1.854217311E-1
2.633361307E1,1.425999999E-1,-1.088999957E-1,-2.389999852E-2,1.810115437E-1
2.634361463E1,1.327999979E-1,-7.889999449E-2,-3.370000049E-2,1.581035693E-1
2.635361151E1,1.429999918E-1,-8.769999444E-2,-6.319999695E-2,1.792610562E-1
2.636361307E1,1.535999924E-1,-1.056999937E-1,-9.269999713E-2,2.082276057E-1
2.637363338E1,1.348000020E-1,-8.419999480E-2,-6.329999864E-2,1.710776709E-1
2.638361307E1,1.352999955E-1,-1.018999964E-1,-1.439999975E-2,1.699913470E-1
2.639360994E1,1.454999894E-1,-9.099999815E-2,5.099999718E-3,1.716894189E-1
2.640361307E1,1.253999919E-1,-9.109999985E-2,-1.439999975E-2,1.556654359E-1
2.641361463E1,1.441999972E-1,-8.229999989E-2,-5.359999835E-2,1.744703098E-1
2.642363338E1,1.436000019E-1,-9.339999408E-2,-7.319999486E-2,1.862867647E-1
2.643361463E1,1.533999890E-1,-1.235999987E-1,-1.026000008E-1,2.221154575E-1
2.644361151E1,1.639999896E-1,-1.133999974E-1,-1.221999973E-1,2.338555010E-1
2.645361307E1,1.551000029E-1,-9.229999781E-2,-8.299999684E-2,1.986562357E-1
2.646361307E1,1.656000018E-1,-1.198999956E-1,-2.419999987E-2,2.058761996E-1
2.647363182E1,1.661999971E-1,-1.087999940E-1,-4.699999932E-3,1.987006988E-1
2.648361151E1,1.665000021E-1,-1.279999912E-1,-5.370000005E-2,2.167716274E-1
2.649361307E1,2.053999901E-1,-1.184000000E-1,-7.329999655E-2,2.481543984E-1
2.650361463E1,1.750999987E-1,-1.284999996E-1,-6.350000203E-2,2.262841349E-1
2.651361151E1,1.544999927E-1,-1.288999915E-1,-4.389999807E-2,2.059433548E-1
2.652363338E1,1.635999978E-1,-1.488000005E-1,-5.370000005E-2,2.275743602E-1
2.653361463E1,1.340000033E-1,-1.489000022E-1,-6.350000203E-2,2.101415281E-1
2.654361307E1,1.535999924E-1,-1.484999955E-1,-6.359999627E-2,2.229129109E-1
2.655361463E1,1.735999882E-1,-1.375999898E-1,-4.399999976E-2,2.258466583E-1
2.656361307E1,1.938000023E-1,-1.164999977E-1,-4.409999773E-2,2.303812062E-1
2.657363338E1,1.847999990E-1,-1.052000001E-1,-9.309999645E-2,2.321329123E-1
2.658361307E1,1.757999957E-1,-1.039999947E-1,-1.127999946E-1,2.333355441E-1
2.659361307E1,1.474999934E-1,-1.030999944E-1,-1.030000001E-1,2.073520121E-1
2.660361307E1,1.294000000E-1,-1.423999965E-1,-4.409999773E-2,1.974004276E-1
2.661361151E1,1.213999987E-1,-1.631999910E-1,1.469999924E-2,2.039320640E-1
2.662363182E1,1.627999991E-1,-1.559000015E-1,3.449999914E-2,2.280326734E-1
2.663361463E1,1.653999984E-1,-1.394999921E-1,5.299999844E-3,2.164382066E-1
2.664361463E1,1.471000016E-1,-1.232999936E-1,-7.279999554E-2,2.052830685E-1
2.665361307E1,1.561999917E-1,-9.649999440E-2,-1.217999980E-1,2.203314000E-1
2.666361151E1,1.537999958E-1,-9.719999880E-2,-1.217999980E-1,2.189463815E-1
2.667363651E1,1.703999937E-1,-8.630000055E-2,-9.250000119E-2,2.122265256E-1
2.668361307E1,1.970999986E-1,-8.329999447E-2,-7.310000062E-2,2.261214466E-1
2.669361307E1,1.864999980E-1,-9.989999980E-2,-3.399999812E-2,2.142854617E-1
2.670361307E1,1.770000011E-1,-1.255999953E-1,-4.799999762E-3,2.170884594E-1
2.671361307E1,1.876000017E-1,-1.328999996E-1,3.419999778E-2,2.324345292E-1
2.672363494E1,1.976999938E-1,-1.223999932E-1,3.419999778E-2,2.350248620E-1
2.673361307E1,1.771999896E-1,-1.231999993E-1,4.799999762E-3,2.158729166E-1
2.674361151E1,1.946999878E-1,-1.048999950E-1,-3.429999948E-2,2.238047903E-1
2.675361307E1,1.819999963E-1,-1.248999983E-1,-6.379999965E-2,2.297704250E-1
2.676361307E1,1.691000015E-1,-1.234999970E-1,-5.409999937E-2,2.162726744E-1
2.677363494E1,1.471000016E-1,-9.119999409E-2,-5.299999844E-3,1.731587115E-1
2.678361307E1,1.362999976E-1,-9.749999642E-2,1.399999950E-2,1.681664016E-1
2.679361307E1,1.074999943E-1,-1.140000001E-1,2.369999886E-2,1.584737794E-1
2.680361151E1,9.950000048E-2,-1.118999943E-1,3.999999724E-3,1.497927195E-1
2.681361151E1,1.212999970E-1,-1.108999997E-1,3.999999724E-3,1.644034647E-1
2.682363495E1,1.228999943E-1,-1.109999940E-1,-5.599999800E-3,1.657008366E-1
2.683361151E1,1.332999915E-1,-1.114999950E-1,-5.460000038E-2,1.821600852E-1
2.684361307E1,1.323999912E-1,-1.216999963E-1,-1.331000030E-1,2.237325581E-1
2.685361151E1,1.300999969E-1,-1.114000008E-1,-1.527999938E-1,2.295295350E-1
2.686361151E1,1.176999956E-1,-1.391000003E-1,-1.136999950E-1,2.147784624E-1
2.687363495E1,1.158999950E-1,-1.368999928E-1,-6.480000168E-2,1.907182663E-1
2.688361307E1,1.254999936E-1,-1.445999891E-1,-5.509999767E-2,1.992370823E-1
2.689361307E1,1.266999990E-1,-1.429999918E-1,-8.460000157E-2,2.089474758E-1
2.690361307E1,1.283999979E-1,-1.615999937E-1,-8.460000157E-2,2.230656354E-1
2.691361307E1,1.590999961E-1,-1.314000040E-1,-8.460000157E-2,2.230155378E-1
2.692363338E1,1.688999981E-1,-1.207999960E-1,-8.460000157E-2,2.242253524E-1
2.693361151E1,1.480000019E-1,-1.000999957E-1,-6.509999931E-2,1.901631395E-1
2.694361151E1,1.650999933E-1,-8.879999816E-2,-4.559999704E-2,1.929321311E-1
2.695361151E1,1.331000030E-1,-9.690000117E-2,-6.529999524E-2,1.771138346E-1
2.696361307E1,1.502999961E-1,-9.479999542E-2,-4.589999840E-2,1.835318442E-1
2.697363494E1,1.581999958E-1,-1.022999957E-1,2.249999903E-2,1.897334386E-1
2.698361151E1,1.375000030E-1,-8.100000024E-2,8.129999787E-2,1.791003644E-1
2.699361463E1,1.766999960E-1,-6.069999933E-2,6.159999967E-2,1.967280825E-1
2.700361151E1,1.776999980E-1,-8.029999584E-2,1.260000002E-2,1.954076217E-1
2.701361307E1,1.594000012E-1,-8.049999923E-2,-2.649999969E-2,1.805293888E-1
2.702363494E1,1.699000001E-1,-5.119999871E-2,-6.570000201E-2,1.892192912E-1
2.703361151E1,1.401000023E-1,-5.099999905E-2,-9.510000050E-2,1.768417955E-1
2.704361307E1,1.094999984E-1,-7.970000058E-2,-1.049999967E-1,1.713690143E-1
2.705361151E1,1.076999977E-1,-1.270000041E-1,-4.629999772E-2,1.728351247E-1
2.706361463E1,1.551999897E-1,-1.348000020E-1,1.229999959E-2,2.059353474E-1
2.707363495E1,1.449999958E-1,-1.235999987E-1,3.189999983E-2,1.931827333E-1
2.708361463E1,1.442999989E-1,-1.226999983E-1,1.219999976E-2,1.898067946E-1
2.709361463E1,1.639999896E-1,-1.036999971E-1,-3.669999912E-2,1.974755072E-1
2.710361307E1,1.446999907E-1,-1.050999984E-1,-8.569999784E-2,1.983143631E-1
2.711361307E1,1.449999958E-1,-1.163999960E-1,-1.149999946E-1,2.186297249E-1
2.712363338E1,1.551999897E-1,-1.271999925E-1,-1.444000006E-1,2.472210247E-1
2.713361151E1,1.656000018E-1,-8.810000122E-2,-1.344999969E-1,2.308142543E-1
2.714361151E1,1.561999917E-1,-1.167999953E-1,-1.050999984E-1,2.215551534E-1
2.715361307E1,1.762999892E-1,-1.451999992E-1,-7.580000162E-2,2.406457276E-1
2.716361463E1,1.767999977E-1,-1.442999989E-1,-8.559999615E-2,2.437377447E-1
2.717363495E1,1.479000002E-1,-1.634999961E-1,-1.345999986E-1,2.583095399E-1
2.718361307E1,1.383000016E-1,-1.630000025E-1,-1.052000001E-1,2.382497246E-1
2.719361463E1,1.578999907E-1,-1.526999921E-1,-6.599999964E-2,2.293593133E-1
2.720361151E1,1.774999946E-1,-1.423999965E-1,-3.659999743E-2,2.304855026E-1
2.721361151E1,1.582999974E-1,-1.318999976E-1,-6.610000134E-2,2.163924877E-1
2.722363494E1,1.586999893E-1,-1.114999950E-1,-2.689999901E-2,1.958099728E-1
2.723361463E1,1.491999924E-1,-9.070000052E-2,-1.709999889E-2,1.754409809E-1
2.724361463E1,1.105999947E-1,-7.989999652E-2,2.399999881E-3,1.364629190E-1
2.725361463E1,1.109999940E-1,-7.899999619E-2,-4.659999907E-2,1.439915205E-1
2.726361463E1,1.209999993E-1,-7.809999585E-2,-8.590000123E-2,1.676884594E-1
2.727363338E1,1.013000011E-1,-7.710000128E-2,-6.629999727E-2,1.435332368E-1
2.728361307E1,1.498000026E-1,-6.639999896E-2,-4.669999704E-2,1.703816022E-1
2.729361151E1,1.493999958E-1,-5.579999834E-2,-3.700000048E-2,1.637162136E-1
2.730361463E1,1.394999921E-1,-8.479999751E-2,-5.659999698E-2,1.727855522E-1
2.731361307E1,1.394999921E-1,-1.039999947E-1,-5.659999698E-2,1.829748790E-1
2.732363338E1,1.490999907E-1,-1.129999980E-1,-5.669999868E-2,1.954857965E-1
2.733361151E1,1.485999972E-1,-1.119999960E-1,1.179999951E-2,1.864542793E-1
2.734361307E1,1.578999907E-1,-1.204999983E-1,4.120000079E-2,2.028548661E-1
2.735361151E1,1.673000008E-1,-1.196999997E-1,2.149999887E-2,2.068323721E-1
2.736361307E1,1.479000002E-1,-9.999999404E-2,-2.740000002E-2,1.806243862E-1
2.737363338E1,1.092999950E-1,-9.039999545E-2,-8.619999886E-2,1.659791791E-1
2.738361307E1,1.199999973E-1,-9.039999545E-2,-8.619999886E-2,1.732125813E-1
2.739361151E1,1.404999942E-1,-7.039999962E-2,-6.659999490E-2,1.706808941E-1
2.740361151E1,1.415999979E-1,-6.960000098E-2,-7.639999688E-2,1.753045323E-1
2.741361151E1,1.621000022E-1,-7.849999517E-2,-7.639999688E-2,1.956415586E-1
2.742363495E1,1.621999890E-1,-8.749999851E-2,-8.630000055E-2,2.035012930E-1
2.743361463E1,1.711999923E-1,-1.064999998E-1,-8.630000055E-2,2.193157026E-1
2.744361151E1,1.894999892E-1,-1.356000006E-1,-4.710000008E-2,2.377309741E-1
2.745361463E1,1.885999888E-1,-1.354999989E-1,-2.749999985E-2,2.338513534E-1
2.746361307E1,1.387999952E-1,-1.159999967E-1,-1.769999973E-2,1.817545815E-1
2.747363494E1,1.187999994E-1,-1.255999953E-1,-3.739999980E-2,1.768828953E-1
2.748361463E1,1.188999936E-1,-1.248999983E-1,-2.759999968E-2,1.746395661E-1
2.749361307E1,1.684999913E-1,-1.042999998E-1,-4.719999805E-2,2.037119948E-1
2.750361307E1,1.990000010E-1,-1.031999961E-1,-7.669999450E-2,2.369264205E-1
2.751361307E1,1.712999940E-1,-1.020999998E-1,-9.629999846E-2,2.214538047E-1
2.752363494E1,1.339000016E-1,-1.209999993E-1,-9.629999846E-2,2.045578158E-1
2.753361307E1,1.546999961E-1,-1.207999960E-1,-3.739999980E-2,1.998086280E-1
2.754361307E1,1.456999928E-1,-1.314000040E-1,-1.779999956E-2,1.970058094E-1
2.755361307E1,1.264999956E-1,-1.330000013E-1,-5.689999834E-2,1.921688295E-1
2.756361463E1,1.464999914E-1,-1.347000003E-1,-8.619999886E-2,2.168796380E-1
2.757363495E1,1.563999951E-1,-1.255999953E-1,-9.600000083E-2,2.223787702E-1
2.758361151E1,1.269000024E-1,-1.056999937E-1,-1.155999973E-1,2.015923080E-1
2.759361307E1,1.358999908E-1,-7.469999790E-2,-1.058999971E-1,1.877863322E-1
2.760361463E1,1.440999955E-1,-4.309999943E-2,-8.639999479E-2,1.734571352E-1
2.761361307E1,1.615999937E-1,-6.009999663E-2,-3.759999946E-2,1.764662220E-1
2.762363495E1,1.791999936E-1,-9.709999710E-2,1.399999950E-3,2.038210174E-1
2.763361463E1,1.872999966E-1,-1.055999994E-1,2.089999989E-2,2.160311519E-1
2.764361307E1,1.861999929E-1,-8.579999954E-2,1.109999977E-2,2.053175279E-1
2.765361463E1,1.950999945E-1,-8.630000055E-2,-8.399999700E-3,2.135000186E-1
2.766361307E1,2.036999911E-1,-1.163999960E-1,-2.799999900E-2,2.362766289E-1
2.767363338E1,1.630000025E-1,-1.167999953E-1,-3.790000081E-2,2.040775582E-1
2.768361307E1,1.616999954E-1,-1.262999922E-1,-2.809999883E-2,2.070946317E-1
2.769361307E1,1.609999985E-1,-1.256999969E-1,-2.809999883E-2,2.061821977E-1
2.770361307E1,1.411999911E-1,-1.150999963E-1,-8.599999361E-3,1.823716168E-1
2.771361307E1,1.416999996E-1,-9.470000118E-2,1.090000011E-2,1.707799464E-1
2.772363338E1,1.428999901E-1,-9.449999779E-2,1.099999994E-3,1.713238651E-1
2.773361151E1,1.344999969E-1,-1.242999956E-1,-2.809999883E-2,1.852845056E-1
2.774361151E1,1.358000040E-1,-1.056999937E-1,-3.790000081E-2,1.762116336E-1
2.775361463E1,1.460999995E-1,-7.739999890E-2,-5.739999935E-2,1.750163696E-1
2.776361151E1,1.260000020E-1,-6.809999794E-2,-5.739999935E-2,1.542996116E-1
2.777363182E1,1.149000004E-1,-6.790000200E-2,-9.669999778E-2,1.648129544E-1
2.778361151E1,9.420000017E-2,-2.334999889E-1,-2.732999921E-1,3.716029743E-1
2.779361307E1,1.137999967E-1,-1.326999962E-1,-7.719999552E-2,1.911009355E-1
2.780361307E1,1.805000007E-1,3.849999979E-2,1.185999960E-1,2.193819940E-1
2.781361307E1,1.815000027E-1,-2.630000003E-2,5.959999934E-2,1.928369802E-1
2.782363495E1,1.451999992E-1,-1.714999974E-1,-2.859999985E-2,2.265242787E-1
2.783361307E1,1.462000012E-1,-1.516000032E-1,-8.739999682E-2,2.280257897E-1
2.784361307E1,1.553999931E-1,-9.339999408E-2,-8.739999682E-2,2.012746288E-1
2.785361463E1,1.632999927E-1,-6.489999592E-2,-4.820000008E-2,1.822145359E-1
2.786361151E1,1.709999889E-1,-9.499999881E-2,-6.780000031E-2,2.070334177E-1
2.787363495E1,1.501999944E-1,-1.243999973E-1,-7.759999484E-2,2.098979677E-1
2.788361463E1,1.497000009E-1,-1.233999953E-1,-4.829999804E-2,1.999263337E-1
2.789361307E1,1.791999936E-1,-1.021999940E-1,-1.889999956E-2,2.071586022E-1
2.790361307E1,1.798999906E-1,-1.006999984E-1,-5.819999799E-2,2.142235656E-1
2.791361151E1,1.811999977E-1,-7.000000030E-2,-4.839999974E-2,2.001899078E-1
2.792363338E1,1.525000036E-1,-5.959999934E-2,-7.779999822E-2,1.812767242E-1
2.793361463E1,1.331999898E-1,-6.949999928E-2,-1.269000024E-1,1.966623954E-1
2.794361307E1,1.324999928E-1,-5.049999803E-2,-6.799999624E-2,1.572593317E-1
2.795361307E1,1.608999968E-1,-7.079999894E-2,-1.899999939E-2,1.768119023E-1
2.796361151E1,1.507999897E-1,-9.149999917E-2,-1.889999956E-2,1.773981306E-1
2.797363494E1,1.418000013E-1,-1.119999960E-1,-2.869999968E-2,1.829615518E-1
2.798361307E1,1.432999969E-1,-1.125999987E-1,-4.820000008E-2,1.885123041E-1
2.799361151E1,1.648000032E-1,-1.124999970E-1,-2.859999985E-2,2.015769093E-1
2.800361463E1,1.571999937E-1,-1.123999953E-1,-8.899999782E-3,1.934549223E-1
2.801361307E1,1.398999989E-1,-1.125999987E-1,-3.830000013E-2,1.836236897E-1
2.802363338E1,1.321000010E-1,-1.039999947E-1,-7.739999890E-2,1.850869228E-1
2.803361307E1,1.238999963E-1,-1.057999954E-1,-1.262999922E-1,2.061468800E-1
2.804361620E1,1.447999924E-1,-8.799999952E-2,-1.261999905E-1,2.112758276E-1
2.805450995E1,1.560999900E-1,-9.939999878E-2,-1.162999943E-1,2.185709389E-1
2.806361151E1,1.471000016E-1,-8.020000160E-2,-8.689999580E-2,1.887380724E-1
2.807363495E1,1.377999932E-1,-6.049999967E-2,-4.759999737E-2,1.578443785E-1
2.808361307E1,1.184000000E-1,-8.959999681E-2,-1.819999889E-2,1.495926449E-1
2.809361307E1,1.180000007E-1,-8.949999511E-2,-8.399999700E-3,1.483401810E-1
2.810361151E1,1.171000004E-1,-9.929999709E-2,-2.809999883E-2,1.560849430E-1
2.811361151E1,1.255999953E-1,-9.939999878E-2,-2.809999883E-2,1.626201971E-1
2.812363495E1,1.440999955E-1,-9.959999472E-2,-2.809999883E-2,1.774107595E-1
2.813361307E1,1.335999966E-1,-7.039999962E-2,-2.809999883E-2,1.536057582E-1
2.814361307E1,1.429999918E-1,-8.060000092E-2,-3.790000081E-2,1.684688928E-1
2.815361151E1,1.625999957E-1,-7.140000165E-2,-4.769999906E-2,1.838804197E-1
2.816361151E1,1.816999912E-1,-4.289999977E-2,-5.749999732E-2,1.953498054E-1
2.817363495E1,1.515000015E-1,-5.370000005E-2,-6.729999930E-2,1.742562205E-1
2.818361307E1,1.604000032E-1,-1.039000005E-1,-1.064999998E-1,2.187821315E-1
2.819361151E1,1.689999998E-1,-1.046999991E-1,-6.719999760E-2,2.098545435E-1
2.820361463E1,1.481999904E-1,-9.529999644E-2,-8.399999700E-3,1.763969571E-1
2.821361307E1,1.471000016E-1,-4.639999941E-2,2.089999989E-2,1.556540408E-1
2.822363338E1,1.464999914E-1,-5.639999732E-2,1.109999977E-2,1.573734958E-1
2.823361307E1,1.559000015E-1,-7.629999518E-2,-1.819999889E-2,1.745214591E-1
2.824361463E1,1.753999889E-1,-7.660000026E-2,-4.759999737E-2,1.972269654E-1
2.825361307E1,1.853999943E-1,-7.669999450E-2,-6.719999760E-2,2.115936830E-1
2.826361307E1,1.856999993E-1,-9.619999677E-2,-9.669999778E-2,2.304122798E-1
2.827363494E1,1.859999895E-1,-1.158999950E-1,-9.669999778E-2,2.395405905E-1
2.828361307E1,1.762999892E-1,-9.669999778E-2,-6.719999760E-2,2.120104135E-1
2.829361307E1,1.960999966E-1,-1.172999963E-1,-7.699999958E-2,2.411296285E-1
2.830361307E1,1.665999889E-1,-1.182999983E-1,-1.063999981E-1,2.303723193E-1
2.831361307E1,1.269000024E-1,-1.188999936E-1,-1.160999984E-1,2.090933492E-1
2.832363495E1,1.353999972E-1,-8.959999681E-2,-8.679999411E-2,1.841074623E-1
2.833361307E1,1.432999969E-1,-7.970000058E-2,-5.739999935E-2,1.737289242E-1
2.834361307E1,1.511999965E-1,-7.959999889E-2,-4.759999737E-2,1.773791377E-1
2.835361463E1,1.885999888E-1,-7.979999483E-2,-3.779999912E-2,2.082470525E-1
2.836361463E1,1.869999915E-1,-8.020000160E-2,-6.729999930E-2,2.143136183E-1
2.837363651E1,1.759999990E-1,-7.059999555E-2,-4.769999906E-2,1.955393795E-1
2.838361307E1,1.752000004E-1,-6.049999967E-2,-3.790000081E-2,1.891869450E-1
2.839361463E1,1.748999953E-1,-7.959999889E-2,1.199999941E-3,1.921655749E-1
2.840361463E1,1.757999957E-1,-1.083999947E-1,2.080000006E-2,2.075785088E-1
2.841361151E1,1.673000008E-1,-1.085999981E-1,2.080000006E-2,2.005389983E-1
2.842363182E1,1.688999981E-1,-1.193999946E-1,1.300000004E-3,2.068459767E-1
2.843361307E1,1.606999934E-1,-1.305000037E-1,-6.719999760E-2,2.176478314E-1
2.844361463E1,1.817999929E-1,-1.116999984E-1,-1.357000023E-1,2.528687756E-1
2.845361307E1,1.438999921E-1,-9.200000018E-2,-1.748999953E-1,2.444610728E-1
2.846361151E1,1.256999969E-1,-8.109999448E-2,-1.847999990E-1,2.377577296E-1
2.847363182E1,8.769999444E-2,-8.909999579E-2,-1.455999911E-1,1.919100197E-1
2.848361307E1,6.960000098E-2,-1.072999984E-1,-6.719999760E-2,1.444759131E-1
2.849361307E1,9.109999985E-2,-1.270000041E-1,1.399999950E-3,1.563015387E-1
2.850361307E1,9.319999814E-2,-1.386999935E-1,1.139999926E-2,1.674929486E-1
2.851361307E1,8.479999751E-2,-1.223999932E-1,-1.779999956E-2,1.499654557E-1
2.852363494E1,9.549999982E-2,-8.630000055E-2,-7.649999857E-2,1.497337298E-1
2.853361151E1,9.579999745E-2,-6.839999557E-2,-1.351999938E-1,1.792630393E-1
2.854361307E1,6.579999626E-2,-6.790000200E-2,-1.548999995E-1,1.814774356E-1
2.855361307E1,9.409999847E-2,-7.499999553E-2,-1.353999972E-1,1.811435019E-1
2.856361307E1,9.219999611E-2,-7.129999995E-2,-6.689999998E-2,1.343880176E-1
2.857363338E1,1.092999950E-1,-7.739999890E-2,-8.299999870E-3,1.341869544E-1
2.858361307E1,1.360999942E-1,-8.479999751E-2,1.099999994E-2,1.607334688E-1
2.859361463E1,1.632999927E-1,-1.034999937E-1,1.099999994E-3,1.933399760E-1
2.860361463E1,1.618999988E-1,-8.429999650E-2,-1.840000041E-2,1.834575129E-1
2.861361151E1,1.513999999E-1,-9.499999881E-2,-2.819999866E-2,1.809480579E-1
2.862363338E1,1.515000015E-1,-9.579999745E-2,-8.699999750E-2,1.992458018E-1
2.863361151E1,1.231999993E-1,-1.055999994E-1,-7.719999552E-2,1.796926237E-1
2.864361151E1,1.251000017E-1,-8.540000021E-2,-5.749999732E-2,1.620167280E-1
2.865361307E1,1.279999912E-1,-6.529999524E-2,-4.769999906E-2,1.514046797E-1
2.866361151E1,1.315999925E-1,-5.570000038E-2,-3.779999912E-2,1.478170762E-1
2.867363338E1,9.559999406E-2,-6.610000134E-2,-3.769999743E-2,1.221878015E-1
2.868361307E1,8.819999546E-2,-8.630000055E-2,-5.719999969E-2,1.360101807E-1
2.869361307E1,1.186999977E-1,-8.669999987E-2,-4.729999974E-2,1.544146023E-1
2.870361307E1,1.184999943E-1,-7.699999958E-2,1.599999960E-3,1.413287252E-1
2.871361307E1,1.079999954E-1,-7.710000128E-2,1.139999926E-2,1.331854691E-1
2.872363494E1,1.166999936E-1,-6.749999523E-2,1.139999926E-2,1.352963335E-1
2.873361307E1,1.358999908E-1,-6.769999862E-2,1.139999926E-2,1.522565509E-1
2.874361463E1,1.366999894E-1,-7.779999822E-2,1.139999926E-2,1.577012581E-1
2.875361307E1,1.291999966E-1,-5.889999866E-2,-3.749999776E-2,1.468608144E-1
2.876361307E1,1.322000027E-1,-5.999999866E-2,-9.619999677E-2,1.741587779E-1
2.877363494E1,1.345999986E-1,-7.069999725E-2,-1.548999995E-1,2.170475963E-1
2.878361151E1,1.552999914E-1,-8.100000024E-2,-1.548999995E-1,2.338227902E-1
2.879361151E1,1.546999961E-1,-1.004000008E-1,-1.450999975E-1,2.346620085E-1
2.880361151E1,1.625999957E-1,-1.097999960E-1,-1.058999971E-1,2.229565140E-1
2.881361463E1,1.793999970E-1,-1.090999991E-1,-5.700000003E-2,2.175687678E-1
2.882363495E1,1.669999957E-1,-1.083000004E-1,-2.769999951E-2,2.009606395E-1
2.883361307E1,1.650999933E-1,-1.074000001E-1,2.119999938E-2,1.980964608E-1
2.884361151E1,1.741999984E-1,-1.068999991E-1,3.089999966E-2,2.067076661E-1
2.885361307E1,1.748999953E-1,-6.799999624E-2,1.139999926E-2,1.879999145E-1
2.886361307E1,1.767999977E-1,-7.880000025E-2,-2.769999951E-2,1.955376414E-1
2.887363495E1,1.790999919E-1,-4.069999978E-2,-7.660000026E-2,1.989996410E-1
2.888375526E1,1.916999966E-1,-5.099999905E-2,-1.058999971E-1,2.248659556E-1
2.889361151E1,1.832000017E-1,-8.009999990E-2,-1.058999971E-1,2.262588341E-1
2.890361307E1,1.548999995E-1,-9.869999439E-2,-9.609999508E-2,2.072942541E-1
2.891361307E1,1.449999958E-1,-6.819999963E-2,-9.619999677E-2,1.868975070E-1
2.892363495E1,1.440999955E-1,-7.739999890E-2,-7.660000026E-2,1.806187382E-1
2.893361463E1,1.527999938E-1,-1.070999950E-1,-4.719999805E-2,1.924736004E-1
2.894361307E1,1.421999931E-1,-9.839999676E-2,-5.700000003E-2,1.820779982E-1
2.895364432E1,1.513999999E-1,-9.989999980E-2,-7.649999857E-2,1.968609146E-1
2.896361463E1,1.811999977E-1,-9.109999985E-2,-6.669999659E-2,2.134983341E-1
2.897363338E1,1.528999954E-1,-8.129999787E-2,-8.630000055E-2,1.934833025E-1
2.898361463E1,1.446999907E-1,-7.109999657E-2,-1.156999990E-1,1.984434091E-1
2.899361307E1,1.362999976E-1,-8.009999990E-2,-6.659999490E-2,1.715495807E-1
2.900361307E1,1.365000010E-1,-5.969999731E-2,-2.740000002E-2,1.514830021E-1
2.901361151E1,1.554999948E-1,-6.929999590E-2,-1.769999973E-2,1.711608243E-1
2.902363494E1,1.544999927E-1,-7.919999957E-2,-7.899999619E-3,1.737967137E-1
2.903361307E1,1.536999941E-1,-8.909999579E-2,1.799999969E-3,1.776674912E-1
2.904361463E1,1.332999915E-1,-7.930000126E-2,-1.769999973E-2,1.561110756E-1
2.905361307E1,1.327999979E-1,-8.879999816E-2,1.799999969E-3,1.597639481E-1
2.906361307E1,1.127000004E-1,-8.799999952E-2,1.150000002E-2,1.434487365E-1
2.907363495E1,1.228999943E-1,-6.830000132E-2,-3.739999980E-2,1.454924697E-1
2.908361463E1,7.409999520E-2,-7.840000093E-2,-7.660000026E-2,1.323061959E-1
2.909361463E1,1.036999971E-1,-8.869999647E-2,-1.059999987E-1,1.727928775E-1
2.910361307E1,9.369999915E-2,-8.899999410E-2,-1.648000032E-1,2.094271468E-1
2.911361307E1,8.309999853E-2,-1.084999964E-1,-1.255999953E-1,1.856157800E-1
2.912363182E1,1.114999950E-1,-8.829999715E-2,-9.629999846E-2,1.717638730E-1
2.913361151E1,1.103999987E-1,-8.729999512E-2,-5.709999800E-2,1.518876514E-1
2.914361151E1,1.386999935E-1,-1.057999954E-1,-2.769999951E-2,1.766313030E-1
2.915361151E1,1.379999965E-1,-1.142999977E-1,-1.799999923E-2,1.800902232E-1
2.916361151E1,1.274999976E-1,-1.131999940E-1,1.119999960E-2,1.708681598E-1
