"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
8.929902200E-2,-2.964021638E-2,8.545385301E-2,9.747743607E0,9.748163228E0
9.129902200E-2,-2.633621730E-2,8.802042902E-2,9.746728897E0,9.747161914E0
9.329902200E-2,-1.901953854E-2,8.412267268E-2,9.748758316E0,9.749139812E0
9.529902200E-2,-2.190215699E-2,8.197746426E-2,9.742648125E0,9.743017628E0
9.730058400E-2,-1.253604051E-2,8.188170195E-2,9.741086960E0,9.741439161E0
9.930058400E-2,-7.038952783E-3,8.889192343E-2,9.741422653E0,9.741830764E0
1.013005840E-1,-5.516240373E-3,8.970595151E-2,9.742236137E0,9.742650694E0
1.033005840E-1,-1.036210544E-2,9.617987275E-2,9.755710602E0,9.756190204E0
1.052990220E-1,-1.037168223E-2,9.862195700E-2,9.763545036E0,9.764048624E0
1.073005840E-1,-1.218169741E-2,9.565314651E-2,9.764578819E0,9.765054912E0
1.092990220E-1,-2.333867922E-2,9.719501436E-2,9.765766144E0,9.766277691E0
1.113005840E-1,-3.476380929E-2,9.836337715E-2,9.764789581E0,9.765346868E0
1.133005840E-1,-3.462015465E-2,9.863153100E-2,9.762817383E0,9.763376976E0
1.152990220E-1,-3.063620627E-2,9.023267031E-2,9.759360313E0,9.759825523E0
1.173005840E-1,-2.980302274E-2,9.425493330E-2,9.756352425E0,9.756853225E0
1.193005840E-1,-3.231214359E-2,9.502107650E-2,9.756994247E0,9.757510432E0
1.213005840E-1,-3.024355508E-2,9.323021770E-2,9.764684677E0,9.765176567E0
1.233005840E-1,-2.531149983E-2,9.063490480E-2,9.756209373E0,9.756663195E0
1.252990220E-1,-2.814623527E-2,8.232222497E-2,9.754380226E0,9.754768206E0
1.272990220E-1,-3.181415051E-2,8.355764300E-2,9.750731468E0,9.751141379E0
1.292990220E-1,-3.190034255E-2,8.436208963E-2,9.749304771E0,9.749721951E0
1.312990220E-1,-2.904645540E-2,7.120355964E-2,9.744630814E0,9.744934240E0
1.334474590E-1,-3.302082792E-2,6.917327642E-2,9.741977692E0,9.742279233E0
1.355849590E-1,-4.009808972E-2,7.478528470E-2,9.746105194E0,9.746474601E0
1.373443340E-1,-4.071100801E-2,7.692091167E-2,9.746009827E0,9.746398399E0
1.392990220E-1,-3.872860596E-2,7.543651015E-2,9.750932693E0,9.751301399E0
1.412990220E-1,-4.134307429E-2,7.710287720E-2,9.760251045E0,9.760643143E0
1.432990220E-1,-3.709097207E-2,7.508216798E-2,9.764214516E0,9.764573630E0
1.452990220E-1,-4.080677405E-2,8.170931041E-2,9.762807846E0,9.763235050E0
1.472990220E-1,-3.843172640E-2,8.191043139E-2,9.759675980E0,9.760095365E0
1.492990220E-1,-3.077985719E-2,7.986099273E-2,9.744965553E0,9.745341390E0
1.512990220E-1,-3.108631447E-2,8.157524467E-2,9.741067886E0,9.741459051E0
1.534755840E-1,-3.023397736E-2,8.204450458E-2,9.738051414E0,9.738443959E0
1.552990220E-1,-3.198653460E-2,8.030152321E-2,9.734537125E0,9.734920878E0
1.572990220E-1,-3.266648948E-2,8.173804730E-2,9.732353210E0,9.732751267E0
1.592990220E-1,-3.460100293E-2,8.137413114E-2,9.739191055E0,9.739592465E0
1.612990220E-1,-3.004244156E-2,8.845138550E-2,9.742830276E0,9.743278093E0
1.632990220E-1,-2.730347589E-2,8.618168533E-2,9.741480827E0,9.741900301E0
1.652990220E-1,-2.462197095E-2,8.673713356E-2,9.745166779E0,9.745583878E0
1.672990220E-1,-2.785892971E-2,7.955453545E-2,9.755174637E0,9.755538798E0
1.692990220E-1,-2.413355187E-2,8.158481866E-2,9.754093170E0,9.754464213E0
1.712990220E-1,-1.957499236E-2,8.206366003E-2,9.750577927E0,9.750942905E0
1.732990220E-1,-1.255519409E-2,9.051997960E-2,9.749381065E0,9.749809365E0
1.752990220E-1,-7.776367012E-3,9.308656305E-2,9.756190300E0,9.756637471E0
1.772990220E-1,2.461239230E-3,1.049043462E-1,9.761505127E0,9.762069111E0
1.792990220E-1,-3.380612936E-3,1.108036563E-1,9.763477325E0,9.764106634E0
1.812990220E-1,-9.097966366E-3,1.060727164E-1,9.762329102E0,9.762909591E0
1.832990220E-1,-4.118026700E-3,1.001638249E-1,9.759522438E0,9.760037293E0
1.852990220E-1,1.110909623E-3,1.005277410E-1,9.757962227E0,9.758480101E0
1.872990220E-1,-3.150769509E-3,1.008820832E-1,9.752904892E0,9.753427139E0
1.892990220E-1,-1.043871976E-3,1.087829545E-1,9.743597031E0,9.744204324E0
1.914443340E-1,-1.388637000E-3,1.085914150E-1,9.736528397E0,9.737134036E0
1.932990220E-1,-8.073247969E-3,1.057279408E-1,9.734871864E0,9.735449337E0
1.952990220E-1,-1.464293804E-2,9.741527587E-2,9.735015869E0,9.735514271E0
1.972990220E-1,-1.519839186E-2,8.960060030E-2,9.739593506E0,9.740017501E0
1.992990220E-1,-1.009395439E-2,8.866208047E-2,9.738799095E0,9.739207908E0
2.012990220E-1,-9.088389575E-3,8.863334358E-2,9.732736588E0,9.733144402E0
2.032990220E-1,-7.058106363E-3,8.566453308E-2,9.731616020E0,9.731995612E0
2.052990220E-1,-2.394201729E-4,8.067502081E-2,9.736472130E0,9.736806358E0
2.072990220E-1,2.489969775E-4,7.806055248E-2,9.738271713E0,9.738584572E0
2.092990220E-1,-6.512228865E-4,7.179731876E-2,9.741949081E0,9.742213670E0
2.112990220E-1,-4.912901670E-3,7.526411861E-2,9.749257088E0,9.749548840E0
2.132990220E-1,-1.066856273E-2,7.052360475E-2,9.757664680E0,9.757925364E0
2.152990220E-1,-1.788947545E-2,6.670246273E-2,9.760135651E0,9.760379971E0
2.172990220E-1,-1.649126038E-2,7.569508255E-2,9.753594398E0,9.753902060E0
2.192990220E-1,-1.274672989E-2,7.484274358E-2,9.746794701E0,9.747090379E0
2.212990220E-1,-4.845864139E-3,7.731355727E-2,9.747943878E0,9.748251675E0
2.232990220E-1,-1.446097856E-3,7.532158494E-2,9.744640350E0,9.744931554E0
2.252990220E-1,4.644751083E-3,7.015968114E-2,9.743185043E0,9.743438754E0
2.272990220E-1,3.055001143E-3,7.254431397E-2,9.745531082E0,9.745801562E0
2.292990220E-1,-2.039859770E-3,8.282022923E-2,9.742054939E0,9.742407187E0
2.312990220E-1,-6.138733588E-3,8.091444522E-2,9.739593506E0,9.739931544E0
2.334755840E-1,-4.328716546E-3,8.425674587E-2,9.736940384E0,9.737305889E0
2.352990220E-1,0.000000000E0,8.810661733E-2,9.743041039E0,9.743439406E0
2.372990220E-1,2.451662440E-3,8.925583959E-2,9.742294312E0,9.742703478E0
2.392990220E-1,3.083731979E-3,8.578903228E-2,9.744640350E0,9.745018462E0
2.412990220E-1,-2.873042104E-5,8.681374788E-2,9.749457359E0,9.749843867E0
2.432990220E-1,-6.770802662E-3,8.999325335E-2,9.755232811E0,9.755650251E0
2.452990220E-1,-1.341710705E-2,8.867165446E-2,9.752963066E0,9.753375377E0
2.472990220E-1,-1.013226155E-2,8.821196854E-2,9.755941391E0,9.756345445E0
2.492990220E-1,-1.145386137E-2,8.871953934E-2,9.762961388E0,9.763371211E0
2.512990220E-1,-1.478658989E-2,8.701486886E-2,9.762443542E0,9.762842524E0
2.532990220E-1,-2.326206490E-2,8.875784278E-2,9.761907578E0,9.762338789E0
2.552990220E-1,-2.477519959E-2,8.654560149E-2,9.758708954E0,9.759124161E0
2.572990220E-1,-2.618298866E-2,9.535626322E-2,9.750482559E0,9.750983976E0
2.592990220E-1,-2.095405385E-2,1.007384360E-1,9.744218826E0,9.744762072E0
2.612990220E-1,-1.870350540E-2,1.041765064E-1,9.735714912E0,9.736290229E0
2.632990220E-1,-2.365471236E-2,1.104493067E-1,9.730237007E0,9.730892601E0
2.652990220E-1,-2.320460230E-2,1.108802706E-1,9.730466843E0,9.731126238E0
2.672990220E-1,-2.420059033E-2,1.073081195E-1,9.729269981E0,9.729891832E0
2.692990220E-1,-2.296518348E-2,1.068580076E-1,9.730658531E0,9.731272347E0
2.712990220E-1,-2.281195484E-2,9.954132885E-2,9.740397453E0,9.740932779E0
2.732990220E-1,-1.401086804E-2,9.321106225E-2,9.754407883E0,9.754863287E0
2.752990220E-1,-1.320641581E-2,8.630618453E-2,9.759263992E0,9.759654545E0
2.772990220E-1,-1.297657285E-2,8.567410707E-2,9.765680313E0,9.766064736E0
2.792990220E-1,-1.376187149E-2,8.763735741E-2,9.774912834E0,9.775315371E0
2.812990220E-1,-2.415270545E-2,8.439082652E-2,9.779959679E0,9.780353597E0
2.832990220E-1,-2.123178169E-2,8.321287483E-2,9.773878098E0,9.774255380E0
2.852990220E-1,-2.367386594E-2,8.951441199E-2,9.767595291E0,9.768034145E0
2.872990220E-1,-2.306095138E-2,9.110416472E-2,9.758593559E0,9.759046062E0
2.892990220E-1,-2.444000915E-2,8.263827115E-2,9.755050659E0,9.755431295E0
2.912990220E-1,-2.425805107E-2,8.588480204E-2,9.751335144E0,9.751743523E0
2.932990220E-1,-2.694913559E-2,8.952398598E-2,9.750137329E0,9.750585559E0
2.952990220E-1,-2.267787978E-2,8.758947998E-2,9.754945755E0,9.755365338E0
2.972990220E-1,-1.955583878E-2,7.601111382E-2,9.755443573E0,9.755759295E0
2.992990220E-1,-1.959414594E-2,7.467994094E-2,9.756093979E0,9.756399477E0
3.012990220E-1,-2.546472847E-2,7.332003117E-2,9.751813889E0,9.752122764E0
3.032990220E-1,-3.242706507E-2,7.120355964E-2,9.756610870E0,9.756924574E0
3.052990220E-1,-3.277183324E-2,7.978437841E-2,9.761945724E0,9.762326765E0
3.072990220E-1,-4.250187054E-2,8.962933719E-2,9.764128685E0,9.764632548E0
3.092990220E-1,-4.479072616E-2,8.825027198E-2,9.765028954E0,9.765530440E0
3.112990220E-1,-3.608540818E-2,9.060616791E-2,9.758114815E0,9.758602173E0
3.134755840E-1,-3.302082792E-2,9.342174977E-2,9.756726265E0,9.757229392E0
3.152990220E-1,-3.268564120E-2,9.368990362E-2,9.754198074E0,9.754702775E0
3.172990220E-1,-3.580768034E-2,9.509769082E-2,9.757607460E0,9.758136559E0
3.192990220E-1,-4.009808972E-2,8.987833560E-2,9.757846832E0,9.758343137E0
3.212990220E-1,-3.551080078E-2,8.173804730E-2,9.751736641E0,9.752143848E0
3.232990220E-1,-2.714067139E-2,8.168058842E-2,9.749064445E0,9.749444389E0
3.252990220E-1,-2.655648626E-2,9.065405279E-2,9.749840736E0,9.750298344E0
3.272990220E-1,-2.801216021E-2,9.109459072E-2,9.743654251E0,9.744120333E0
3.292990220E-1,-2.816538885E-2,8.433336020E-2,9.737582207E0,9.737988121E0
3.312990220E-1,-2.996582724E-2,7.590577006E-2,9.740838051E0,9.741179886E0
3.332990220E-1,-2.839523181E-2,8.621041477E-2,9.743635178E0,9.744057933E0
3.352990220E-1,-2.707363293E-2,9.932105988E-2,9.742025375E0,9.742569275E0
3.372990220E-1,-2.721728571E-2,9.643844515E-2,9.739249229E0,9.739764715E0
3.392990220E-1,-2.616383508E-2,8.834604919E-2,9.739947319E0,9.740383121E0
3.412990220E-1,-2.651817910E-2,8.425674587E-2,9.745846748E0,9.746247034E0
3.432990220E-1,-2.440170199E-2,8.972510695E-2,9.755184174E0,9.755627314E0
3.452990220E-1,-1.905784570E-2,9.847830236E-2,9.757310867E0,9.757826425E0
3.472990220E-1,-1.561019477E-2,9.665871412E-2,9.758957863E0,9.759449019E0
3.492990220E-1,-6.761225872E-3,9.059659392E-2,9.762874603E0,9.763297290E0
3.512990220E-1,-7.163451519E-3,9.185115248E-2,9.759915352E0,9.760350179E0
3.532990220E-1,-6.981492043E-3,1.005852073E-1,9.755002975E0,9.755524034E0
3.552990220E-1,-7.096413523E-3,1.026920974E-1,9.749601364E0,9.750144757E0
3.572990220E-1,-8.140285499E-3,9.511684626E-2,9.746450424E0,9.746917941E0
3.592990220E-1,-7.967903279E-3,9.086474776E-2,9.745033264E0,9.745460133E0
3.612990220E-1,-3.150769509E-3,8.876742423E-2,9.742408752E0,9.742813653E0
3.632990220E-1,-6.703764666E-5,9.282799065E-2,9.737017632E0,9.737460110E0
3.652990220E-1,-6.742072292E-3,9.460927546E-2,9.736864090E0,9.737326054E0
3.672990220E-1,-1.281376742E-2,9.554779530E-2,9.736643791E0,9.737121027E0
3.692990220E-1,-1.413536631E-2,9.649590403E-2,9.741086960E0,9.741575151E0
3.712990220E-1,-6.282385439E-3,9.768342227E-2,9.742696762E0,9.743188478E0
3.732990220E-1,-2.384624910E-3,9.869857132E-2,9.749208450E0,9.749708329E0
3.752990220E-1,1.426944276E-3,1.044542342E-1,9.755567551E0,9.756126842E0
3.772990220E-1,-5.200206302E-3,9.964667261E-2,9.758641243E0,9.759151367E0
3.792990220E-1,-4.692635499E-3,9.707050771E-2,9.752100945E0,9.752585172E0
3.812990220E-1,-3.801992396E-3,9.243533760E-2,9.744832039E0,9.745271172E0
3.832990220E-1,-8.111555129E-3,9.567230195E-2,9.743165016E0,9.743638105E0
3.852990220E-1,-1.054406445E-2,9.692686796E-2,9.747274399E0,9.747762010E0
3.872990220E-1,-1.092713606E-2,9.766427428E-2,9.750127792E0,9.750623041E0
3.893005840E-1,-1.644337736E-2,1.033337489E-1,9.747791290E0,9.748352850E0
3.912990220E-1,-1.840662211E-2,9.984778613E-2,9.742590904E0,9.743119927E0
3.934755840E-1,-1.218169741E-2,9.788454324E-2,9.732573509E0,9.733073353E0
3.952990220E-1,-1.029506698E-2,9.617987275E-2,9.725822449E0,9.726303453E0
3.972990220E-1,-4.797980189E-3,9.547118098E-2,9.718476295E0,9.718946408E0
3.992990220E-1,-8.111555129E-3,1.031900942E-1,9.717863083E0,9.718414320E0
4.012990220E-1,-1.078348421E-2,1.031422094E-1,9.728282928E0,9.728835662E0
4.032990220E-1,-7.690175902E-3,9.961794317E-2,9.740809441E0,9.741321852E0
4.052990220E-1,-1.496854890E-2,9.917741269E-2,9.750070572E0,9.750586463E0
4.072990220E-1,-1.289995853E-2,9.480081499E-2,9.758105278E0,9.758574292E0
4.092990220E-1,-1.291911211E-2,1.009012386E-1,9.769942284E0,9.770471851E0
4.112990220E-1,-9.509769268E-3,9.188945591E-2,9.770516396E0,9.770953113E0
4.132990220E-1,-7.843405008E-3,8.903557807E-2,9.762032509E0,9.762441680E0
4.152990220E-1,-2.288856916E-2,8.642110229E-2,9.755931854E0,9.756341468E0
4.172990220E-1,-2.783977613E-2,8.851842582E-2,9.755529404E0,9.755970711E0
4.194443340E-1,-2.462197095E-2,8.392155170E-2,9.754159927E0,9.754552012E0
4.212990220E-1,-2.456451021E-2,8.595184237E-2,9.759303093E0,9.759712495E0
4.232990220E-1,-2.095405385E-2,9.022309631E-2,9.754629135E0,9.755068879E0
4.252990220E-1,-1.796608977E-2,9.070193768E-2,9.749936104E0,9.750374539E0
4.272990220E-1,-1.104205754E-2,8.573157340E-2,9.747848511E0,9.748231759E0
4.292990220E-1,-1.811931841E-2,7.247727364E-2,9.743126869E0,9.743413286E0
4.312990220E-1,-2.269703336E-2,7.633672655E-2,9.739727974E0,9.740053565E0
4.334755840E-1,-2.634579502E-2,7.716991007E-2,9.734766960E0,9.735108477E0
4.352990220E-1,-2.003468014E-2,8.167100698E-2,9.737065315E0,9.737428433E0
4.372990220E-1,-2.009214088E-2,7.869262248E-2,9.743185043E0,9.743523542E0
4.392990220E-1,-2.853888460E-2,8.566453308E-2,9.744621277E0,9.745039595E0
4.412990220E-1,-2.173935063E-2,8.316498995E-2,9.755721092E0,9.756099787E0
4.432990220E-1,-2.075294033E-2,8.211154491E-2,9.758373260E0,9.758740784E0
4.452990220E-1,-1.751597971E-2,8.259996027E-2,9.761936188E0,9.762301352E0
4.472990220E-1,-1.785116829E-2,8.248503506E-2,9.755740166E0,9.756105198E0
4.492990220E-1,-1.774582267E-2,7.839573920E-2,9.752608299E0,9.752939528E0
4.512990220E-1,-2.648944780E-2,7.828081399E-2,9.753067970E0,9.753418089E0
4.532990220E-1,-3.255156800E-2,7.683472335E-2,9.750290871E0,9.750647940E0
4.552990220E-1,-3.491703793E-2,8.282980323E-2,9.752779961E0,9.753194191E0
4.572990220E-1,-3.168965504E-2,9.037632495E-2,9.753250122E0,9.753720319E0
4.592990220E-1,-2.841438539E-2,8.857589215E-2,9.758852959E0,9.759296293E0
4.612990220E-1,-1.966118440E-2,9.420704842E-2,9.763334274E0,9.763808564E0
4.632990220E-1,-1.004607044E-2,9.381440282E-2,9.760576248E0,9.761032259E0
4.652990220E-1,-5.640739575E-3,9.063490480E-2,9.748002052E0,9.748425027E0
4.672990220E-1,-2.547430573E-3,9.396763146E-2,9.747129440E0,9.747582712E0
4.692990220E-1,-7.029375993E-3,9.901460260E-2,9.755845070E0,9.756350052E0
4.712990220E-1,-9.203311056E-3,8.816408366E-2,9.762779236E0,9.763181654E0
4.734755840E-1,-1.432690304E-2,7.809886336E-2,9.760058403E0,9.760381382E0
4.752990220E-1,-1.110909600E-2,7.897035033E-2,9.771004677E0,9.771330110E0
4.772990220E-1,-1.494939532E-2,7.880754024E-2,9.778982162E0,9.779311134E0
4.792990220E-1,-1.487278100E-2,8.441955596E-2,9.779807091E0,9.780182748E0
4.812990220E-1,-1.417367347E-2,8.577945828E-2,9.774242401E0,9.774629073E0
4.832990220E-1,-2.393244021E-2,8.411309123E-2,9.769406319E0,9.769797725E0
4.852990220E-1,-2.240972780E-2,7.601111382E-2,9.764636993E0,9.764958551E0
4.872990220E-1,-1.945049502E-2,7.593449950E-2,9.759455681E0,9.759770466E0
4.892990220E-1,-2.878788114E-2,7.234320045E-2,9.756447792E0,9.756758468E0
4.912990220E-1,-3.101927787E-2,8.043560386E-2,9.750165939E0,9.750547058E0
4.932990220E-1,-3.937025368E-2,9.305783361E-2,9.749850273E0,9.750373845E0
4.952990220E-1,-4.777869210E-2,9.095093608E-2,9.748336792E0,9.748878145E0
4.972990220E-1,-4.267425090E-2,8.303091675E-2,9.754609108E0,9.755055821E0
4.992990220E-1,-3.219722211E-2,7.553227246E-2,9.756420135E0,9.756765634E0
5.012990220E-1,-3.213018924E-2,6.863696873E-2,9.745942116E0,9.746236766E0
5.032990220E-1,-2.850057743E-2,7.506301254E-2,9.736547470E0,9.736878523E0
5.052990220E-1,-2.521573193E-2,8.707232773E-2,9.733903885E0,9.734325979E0
5.072990220E-1,-2.419101261E-2,8.443870395E-2,9.735733986E0,9.736130204E0
5.092990220E-1,-2.695871145E-2,9.325893968E-2,9.743481636E0,9.743965230E0
5.112990220E-1,-3.304956108E-2,9.006986767E-2,9.749112129E0,9.749584205E0
5.132990220E-1,-3.532884270E-2,8.868122846E-2,9.759560585E0,9.760027423E0
5.152990220E-1,-3.590345010E-2,8.642110229E-2,9.768630028E0,9.769078272E0
5.172990220E-1,-3.985866904E-2,7.956410944E-2,9.766925812E0,9.767331210E0
5.192990220E-1,-3.177584335E-2,8.058883250E-2,9.763343811E0,9.763728112E0
5.212990220E-1,-8.916007355E-3,7.594407350E-2,9.760556221E0,9.760855738E0
5.233005840E-1,-1.723825117E-4,7.971733809E-2,9.757779121E0,9.758104748E0
5.252990220E-1,-7.757213898E-4,8.048348129E-2,9.758584023E0,9.758915940E0
5.272990220E-1,-1.244984916E-3,8.155608177E-2,9.757942200E0,9.758283093E0
5.292990220E-1,-5.315127783E-3,8.959102631E-2,9.752368927E0,9.752781885E0
5.312990220E-1,-6.272808649E-3,9.129569679E-2,9.745186806E0,9.745616457E0
5.332990220E-1,-5.612008739E-3,8.952398598E-2,9.748269081E0,9.748681763E0
5.352990220E-1,-4.874594510E-3,8.835562319E-2,9.740416527E0,9.740818477E0
5.372990220E-1,-2.930502873E-3,8.469728380E-2,9.736557961E0,9.736926781E0
5.392990220E-1,-2.930502873E-3,8.305007219E-2,9.731452942E0,9.731807759E0
5.412990220E-1,-4.357446916E-3,9.098923951E-2,9.728896141E0,9.729322595E0
5.432990220E-1,2.413355280E-3,8.946652710E-2,9.734134674E0,9.734546108E0
5.452990220E-1,6.742072292E-3,8.780016005E-2,9.727143288E0,9.727541872E0
5.472990220E-1,2.212242456E-3,9.264602512E-2,9.727661133E0,9.728102554E0
5.492990220E-1,3.936067689E-3,9.057743847E-2,9.734756470E0,9.735178647E0
5.512990220E-1,4.146757070E-3,8.314583451E-2,9.747303009E0,9.747658507E0
5.534755840E-1,5.592855159E-3,7.969819009E-2,9.750903130E0,9.751230431E0
5.553318340E-1,2.901772503E-3,8.470685780E-2,9.746201515E0,9.746570045E0
5.572990220E-1,-3.227383830E-3,8.739794046E-2,9.743500710E0,9.743893210E0
5.592990220E-1,-1.173158828E-2,8.890149742E-2,9.747561455E0,9.747973914E0
5.612990220E-1,-9.481038898E-3,8.549215645E-2,9.746220589E0,9.746600154E0
5.632990220E-1,-8.667009883E-3,8.298303187E-2,9.738387108E0,9.738744517E0
5.652990220E-1,-1.593580656E-2,7.968860865E-2,9.734335899E0,9.734675117E0
5.672990220E-1,-1.323514618E-2,8.131666481E-2,9.734431267E0,9.734779898E0
5.692990220E-1,-1.442267094E-2,7.661445439E-2,9.732525826E0,9.732838062E0
5.712990220E-1,-9.595960379E-3,8.651687950E-2,9.725851059E0,9.726240593E0
5.732990220E-1,4.405330983E-4,9.481038898E-2,9.718380928E0,9.718843402E0
5.752990220E-1,1.116655674E-2,9.351751953E-2,9.713898659E0,9.714355222E0
5.772990220E-1,8.092401549E-3,9.371862561E-2,9.716753006E0,9.717208326E0
5.792990220E-1,1.340752933E-3,9.395805001E-2,9.727746964E0,9.728200805E0
5.812990220E-1,-2.834734973E-3,9.433154762E-2,9.737620354E0,9.738077666E0
5.832990220E-1,-5.372588523E-3,8.760862797E-2,9.742256165E0,9.742651554E0
5.852990220E-1,7.086837431E-4,8.790551126E-2,9.746000290E0,9.746396746E0
5.872990220E-1,2.863465343E-3,8.626787364E-2,9.751535416E0,9.751917417E0
5.892990220E-1,-2.039859770E-3,8.268614858E-2,9.755021095E0,9.755371737E0
5.912990220E-1,-1.187524013E-2,9.155427665E-2,9.756458282E0,9.756895071E0
5.932990220E-1,-8.877700195E-3,9.515514970E-2,9.754457474E0,9.754925624E0
5.952990220E-1,-6.445190869E-3,9.263645113E-2,9.745559692E0,9.746002092E0
5.972990220E-1,-2.719813026E-3,9.017521143E-2,9.746249199E0,9.746666733E0
5.992990220E-1,-2.001552610E-3,8.060798794E-2,9.745291710E0,9.745625283E0
6.012990220E-1,-8.264783770E-3,7.480443269E-2,9.743710518E0,9.744001163E0
6.032990220E-1,-2.126051113E-3,7.920019329E-2,9.744199753E0,9.744521846E0
6.052990220E-1,3.112462349E-3,7.950665057E-2,9.747312546E0,9.747637296E0
6.072990220E-1,-3.323151963E-3,7.014053315E-2,9.745521545E0,9.745774517E0
6.092990220E-1,-2.097320743E-3,7.076302171E-2,9.738100052E0,9.738357378E0
6.112990220E-1,-1.360864285E-2,7.392337173E-2,9.740445137E0,9.740735153E0
6.132990220E-1,-1.106121205E-2,7.210377604E-2,9.736069679E0,9.736342953E0
6.152990220E-1,-5.430049263E-3,7.527370751E-2,9.734995842E0,9.735288371E0
6.172990220E-1,-1.668279804E-2,8.019617945E-2,9.739545822E0,9.739890275E0
6.192990220E-1,-1.550485007E-2,7.772536576E-2,9.754217148E0,9.754539138E0
6.212990220E-1,-1.575384662E-2,7.336792350E-2,9.758382797E0,9.758671316E0
6.232990220E-1,-1.834916137E-2,7.117483020E-2,9.756936073E0,9.757212926E0
6.252990220E-1,-1.291911211E-2,7.686345279E-2,9.751985550E0,9.752297015E0
6.272990220E-1,-1.522712316E-2,7.656657696E-2,9.750185966E0,9.750498484E0
6.292990220E-1,-2.010171674E-2,7.774451375E-2,9.755519867E0,9.755850356E0
